SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
3:149393424-149393524	1.46e-11	3.925e-11	2.935e-12	9.477e-13	5.793e-15	7.566e-12	1.848e-15	6.163e-12	5.958e-09	3.385e-16	3.594e-08	1.215e-18	2.358e-14	6.475e-12	9.371e-13	2.089e-15	1.032e-16	1.419e-10	1.028e-13
1:151615894-151615994	1.968e-10	7.132e-10	8.065e-14	8.996e-07	2.65e-15	9.685e-12	1.544e-07	3.683e-08	2.006e-09	6.265e-17	1.688e-07	5.224e-13	3.277e-10	3.68e-07	1.025e-11	1.703e-14	6.681e-11	3.049e-11	3.275e-14
10:58385203-58385303	2.495e-09	1.908e-09	4.604e-12	7.455e-07	4.186e-07	2.036e-11	1.565e-09	9.371e-12	2.739e-09	7.475e-17	2.936e-07	2.31e-15	4.084e-13	1.097e-10	2.372e-10	2.154e-16	4.028e-12	1.429e-11	1.722e-12
15:52733332-52733432	1.784e-09	1.529e-10	1.59e-08	7.562e-07	1.301e-13	1.819e-11	1.406e-10	1.532e-13	4.344e-10	1.517e-18	1.038e-06	2.229e-14	8.288e-09	4.464e-05	2.934e-11	3.037e-18	6.114e-08	9.057e-12	1.965e-13
2:20697672-20697772	1.868e-08	1.436e-08	6.458e-12	7.68e-11	1.114e-15	1.896e-08	1.842e-14	3.623e-13	5.806e-10	4.063e-18	7.48e-06	4.337e-18	1.003e-10	2.131e-10	7.533e-10	1.476e-18	1.556e-14	3.359e-13	5.449e-11
5:74767090-74767190	3.808e-09	0.0005171	1.363e-10	2.983e-12	2.539e-11	0.0009065	2.776e-16	6.32e-15	1.318e-12	2.099e-18	7.003e-09	2.649e-22	1.86e-08	3.128e-09	9.398e-14	1.142e-13	6.695e-10	4.374e-12	5.072e-11
7:25951575-25951675	2.405e-12	1.318e-09	7.41e-10	9.886e-06	4.658e-12	8.414e-11	5.432e-15	6.437e-17	4.056e-14	4.528e-19	4.479e-10	7.578e-19	5.08e-13	6.938e-09	1.205e-12	6.651e-16	4.541e-13	4.996e-10	1.185e-10
2:173987006-173987106	4.979e-10	9.323e-09	6.226e-12	7.192e-10	6.005e-14	1.965e-11	5.448e-07	6.017e-05	5.271e-05	6.451e-19	2.322e-10	9.492e-17	3.68e-12	1.496e-10	6.697e-10	9.469e-12	1.746e-12	6.113e-13	1.375e-13
12:109148120-109148220	1.128e-11	1.266e-09	1.245e-09	2.113e-07	1.038e-15	7.484e-13	1.943e-15	8.346e-14	1.97e-09	2.039e-13	8.238e-07	2.755e-17	1.008e-13	8.959e-10	1.302e-14	2.084e-14	1.8e-11	7.028e-12	7.884e-12
7:106418280-106418380	1.128e-11	1.266e-09	1.245e-09	2.113e-07	1.038e-15	7.484e-13	1.943e-15	8.346e-14	1.97e-09	2.039e-13	8.238e-07	2.755e-17	1.008e-13	8.959e-10	1.302e-14	2.084e-14	1.8e-11	7.028e-12	7.884e-12
2:27356959-27357059	3.118e-08	2.789e-09	1.12e-09	3.342e-10	5.884e-12	2.846e-11	2.469e-11	5.25e-10	8.517e-07	2.468e-19	4.923e-10	1.056e-15	2.213e-16	2.281e-08	1.33e-08	4.369e-16	4.418e-10	2.111e-12	1.177e-07
1:169078500-169078600	2.947e-10	1.126e-10	9.181e-08	6.085e-10	6.442e-13	5.616e-11	4.203e-13	0.005089	0.004678	1.294e-21	2.718e-09	1.945e-15	2.303e-10	1.68e-07	1.782e-10	3.92e-18	4.736e-11	6.995e-15	1.732e-11
12:82358315-82358415	0.0005197	3.437e-10	5.752e-07	5.194e-10	2.942e-09	1.037e-12	6.131e-08	1.724e-12	1.027e-09	1.15e-23	8.855e-12	3.798e-10	1.114e-06	2.438e-05	7.585e-09	8.865e-18	6.048e-11	2.393e-09	2.627e-10
6:126377792-126377892	1.035e-08	1.366e-07	5.06e-10	6.304e-11	4.32e-10	4.379e-08	1.668e-13	2.829e-11	7.601e-09	1.965e-20	1.381e-08	3.856e-16	5.542e-12	3.482e-11	1.139e-12	9.651e-11	3.589e-15	8.484e-15	4.092e-13
6:11795003-11795103	8.324e-11	2.213e-09	3.874e-12	6.346e-10	7.372e-13	3.854e-11	5.069e-10	1.856e-13	3.139e-10	1.187e-17	2.469e-07	4.121e-12	4.884e-11	5.424e-10	7.721e-12	1.839e-19	6.466e-11	1.439e-07	2.054e-12
2:177398117-177398217	2.009e-09	2.619e-09	1.078e-07	1.174e-06	5.793e-12	4.427e-10	3.371e-12	7.148e-05	1.116e-05	1.014e-13	0.0001393	1.312e-13	9.626e-06	1.848e-08	2.919e-10	9.252e-18	2.231e-09	7.937e-11	2.623e-10
8:120846363-120846463	2.268e-07	2.238e-09	1.443e-10	6.998e-10	1.829e-13	3.876e-11	6.284e-13	0.0008345	9.327e-05	3.121e-20	5.957e-08	1.093e-18	2.637e-06	8.042e-09	1.117e-12	2.304e-15	6.754e-11	1.198e-10	3.585e-12
4:83455997-83456097	4.681e-11	2.947e-05	1.547e-11	2.696e-09	2.233e-11	2.552e-07	9.512e-13	2.934e-10	1.942e-09	2.292e-18	5.71e-09	1.192e-20	6.914e-16	3.344e-09	5.597e-13	1.24e-16	9.19e-12	1.294e-06	5.537e-09
15:79294241-79294341	2.368e-09	8.352e-09	1.862e-10	8.105e-13	1.544e-09	8.512e-10	1.97e-11	8.454e-19	3.735e-13	3.536e-16	5.622e-07	3.403e-13	1.795e-10	2.058e-07	1.11e-10	1.889e-11	1.347e-12	1.154e-10	5.733e-12
7:42932277-42932377	2.499e-12	5.728e-10	2.35e-09	3.314e-10	4.303e-13	4.572e-12	5.465e-17	4.168e-15	4.094e-12	7.043e-18	2.904e-10	7.169e-22	3.263e-10	1.127e-07	9.562e-13	1.255e-16	2.399e-13	7.388e-14	3.548e-11
16:10943791-10943891	1.847e-11	1.299e-07	1.247e-13	2.836e-08	8.89e-13	5.562e-09	1.011e-14	4.313e-12	4.775e-09	5.271e-18	5.109e-08	3.038e-17	2.377e-11	2.686e-11	2.314e-12	2.262e-16	1.164e-16	1.312e-08	7.695e-14
9:13705931-13706031	1.208e-09	8.8e-10	1.337e-10	1.283e-11	3.976e-14	1.987e-10	3.749e-08	2.68e-07	7.539e-07	5.369e-21	1.114e-08	5.983e-11	3.108e-09	3.98e-09	6.487e-11	4.222e-19	6.019e-16	2.926e-15	4.168e-13
22:20867351-20867451	4.962e-11	3.101e-08	1.03e-09	3.741e-14	3.063e-13	1.216e-11	5.228e-12	1.536e-13	7.966e-10	9.407e-20	6.942e-09	3.369e-17	2.929e-13	2.153e-07	8.327e-12	3.041e-16	1.331e-08	4.613e-15	5.252e-12
2:64115840-64115940	6.564e-08	2.013e-05	1.281e-12	3.968e-09	1.25e-14	2.284e-09	3.683e-10	5.896e-12	1.909e-09	1.474e-18	9.742e-07	6.53e-11	3.212e-05	1.885e-11	2.804e-10	1.975e-14	1.333e-15	2.639e-11	1.817e-14
22:28443530-28443630	1.19e-12	1.117e-08	3.073e-12	9.403e-09	8.579e-15	2.162e-10	2.158e-17	0.000179	0.0001903	1.108e-18	1.735e-08	7.328e-22	9.312e-12	5.444e-10	1.012e-12	1.823e-17	1.823e-17	2.68e-13	1.621e-10
7:53419017-53419117	1.109e-09	1.878e-10	3.789e-11	2.863e-10	9.55e-11	7.351e-10	4.08e-10	9.289e-12	2.642e-09	6e-08	6.045e-05	2.293e-11	6.262e-10	1.26e-08	2.619e-11	9.307e-16	3.446e-10	2.773e-06	1.601e-14
21:40300442-40300542	2.863e-10	7.267e-09	1.635e-12	8.538e-13	1.111e-10	1.16e-11	1.242e-14	2.197e-11	3.781e-10	1.843e-16	4.992e-08	1.347e-20	7.189e-08	2.152e-09	1.073e-09	4.041e-10	7.442e-15	5.049e-14	5.224e-13
5:142499937-142500037	1.75e-11	3.194e-09	1.142e-09	6.925e-07	2.699e-12	9.402e-11	5.92e-13	2.508e-13	6.257e-10	5.656e-18	0.000141	1.099e-17	3.391e-13	1.188e-06	5.211e-10	1.735e-18	7.98e-11	3.425e-11	2.187e-11
1:8525829-8525929	8.75e-09	4.017e-13	1.283e-06	8.536e-10	2.377e-11	2.266e-12	3.497e-15	2.923e-15	4.764e-10	9.295e-12	1.364e-05	3.67e-18	9.537e-13	4.534e-06	1.113e-08	8.006e-18	1.747e-06	0.001397	1.467e-13
8:138680572-138680672	1.96e-05	3.075e-08	8.819e-10	2.015e-07	5.654e-10	7.668e-11	8.779e-14	1.704e-12	1.222e-09	6.582e-19	1.804e-09	5.869e-18	2.903e-06	5.583e-07	1.252e-11	0.0006895	1.986e-08	4.091e-13	3.794e-12
7:107168416-107168516	7.961e-13	6.374e-12	4.151e-11	1.121e-10	5.673e-12	5.468e-12	1.023e-15	5.683e-11	8.413e-09	5.825e-21	2.02e-07	1.362e-19	2.734e-13	2.121e-10	4.97e-13	1.918e-16	7.356e-17	8.481e-14	1.876e-10
3:132659431-132659531	1.09e-10	2.091e-07	2.763e-09	1.652e-07	1.271e-08	1.082e-08	6.23e-15	5.644e-10	1.799e-08	3.824e-21	1.033e-09	1.527e-19	3.1e-13	2.391e-08	1.208e-13	9.669e-19	4.785e-13	6.186e-13	2.361e-11
21:34888621-34888721	3.716e-11	4.002e-08	1.143e-06	3.201e-12	1.379e-12	7.908e-10	1.085e-12	7.175e-16	1.694e-12	1.467e-21	5.215e-10	4.5e-12	6.885e-15	6.417e-07	5.213e-10	6.088e-18	2.236e-13	5.8e-12	5.604e-08
16:88559187-88559287	4.036e-09	6.276e-20	8.381e-15	1.49e-12	1.379e-12	2.373e-10	7.76e-23	8.331e-30	1.005e-17	1.467e-21	5.215e-10	1.305e-30	6.885e-15	4.804e-14	5.213e-10	6.088e-18	6.303e-26	1.493e-23	5.604e-08
17:50757180-50757280	9.815e-09	1.36e-10	3.661e-13	1.663e-11	1.903e-13	1.802e-11	1.938e-08	7.538e-12	1.962e-09	5.554e-12	3.459e-05	1.377e-09	4.857e-14	1.993e-11	1.301e-12	1.024e-12	6.255e-13	1.291e-09	4.388e-12
9:111986356-111986456	7.631e-11	0.0002779	1.157e-12	3.61e-10	1.203e-11	3.009e-07	2.229e-12	1.997e-13	6.446e-10	9.495e-19	1.058e-09	5.331e-17	1.087e-06	1.063e-10	1.036e-11	1.546e-18	7.145e-17	2.333e-10	1.26e-11
1:37860191-37860291	3.141e-08	5.689e-09	8.016e-09	5.763e-11	0.00705	1.493e-10	6.028e-09	3.012e-19	1.106e-13	7.972e-17	3.865e-09	7.211e-11	3.686e-16	1.339e-08	3.402e-11	1.244e-16	3.888e-12	1.109e-10	2.862e-09
19:54159661-54159761	1.712e-08	1.159e-06	6.23e-09	6.203e-07	1.483e-11	3.232e-06	3.58e-15	3.539e-10	3.049e-08	1.17e-19	1.037e-08	2.746e-17	1.137e-09	3.215e-10	1.067e-11	1.874e-11	3.499e-17	1.721e-11	1.305e-09
9:124415465-124415565	1.589e-10	0.003757	9.669e-11	6.341e-14	4.668e-13	0.000901	7.511e-15	9.949e-12	1.057e-10	1.93e-14	1.048e-08	3.03e-17	4.756e-12	2.233e-10	3.526e-13	2.138e-16	4.313e-16	1.145e-13	1.709e-10
20:43457849-43457949	1.633e-09	1.568e-10	2.666e-06	7.037e-10	7.309e-10	1.722e-10	3.885e-12	2.536e-15	6.797e-12	6.61e-16	1.678e-08	3.839e-17	1.021e-13	1.469e-05	1.054e-12	9.2e-17	1.259e-11	1.705e-07	7.915e-09
18:58447837-58447937	4.206e-11	3.206e-10	3.169e-12	2.427e-10	2.405e-14	2.3e-12	2.089e-12	1.957e-11	4.708e-09	3.495e-17	8.282e-08	1.917e-15	3.502e-12	2.011e-12	1.76e-11	1.195e-20	3.398e-21	1.616e-09	1.298e-12
17:39980619-39980719	4.054e-10	7.538e-10	4.471e-10	9.962e-15	3.581e-12	3.096e-12	6.529e-15	2.259e-12	3.714e-11	4.897e-20	7.059e-10	1.054e-17	3.054e-13	5.523e-10	2.225e-14	1.274e-17	1.828e-16	4.277e-13	4.509e-08
10:50882802-50882902	1.161e-05	4.336e-10	1.724e-10	0.001073	1.44e-12	1.539e-11	1.381e-12	9.299e-09	3.541e-09	1.364e-20	6.725e-10	1.222e-12	4.984e-06	2.747e-11	1.154e-09	6.888e-18	1.805e-12	2.587e-12	1.31e-13
10:87863571-87863671	4.27e-10	4.64e-08	3.729e-10	1.548e-11	2.844e-12	3.548e-09	1.444e-13	2.723e-18	3.616e-13	1.715e-18	3.846e-10	2.191e-18	8.47e-14	1.712e-10	9.124e-13	1.093e-17	1.948e-15	5.906e-06	1.239e-09
19:6066949-6067049	2.654e-06	8.087e-11	1.213e-13	2.253e-09	1.151e-13	6.485e-13	8.797e-14	3.663e-05	5.377e-06	2.183e-19	5.601e-09	2.716e-17	1.586e-10	1.694e-10	1.036e-12	6.96e-17	3.392e-16	2.157e-08	3.582e-12
14:49893050-49893150	1.587e-10	1.529e-05	1.011e-08	5.9e-13	8.98e-12	8.55e-08	1.071e-13	1.17e-16	2.699e-11	2.338e-18	7.545e-11	7.642e-18	5.975e-17	1.437e-09	6.779e-13	6.559e-16	6.739e-17	6.591e-12	8.359e-10
1:234975468-234975568	8.621e-09	6.024e-07	6.214e-12	4.312e-07	8.697e-12	4.85e-07	2.64e-12	1.657e-06	1.021e-06	2.294e-19	3.708e-10	2.754e-21	2.264e-11	4.266e-11	4.742e-13	1.897e-16	5.417e-10	6.088e-09	2.956e-12
19:40850373-40850473	4.8e-06	1.234e-09	1.454e-11	3.126e-11	1.088e-09	7.922e-11	1.379e-12	3.27e-09	3.457e-09	1.744e-22	9.06e-11	3.318e-17	1.998e-09	5.281e-10	3.369e-13	5.379e-17	9.326e-12	3.806e-07	3.479e-11
11:105035183-105035283	1.105e-09	7.472e-10	1.892e-10	5.731e-06	2.006e-12	1.187e-10	7.714e-11	1.982e-10	1.056e-07	4.84e-17	2.519e-08	1.06e-11	3.214e-12	1.886e-08	2.846e-11	2.083e-13	5.423e-13	3.076e-13	9.101e-14
11:14520443-14520543	1.605e-12	4.562e-08	6.004e-13	7.41e-08	3.529e-09	8.371e-10	7.381e-16	4.584e-18	2.965e-13	1.268e-16	2.713e-09	1.854e-18	2.608e-13	2.821e-10	6.851e-13	7.383e-18	2.291e-17	1.964e-12	2.825e-09
18:7637366-7637466	6.39e-06	2.022e-07	6.11e-10	1.446e-06	4.656e-13	3.301e-08	8.712e-14	8.409e-05	2.286e-05	1.365e-16	3.479e-09	1.961e-16	4.54e-14	4.199e-09	5.188e-14	1.383e-17	6.736e-13	6.585e-12	8.788e-14
18:3485836-3485936	8.712e-09	2.461e-09	1.429e-11	1.317e-09	1.857e-14	3.066e-13	3.603e-12	1.411e-10	1.102e-08	5.936e-12	6.583e-08	3.865e-13	2.667e-05	2.054e-10	1.388e-12	6.095e-20	1.528e-15	1.327e-13	3.312e-14
10:59315600-59315700	7.553e-14	3.13e-08	1.252e-11	2.048e-09	3.59e-16	3.249e-11	1.092e-12	6.216e-14	1.196e-11	2.442e-08	0.001844	1.749e-18	2.683e-12	7.436e-10	1.624e-12	2.711e-18	8.566e-16	1.763e-15	2.021e-12
7:150826289-150826389	7.068e-10	1.1e-13	1.696e-10	2.783e-13	3.59e-16	1.237e-15	5.318e-13	3.19e-25	1.308e-16	2.442e-08	4.493e-18	6.034e-28	2.683e-12	4.358e-07	1.624e-12	2.711e-18	1.587e-10	5.747e-09	2.021e-12
12:47194604-47194704	2.265e-07	9.521e-09	4.609e-10	1.009e-09	4.348e-13	8.975e-13	8.074e-13	1.399e-09	1.568e-08	8.363e-10	7.596e-06	6.467e-19	1.458e-11	7.033e-10	7.083e-11	2.854e-15	6.464e-10	1.601e-12	3.551e-11
2:75522720-75522820	2.564e-09	7.479e-08	1.245e-10	1.942e-07	2.807e-12	2.566e-09	8.243e-13	5.777e-07	1.526e-06	2.893e-13	1.27e-08	7.885e-19	3.945e-07	1.749e-08	8.348e-12	6.451e-18	6.702e-13	1.544e-10	4.155e-11
12:50527024-50527124	1.753e-08	1.198e-11	3.539e-06	1.043e-07	4.209e-15	9.148e-14	9.415e-11	2.567e-12	1.383e-09	1.933e-20	4.167e-10	3.975e-16	1.577e-12	2.472e-06	6.178e-12	1.014e-18	1.609e-09	2.039e-14	3.828e-13
10:70836013-70836113	1.022e-12	6.592e-11	9.554e-13	2.452e-17	3.632e-16	1.024e-11	3.253e-17	1.425e-20	9.798e-14	9.059e-26	1.663e-12	6.54e-19	4.121e-19	6.593e-12	1.285e-14	1.786e-20	7.061e-16	6.155e-16	2.182e-14
10:32446241-32446341	1.161e-05	3.099e-07	5.498e-11	3.402e-13	2.909e-11	3.306e-07	1.564e-13	1.754e-08	4.73e-08	2.362e-19	2.429e-11	4.518e-16	6.589e-09	5.11e-10	1.581e-11	6.05e-19	4.217e-14	1.023e-09	1.04e-11
14:101809994-101810094	3.804e-10	8.436e-09	5.211e-08	2.916e-09	4.204e-12	5.779e-09	4.019e-11	1.271e-11	2.877e-10	4.769e-20	5.973e-08	2.324e-12	2.27e-14	1.547e-06	5.998e-11	9.537e-14	2.992e-11	8.872e-08	2.666e-09
3:157120727-157120827	2.12e-08	1.028e-09	1.408e-07	3.459e-11	1.318e-11	3.554e-10	2.599e-12	0.0008454	0.0003214	1.891e-21	2.874e-08	1.279e-17	1.838e-05	1.363e-06	2.151e-10	2.156e-15	1.147e-09	6.638e-10	3.253e-09
22:25169779-25169879	5.137e-12	9.751e-12	1.449e-11	6.501e-07	3.811e-14	3.626e-13	2.533e-15	5.609e-16	1.461e-11	3.772e-16	1.266e-07	4.85e-17	1.396e-10	1.582e-11	1.687e-13	2.226e-14	1.833e-15	2.372e-14	2.18e-11
4:159010998-159011098	5.366e-11	1.041e-09	5.702e-12	1.18e-09	2.232e-15	7.378e-10	1.654e-10	3.561e-09	6.93e-07	2.228e-23	6.803e-09	1.912e-16	7.291e-17	1.341e-12	3.505e-11	5.975e-20	6.706e-17	7.001e-15	6.502e-13
6:149565765-149565865	4.893e-08	2.749e-15	3.04e-14	8.475e-23	2.232e-15	8.09e-18	2.673e-25	8.42e-32	5.648e-21	2.228e-23	6.803e-09	3.86e-35	7.291e-17	4.792e-11	3.505e-11	5.975e-20	3.202e-15	1.524e-05	6.502e-13
12:95217834-95217934	3.096e-05	3.971e-09	2.262e-11	2.562e-11	9.037e-13	3.488e-10	4.888e-13	2.785e-14	1.389e-10	5.575e-18	2.045e-09	2.365e-17	2.794e-09	1.534e-09	1.437e-08	2.63e-18	2.032e-12	0.0001968	5.566e-12
10:64587065-64587165	3.96e-10	5.66e-10	2.749e-11	2.713e-10	3.665e-13	1.817e-12	1.25e-11	6.045e-10	6.483e-09	2.574e-19	1.101e-08	3.38e-13	7.284e-08	1.653e-09	1.283e-11	0.001642	1.472e-13	1.086e-09	4.578e-13
11:34916726-34916826	3.081e-10	1.037e-08	2.834e-09	8.992e-10	3.922e-13	1.167e-10	1.68e-13	1.102e-12	9.693e-10	1.505e-19	7.368e-10	1.833e-16	1.762e-11	1.847e-10	1.438e-10	1.571e-17	2.387e-16	3.429e-08	2.328e-11
19:39824602-39824702	1.034e-12	1.618e-09	2.607e-12	5.294e-09	2e-13	2.158e-11	1.055e-14	2.207e-11	1.109e-09	8.333e-18	6.091e-08	5.434e-18	2.292e-12	1.213e-11	7.098e-13	7.781e-12	7.909e-17	5.645e-14	3.287e-11
1:186296086-186296186	4.049e-07	1.202e-09	1.59e-13	3.949e-06	1.512e-12	6.104e-10	8.523e-10	2.186e-11	1.225e-07	3.651e-17	9.25e-09	6.741e-18	2.678e-06	6.106e-09	4.405e-12	3.037e-20	2.908e-15	1.857e-07	1.248e-13
7:56106665-56106765	7.27e-10	3.58e-09	2.015e-11	2.906e-12	2.028e-13	1.788e-09	1.196e-07	2.767e-12	4.726e-10	9.488e-10	6.376e-05	1.212e-10	1.864e-10	6.346e-09	1.299e-12	2.984e-18	1.024e-10	3.187e-12	2.944e-11
1:211577525-211577625	1.134e-09	2.513e-10	2.573e-12	2.45e-07	5.748e-12	2.306e-11	3.6e-13	2.707e-14	2.448e-11	8.63e-16	4.999e-07	5.365e-18	3.008e-12	8.166e-11	1.016e-12	5.897e-18	2.944e-17	9.384e-10	4.504e-10
11:114762563-114762663	5.251e-11	1.756e-06	2.025e-12	4.987e-12	2.176e-06	1.157e-08	2.556e-11	1.704e-14	8.744e-12	4.243e-17	6.945e-07	1.523e-16	5.872e-09	3.373e-09	1.115e-14	1.586e-13	1.626e-13	1.919e-12	3.538e-12
10:114632290-114632390	1.986e-11	9.04e-06	6.7e-10	9.556e-13	1.915e-09	3.987e-10	8.619e-15	3.304e-15	3.04e-11	6.908e-15	2.785e-10	1.431e-13	2.683e-10	2.384e-09	5.153e-10	1.053e-15	8.273e-13	1.251e-11	4.897e-11
17:50909567-50909667	3.626e-10	5.069e-06	1.136e-09	1.008e-09	3.53e-06	2.951e-08	9.186e-11	5.67e-13	6.111e-11	5.771e-16	7.911e-09	1.363e-16	3.317e-10	5.206e-09	2.933e-10	3.349e-16	1.069e-12	8.443e-13	7.217e-12
17:39926781-39926881	1.482e-10	8.733e-08	1.42e-12	1.394e-13	6.19e-11	5.525e-10	3.175e-17	9.643e-10	1.038e-09	1.558e-22	2.605e-11	1.578e-22	2.011e-13	2.167e-09	1.481e-11	3.47e-17	4.58e-12	5.012e-12	9.881e-11
8:8775379-8775479	1.15e-08	8.834e-11	4.73e-11	0.0002675	1.482e-14	7.328e-12	5.972e-13	3.949e-07	1.946e-07	4.007e-20	4.629e-08	1.147e-18	9.236e-11	2.279e-10	2.043e-11	3.494e-19	6.579e-10	1.992e-13	1.705e-09
2:219206585-219206685	3.43e-10	4.363e-08	2.858e-08	6.486e-13	7.008e-11	2.216e-09	2.191e-15	4.841e-11	2.006e-09	2.197e-20	2.704e-09	2.27e-20	2.133e-14	3.171e-10	6.227e-12	1.22e-15	2.253e-15	2.003e-10	1.142e-09
1:46340743-46340843	5.284e-09	1.539e-05	4.514e-07	3.307e-12	7.232e-13	5.088e-06	1.948e-13	5.188e-20	1.586e-13	2.006e-21	7.177e-12	9.329e-17	4.99e-14	4.862e-06	5.727e-13	1.799e-16	1.875e-10	3.207e-06	3.798e-07
12:14961534-14961634	2.229e-09	5.839e-07	1.135e-08	1.407e-10	6.504e-13	3.493e-08	5.568e-08	3.392e-13	8.671e-10	1.464e-14	4.774e-07	1.02e-11	2.105e-12	2.707e-08	4.353e-12	1.001e-08	1.334e-13	1.359e-12	1.532e-12
15:92917963-92918063	1.921e-10	7.295e-10	8.139e-11	1.024e-05	5.311e-12	1.962e-12	1.077e-14	0.0004414	0.0006836	5.162e-18	7.113e-09	2.168e-17	1.666e-09	1.714e-11	1.681e-10	8.71e-19	1.192e-14	0.00181	6.127e-14
13:51477352-51477452	3.518e-11	1.027e-12	6.707e-15	5.204e-11	1.868e-16	1.568e-12	4.998e-17	3.803e-08	1.147e-08	3.908e-21	1.128e-10	2.609e-20	1.159e-13	5.691e-15	2.869e-15	4.762e-23	5.327e-21	4.294e-13	3.279e-16
9:34191123-34191223	2.888e-15	1.027e-12	6.707e-15	5.204e-11	1.868e-16	1.568e-12	4.998e-17	3.803e-08	1.147e-08	3.908e-21	1.128e-10	2.609e-20	1.159e-13	5.691e-15	2.869e-15	4.762e-23	5.327e-21	4.294e-13	3.279e-16
4:56410460-56410560	2.054e-09	6.329e-08	8.248e-10	7.974e-09	8.683e-13	5.065e-10	5.171e-05	3.484e-11	4.805e-08	1.607e-20	1.284e-09	6.219e-06	5.254e-14	2.875e-09	2.703e-10	5.144e-16	2.718e-11	1.441e-06	1.106e-12
18:58452716-58452816	6.073e-13	5.842e-15	7.532e-13	3.495e-10	6.23e-17	1.994e-14	4.38e-19	6.932e-14	1.473e-08	3.02e-22	4.311e-13	1.728e-21	2.613e-19	1.334e-13	2.533e-13	4.714e-24	6.614e-22	3.218e-15	2.242e-17
19:4268281-4268381	1.337e-08	8.929e-10	2.389e-08	2.661e-06	1.06e-13	1.525e-11	8.953e-12	9.117e-06	6.777e-06	1.051e-08	0.0005575	9.135e-15	6.578e-17	6.652e-07	4.29e-09	3.723e-19	6.463e-11	1.857e-07	3.488e-11
12:24535607-24535707	2.595e-08	3.423e-10	1.851e-12	4.309e-11	5.012e-13	2.482e-11	1.592e-09	3.662e-10	1.345e-07	8.288e-18	6.627e-10	1.047e-13	1.799e-08	4.59e-11	6.868e-09	2.064e-14	1.829e-14	9.603e-13	1.648e-12
1:212608451-212608551	1.558e-11	8.337e-10	1.538e-08	2.759e-12	2.106e-13	3.987e-10	3.559e-09	3.724e-13	2.142e-10	2.238e-22	3.369e-09	3.409e-11	7.788e-13	3.585e-09	8.287e-12	9.707e-18	8.29e-14	6.678e-11	1.374e-09
15:66483389-66483489	6.403e-10	1.296e-09	1.089e-10	8.665e-11	1.576e-12	7.983e-11	5.229e-10	2.716e-10	1.991e-10	4.388e-09	8.714e-05	5.297e-11	8.04e-12	2.456e-09	7.341e-10	1.918e-17	9.662e-09	4.211e-11	1.155e-12
7:7968369-7968469	6.391e-06	2.588e-11	1.255e-07	6.012e-09	2.752e-11	2.388e-11	7.682e-09	1.771e-11	1.012e-08	1.4e-15	1.718e-08	4.228e-15	3.867e-14	4.782e-06	8.771e-10	5.462e-17	1.877e-06	1.044e-11	2.05e-09
4:94507949-94508049	2.56e-10	5.408e-09	2.126e-09	3.148e-05	6.147e-11	3.187e-10	1.535e-10	3.054e-11	6.972e-10	9.065e-14	4.519e-06	2.755e-12	0.0003656	9.201e-05	5.747e-11	3.109e-13	6.244e-07	3.548e-12	8.183e-13
1:213987961-213988061	7.256e-12	1.904e-09	1.212e-11	1.366e-09	1.016e-09	5.001e-11	2.694e-13	1.915e-12	3.291e-11	5.167e-21	1.861e-09	1.05e-17	4.412e-09	1.116e-09	7.341e-12	1.742e-15	3.885e-13	2.507e-11	1.669e-07
3:71130734-71130834	6.979e-07	2.396e-11	1.23e-10	2.006e-09	4.664e-12	2.617e-12	2.259e-10	1.902e-13	2.101e-09	4.28e-14	4.301e-06	2.411e-13	1.76e-12	3.53e-08	1.12e-08	4.816e-21	1.378e-11	1.831e-12	1.85e-10
15:68277534-68277634	1.02e-08	4.1e-08	2.859e-12	3.685e-12	4.309e-08	3.611e-11	3.291e-11	3.266e-16	2.31e-12	6.224e-17	1.168e-08	6.743e-17	1.95e-14	4.399e-10	5.324e-14	4.853e-16	5.774e-15	2.38e-12	6.38e-12
14:73996095-73996195	2.102e-10	5.409e-09	7.643e-07	2.193e-11	6.781e-12	1.19e-08	2.218e-08	4.524e-13	2.327e-10	7.606e-13	4.891e-05	6.894e-11	9.344e-07	2.067e-07	3.223e-10	5.436e-16	3.639e-06	7.767e-14	3.675e-12
4:48108792-48108892	5.972e-10	8.372e-12	2.626e-12	5.581e-08	9.669e-13	4.053e-11	5.782e-10	0.0001818	0.0002844	6.692e-21	6.239e-09	6.379e-11	1.697e-08	1.359e-11	4.58e-11	7.819e-17	6.907e-18	6.241e-13	1.232e-11
9:76373218-76373318	3.838e-11	4.338e-10	9.902e-10	2.618e-09	2.172e-12	8.508e-11	3.526e-15	3.779e-15	8.682e-11	4.086e-09	0.0006386	9.872e-19	2.972e-11	8.993e-11	9.299e-13	3.44e-15	9.595e-17	8.545e-14	1.358e-10
3:29777985-29778085	7.617e-09	3.313e-10	1.841e-12	4.585e-09	4.962e-12	2.909e-11	5.035e-10	1.207e-07	1.504e-06	3.682e-12	0.00129	1.072e-16	6.989e-09	8.94e-10	1.094e-11	9.039e-16	3.583e-12	8.924e-14	3.562e-11
