SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
5:96199891-96199991	1.892e-07	1.029e-09	1.348e-13	9.113e-11	1.311e-12	6.852e-10	6.257e-11	5.056e-09	6.636e-07	2.567e-06	0.00857	1.489e-12	6.238e-13	6.609e-14	4.13e-12	1.255e-17	6.004e-17	5.459e-12	2.184e-14
9:129084277-129084377	8.685e-14	1.1e-11	1.107e-10	1.997e-11	4.373e-10	1.741e-12	2.222e-15	1.266e-11	1.136e-10	2.328e-21	1.568e-12	5.869e-21	1.747e-14	3.295e-09	7.069e-11	7.268e-16	1.403e-12	4.736e-13	2.605e-13
4:38279700-38279800	8.737e-11	3.123e-11	1.751e-09	2.631e-10	4.922e-11	3.924e-12	1.197e-12	1.322e-11	1.705e-09	4.543e-06	0.005091	3.655e-17	7.569e-09	5.179e-09	2.82e-11	1.202e-17	9.531e-12	2.354e-09	4.36e-13
12:52562227-52562327	1.36e-09	1.502e-10	1.095e-10	2.618e-09	1.943e-06	8.313e-13	3.514e-13	2.623e-12	3.815e-10	7.105e-06	0.008319	3.79e-18	8.126e-13	1.733e-07	1.102e-13	4.592e-17	3.114e-10	6.182e-11	1.791e-11
3:73926458-73926558	2.781e-11	1.02e-10	1.024e-13	8.559e-08	2.827e-11	2.572e-09	8.136e-13	1.29e-09	2.024e-07	1.221e-07	0.001605	9.195e-18	3.467e-11	4.534e-12	3.451e-11	5.62e-19	2.09e-17	9.724e-13	1.489e-12
20:57568339-57568439	2.546e-09	5.861e-06	7.95e-11	1.819e-08	1.732e-08	6.232e-09	6.415e-13	1.221e-09	4.571e-07	8.469e-11	1.203e-06	7.975e-14	2.231e-11	7.001e-09	7.871e-07	2.011e-18	1.499e-13	6.827e-12	6.378e-14
9:27539803-27539903	2.732e-10	1.469e-09	2.63e-10	3.719e-09	4.335e-13	1.405e-11	8.177e-05	0.004561	0.001966	9.873e-15	1.546e-07	1.976e-06	1.556e-06	2.546e-09	3.733e-10	1.021e-15	1.181e-12	7.646e-12	7.235e-13
10:43399444-43399544	0.0001811	1.693e-11	2.729e-11	0.0006596	1.846e-13	6.172e-13	1.487e-11	1.891e-13	9.696e-11	4.206e-17	1.814e-08	1.484e-16	8.805e-08	5.083e-11	6.949e-08	3.475e-17	7.445e-15	6.868e-12	1.464e-12
8:37516550-37516650	3.37e-07	2.661e-06	1.268e-09	3.819e-07	2.824e-11	4.848e-09	1.628e-08	1.694e-09	7.696e-07	7.183e-19	2.5e-06	6.402e-10	5.205e-12	1.523e-07	2.191e-12	3.395e-15	7.752e-13	2.636e-13	2.431e-12
3:100640824-100640924	1.672e-08	1.96e-12	1.802e-13	8.928e-10	1.345e-15	3.8e-14	6.783e-15	2.314e-09	9.122e-07	3.022e-11	0.001217	4.521e-18	2.129e-09	1.734e-11	5.001e-11	1.239e-16	1.833e-15	5.517e-10	1.13e-14
10:58468733-58468833	1.165e-08	1.925e-11	1.841e-10	1.268e-07	6.142e-12	1.271e-12	1.018e-10	0.0005997	0.0002779	2.468e-19	2.3e-09	4.804e-18	5.034e-13	2.684e-09	5.056e-13	6.039e-19	1.838e-14	2.702e-10	4.071e-12
5:173768066-173768166	8.215e-10	5.831e-11	2.727e-16	5.046e-18	6.142e-12	3.648e-13	1.503e-17	1.345e-23	5.881e-16	6.553e-32	1.915e-18	3.448e-21	1.148e-20	4.599e-13	3.425e-17	6.039e-19	3.948e-19	2.951e-15	7.172e-13
3:171771358-171771458	6.398e-06	3.517e-10	2.352e-10	8.572e-08	1.588e-14	2.699e-12	1.458e-11	1.653e-09	2.526e-08	4.589e-12	1.256e-06	1.073e-15	2.675e-10	3.012e-07	1.15e-10	2.971e-19	1.672e-13	1.128e-14	3.599e-11
1:116475346-116475446	4.532e-13	1.196e-10	2.017e-11	2.46e-13	2.369e-10	2.058e-11	8.378e-13	1.134e-09	1.798e-07	3.722e-14	8.582e-05	4.021e-18	8.158e-09	1.275e-08	1.729e-13	1.331e-13	3.275e-12	6.187e-11	6.937e-12
8:103174282-103174382	8.906e-08	2.571e-10	8.062e-11	3.318e-10	1.014e-13	2.299e-10	2.338e-13	1.456e-07	2.87e-08	2.728e-14	0.0001058	2.877e-16	3.619e-12	5.643e-10	8.494e-10	1.865e-14	1.963e-11	1.07e-13	3.043e-09
11:121575362-121575462	7.599e-09	3.846e-08	3.178e-09	4.154e-10	3.711e-10	4.222e-10	1.409e-08	3.451e-16	1.11e-11	6.728e-14	1.473e-06	1.314e-11	1.101e-06	6.077e-07	9.166e-09	3.502e-17	2.743e-12	3.361e-12	1.91e-11
5:112976624-112976724	2.062e-07	9.289e-11	2.406e-09	1.994e-10	3.282e-13	1.968e-11	4.287e-09	1.944e-11	5.142e-09	4.022e-16	5.494e-08	2.071e-12	1.106e-07	5.914e-10	1.508e-10	1.527e-18	6.212e-14	1.098e-14	4.091e-11
3:186567441-186567541	3.212e-09	4.255e-09	1.85e-09	7.069e-10	6.235e-08	1.695e-12	1.531e-10	1.219e-12	4.163e-10	6.758e-14	7.048e-07	2.873e-17	7.789e-13	1.67e-07	3.521e-12	1.691e-16	1.805e-07	4.627e-13	4.581e-09
9:18605765-18605865	1.427e-11	1.471e-11	1.254e-06	6.976e-08	7.732e-12	3.995e-14	2.83e-15	3.127e-10	1.539e-07	4.908e-11	3.551e-07	4.251e-19	1.976e-07	7.118e-06	1.08e-10	1.083e-20	1.987e-09	5.767e-13	4.28e-11
17:9321930-9322030	3.748e-10	9.279e-10	2.82e-10	1.306e-10	2.042e-16	4.968e-09	3.225e-15	0.01238	0.01138	1.49e-13	8.948e-06	3.505e-18	1.148e-12	4.454e-09	4.352e-13	2.011e-20	1.715e-11	1.864e-11	1.704e-15
21:33968667-33968767	5.69e-11	6.368e-06	9.015e-08	3.567e-12	3.612e-12	6.234e-09	8.177e-05	7.841e-12	8.685e-09	1.068e-08	0.000283	6.265e-06	5.567e-10	6.987e-08	6.502e-09	7.344e-17	8.672e-15	7.533e-13	1.227e-11
5:67936090-67936190	2.22e-10	9.419e-10	1.024e-10	4.04e-08	8.037e-13	7.892e-10	7.643e-09	2.126e-10	2.791e-09	5.705e-17	2.765e-09	3.258e-11	7.954e-14	2.075e-09	2.078e-08	1.288e-19	2.033e-15	7.963e-06	3.013e-12
2:233718626-233718726	1.498e-07	3.238e-11	1.042e-10	1.345e-09	4.684e-11	1.843e-11	2.012e-07	1.534e-08	2.868e-09	1.517e-13	2.764e-05	5.369e-12	2.237e-06	2.019e-10	4.748e-13	8.107e-17	2.414e-10	4.82e-13	1.05e-12
1:43285864-43285964	1.818e-07	1.057e-07	1.402e-09	8.307e-09	1.734e-12	5.276e-06	2.34e-13	2.081e-07	2.097e-07	1.324e-06	0.003876	4.675e-16	2.664e-13	1.279e-10	2.107e-13	1.993e-17	1.246e-09	5.529e-12	5.949e-13
5:148205570-148205670	1.949e-09	2.882e-07	3.928e-11	2.208e-06	4.318e-12	4.873e-09	5.054e-12	8.998e-16	4.835e-12	3.433e-17	5.392e-07	5.015e-14	3.348e-10	2.505e-09	1.378e-11	4.421e-17	7.082e-12	5.715e-16	9.039e-13
15:63318555-63318655	6.4e-06	5.149e-10	3.509e-11	7.46e-12	7.664e-11	3.809e-13	1.645e-11	2.697e-10	1.267e-07	3.334e-15	1.669e-07	3.339e-16	3.754e-11	7.581e-08	1.902e-10	1.248e-19	3.126e-11	3.161e-12	7.486e-13
6:88302604-88302704	5.605e-11	9.208e-11	8.791e-12	0.003015	2.68e-14	6.152e-12	3.456e-14	8.366e-14	1.168e-10	6.421e-16	1.404e-07	2.331e-17	4.638e-11	2.032e-08	2.584e-12	2.132e-20	5.689e-15	1.152e-11	5.857e-12
15:61050225-61050325	6.453e-15	6.834e-15	6.929e-16	7.909e-22	2.68e-14	3.909e-16	2.416e-25	3.513e-20	9.516e-13	6.421e-16	1.175e-20	3.221e-30	4.638e-11	1.974e-12	2.584e-12	2.132e-20	2.871e-22	3.92e-18	5.857e-12
22:40181475-40181575	1.135e-06	2.9e-08	2.29e-11	1.062e-08	5.776e-11	2.353e-13	1.507e-15	2.448e-05	1.619e-05	1.495e-06	0.0005292	4.472e-19	0.00159	8.135e-10	6.466e-12	1.296e-20	1.501e-11	4.525e-10	6.03e-13
2:233761521-233761621	2.101e-08	3.881e-08	1.077e-13	3.963e-07	8.654e-14	5.974e-11	7.791e-14	9.417e-12	3.953e-09	1.934e-16	3.443e-07	6.3e-17	1.021e-06	2.707e-12	5.191e-11	1.248e-15	3.462e-15	2.059e-11	7.601e-14
11:117316724-117316824	4.56e-11	1.493e-10	4.567e-10	4.131e-11	5.684e-08	7.887e-13	2.255e-15	2.638e-12	3.129e-09	5.636e-10	9.042e-05	7.483e-22	2.252e-14	3.529e-10	7.737e-13	8.232e-17	6.761e-15	3.142e-13	4.952e-10
2:88060413-88060513	2.406e-11	4.485e-11	7.038e-13	9.672e-11	3.622e-13	4.495e-12	4.034e-17	3.102e-11	1.386e-08	2.251e-09	9.545e-05	2.475e-23	6.42e-14	7.51e-13	1.87e-13	9.683e-14	2.166e-16	5.951e-13	2.651e-12
3:171013988-171014088	1.597e-10	2.107e-11	9.469e-11	2.745e-09	4.161e-14	1.389e-09	3.922e-11	2.076e-05	2.897e-05	8.793e-14	4.494e-05	6.878e-16	2.103e-12	4.468e-11	1.971e-11	6.312e-20	3.273e-16	3.853e-11	2.726e-15
9:32304643-32304743	1.597e-10	2.107e-11	9.469e-11	2.745e-09	4.161e-14	1.389e-09	3.922e-11	2.076e-05	2.897e-05	8.793e-14	4.494e-05	6.878e-16	2.103e-12	4.468e-11	1.971e-11	6.312e-20	3.273e-16	3.853e-11	2.726e-15
11:95389556-95389656	4.221e-09	8.064e-10	8.113e-13	2.019e-05	2.869e-13	7.411e-12	7.175e-08	6.65e-11	1.161e-09	5.049e-08	1.917e-07	4.318e-12	6.637e-10	1.913e-10	4.023e-12	1.713e-18	4.456e-13	7.338e-12	1.195e-11
15:89812357-89812457	3.033e-09	8.015e-07	1.367e-11	9.419e-12	8.422e-13	2.599e-09	7.363e-10	7.617e-10	1.317e-09	2.865e-12	1.383e-06	3.536e-12	1.391e-13	8.074e-11	1.265e-08	1.585e-12	1.931e-11	2.412e-14	6.896e-11
1:55233441-55233541	3.033e-09	8.015e-07	1.367e-11	9.419e-12	8.422e-13	2.599e-09	7.363e-10	7.617e-10	1.317e-09	2.865e-12	1.383e-06	3.536e-12	1.391e-13	8.074e-11	1.265e-08	1.585e-12	1.931e-11	2.412e-14	6.896e-11
8:66026605-66026705	2.009e-08	3.387e-12	7.025e-09	0.0006596	3.953e-13	7.006e-13	1.202e-08	4.565e-13	4.905e-11	4.565e-15	4.368e-05	3.546e-11	1.291e-12	4.565e-09	2.454e-10	2.35e-17	4.976e-09	1.147e-10	4.901e-10
4:145804236-145804336	1.78e-06	3.359e-08	5.185e-12	2.807e-06	4.375e-10	5.329e-11	3.173e-08	4.523e-09	6.03e-07	1.245e-12	6.009e-06	1.246e-11	4.556e-08	2.252e-12	9.341e-11	3.277e-17	3.119e-16	7.423e-13	2.779e-13
20:34312837-34312937	6.901e-13	1.961e-10	1.767e-12	6.485e-12	1.482e-08	1.529e-11	3.521e-15	3.125e-07	5.478e-08	6.586e-15	4.566e-09	3.986e-20	3.185e-13	6.62e-12	2.902e-10	8.205e-17	3.935e-19	3.25e-12	4.387e-13
6:30200608-30200708	1.511e-10	1.697e-08	9.427e-12	1.702e-11	2.503e-13	2.938e-11	7.06e-08	0.001165	0.000281	2.431e-14	1.108e-05	6.791e-12	4.988e-06	4.015e-09	2.983e-10	3.075e-14	1.233e-14	1.849e-12	3.797e-13
18:42329099-42329199	2.464e-05	2.609e-11	2.266e-07	7.31e-10	4.939e-12	9.164e-12	3.57e-10	1.547e-12	5.018e-10	2.433e-21	4.108e-09	3.282e-15	1.45e-10	4.997e-05	2.727e-08	9.896e-19	3.216e-06	1.771e-11	5.768e-11
12:18260469-18260569	1.285e-09	1.145e-10	2.305e-09	3.58e-05	9.704e-11	2.588e-13	2.872e-11	1.573e-06	1.337e-06	2.306e-13	0.0009611	3.59e-18	5.379e-15	1.472e-10	1.071e-10	4.503e-15	9.101e-12	5.786e-11	2.765e-11
9:69037023-69037123	2.126e-12	3.103e-11	1.375e-14	4.6e-14	3.067e-16	2.849e-13	1.075e-17	1.286e-08	1.463e-07	1.814e-12	6.38e-06	4.222e-24	1.359e-12	5.168e-15	3.389e-17	6.026e-20	2.126e-22	3.472e-19	1.836e-16
3:153257894-153257994	6.817e-07	7.929e-12	9.932e-10	5.497e-11	7.502e-14	6.101e-13	4.233e-15	0.001778	0.0005205	1.718e-17	2.875e-08	1.153e-19	4.942e-14	1.642e-09	1.635e-09	8.514e-17	9.23e-11	4.614e-12	6.516e-14
7:139726684-139726784	4.071e-09	4.545e-08	1.247e-09	1.083e-10	2.224e-11	6.06e-10	7.491e-11	5.075e-12	4.616e-09	2.115e-18	3.064e-08	2.447e-14	7.757e-11	7.713e-10	2.884e-09	4.837e-16	1.456e-09	3.997e-11	4.514e-12
17:74374030-74374130	0.0001811	1.645e-11	1.104e-12	1.232e-09	2.79e-13	1.823e-12	3.311e-11	6.266e-12	9.267e-10	9.563e-11	0.004764	2.995e-15	2.548e-08	1.636e-11	7.802e-13	5.483e-07	2.65e-15	1.131e-11	3.025e-13
18:13338449-13338549	1.199e-08	9.808e-11	9.308e-13	6.211e-12	3.776e-10	6.439e-14	3.877e-14	8.406e-13	4.054e-10	5.282e-14	1.476e-05	3.83e-16	2.847e-11	2.658e-11	1.896e-11	2.706e-15	1.701e-15	6.969e-13	4.918e-12
2:70248697-70248797	1.966e-10	4.624e-08	1.703e-08	4.172e-07	4.785e-13	8.394e-09	7.238e-11	2.642e-09	2.199e-08	1.319e-14	7.068e-09	1.012e-16	1.005e-12	3.049e-08	2.306e-12	1.484e-18	8.243e-15	5.61e-14	1.046e-07
17:29740091-29740191	1.819e-07	8.603e-13	2.538e-10	8.185e-12	3.126e-09	1.221e-12	4.242e-08	6.963e-13	3.479e-09	5.207e-16	2.589e-05	1.674e-09	1.8e-11	6.31e-11	5.424e-10	6.527e-16	2.991e-11	2.612e-13	4.521e-12
10:80266656-80266756	3.123e-09	4.678e-10	8.837e-12	2.18e-09	3.158e-10	1.613e-09	8.171e-16	2.344e-10	4.335e-08	2.492e-15	1.753e-08	5.745e-19	4.791e-13	7.66e-10	1.293e-11	2.344e-18	2.054e-12	2.881e-08	1.724e-10
5:151060117-151060217	7.964e-07	5.664e-08	2.653e-08	2.096e-10	1.19e-10	1.394e-10	9.831e-12	4.792e-08	4.548e-09	1.121e-14	1.672e-06	1.572e-15	1.209e-10	6.03e-07	1.509e-11	7.639e-16	3.918e-09	1.807e-14	2.907e-10
2:101230769-101230869	1.175e-09	4.755e-09	2.712e-10	1.014e-10	1.714e-12	2.232e-09	1.344e-07	7.055e-11	9.081e-08	2.751e-15	4.96e-09	2.951e-12	4.7e-07	2.253e-08	9.347e-10	9.823e-20	6.128e-11	8.458e-08	2.369e-13
3:20081184-20081284	4.081e-10	1.423e-08	3.516e-06	5.968e-13	5.322e-11	2.936e-10	5.394e-13	7.152e-09	1.836e-06	1.05e-20	3.384e-09	1.323e-17	8.148e-12	3.996e-06	1.034e-08	1.726e-14	2.105e-06	6.934e-12	4.515e-11
10:93254349-93254449	2.698e-14	5.17e-13	1.067e-15	2.941e-12	5.322e-11	2.806e-11	4.817e-20	3.932e-13	9.365e-11	2.816e-21	3.254e-10	2.213e-29	7.603e-14	6.36e-14	2.449e-18	1.726e-14	2.315e-21	1.164e-06	3.213e-15
14:75216580-75216680	2.107e-08	1.478e-08	7.196e-10	2.791e-09	1.335e-10	8.531e-10	4.069e-13	6.461e-10	5.472e-08	5.483e-16	4.729e-07	1.851e-17	6.751e-15	1.1e-08	1.285e-11	7.578e-13	6.19e-11	3.875e-13	8.826e-12
6:104711622-104711722	1.108e-08	1.463e-10	1.456e-09	0.0001476	2.369e-12	1.574e-11	7.583e-11	2.672e-10	8.089e-08	3.047e-18	1.19e-08	1.88e-14	6.742e-11	3.035e-09	3.291e-09	7.571e-18	1.099e-13	1.148e-11	2.995e-10
3:156811266-156811366	1.351e-10	2.682e-06	2.758e-12	7.122e-10	6.868e-13	8.579e-08	7.204e-09	2.435e-09	6.61e-10	1.985e-06	0.009789	9.305e-17	1.142e-13	1.514e-12	1.041e-10	7.475e-19	7.603e-16	1.778e-14	4.399e-11
4:48038827-48038927	3e-08	8.881e-07	1.393e-10	5.958e-09	9.542e-12	1.206e-07	5.596e-11	2.65e-05	1.862e-05	1.391e-13	1.419e-05	3.956e-16	7.587e-13	6.182e-08	3.13e-12	9.585e-10	1.066e-12	3.54e-13	1.748e-14
1:17502346-17502446	4.388e-12	7.401e-12	7.201e-09	1.78e-13	3.795e-13	9.898e-12	2.786e-14	1.368e-16	1.794e-12	1.945e-15	1.417e-06	1.71e-19	2.562e-14	5.314e-09	2.693e-12	1.593e-14	5.993e-10	4.346e-15	1.578e-12
X:10169311-10169411	3.132e-09	5.417e-09	7.185e-11	6.92e-11	1.339e-09	4.901e-10	2.275e-12	4.187e-09	7.014e-09	4.278e-08	0.003353	1.54e-17	1.426e-08	1.243e-07	5.024e-13	2.699e-13	1.218e-12	9.72e-12	4.196e-12
12:123141784-123141884	6.388e-06	4.225e-09	6.734e-11	1.592e-11	1.589e-09	6.894e-12	9.23e-13	5.279e-06	4.057e-06	4.34e-18	2.01e-06	2.762e-16	3.553e-11	2.059e-09	3.739e-08	5.524e-14	3.231e-09	3.954e-10	1.602e-10
10:20059572-20059672	1.321e-11	6.535e-11	3.16e-11	3.584e-10	6.622e-14	6.208e-13	2.356e-11	1.668e-05	4.295e-06	3.277e-10	9.867e-05	6.433e-12	2.699e-08	1.908e-12	6.148e-11	1.467e-17	2.946e-13	3.311e-12	1.346e-15
7:67855035-67855135	9.193e-11	2.477e-09	5.373e-10	7.175e-08	4.201e-10	5.691e-12	2.984e-15	8.675e-11	1.277e-08	1.644e-18	3.53e-07	3.83e-17	2.224e-12	1.204e-10	3.85e-11	1.659e-17	8.339e-16	1.898e-12	8.627e-12
6:37038996-37039096	2.388e-10	1.792e-12	6.792e-11	8.351e-11	3.328e-15	1.259e-13	1.193e-09	2.189e-10	1.039e-10	4.831e-18	3.46e-08	8.509e-13	1.638e-08	2.098e-10	3.34e-11	9.908e-16	6.131e-16	8.377e-11	4.881e-12
6:139015054-139015154	1.077e-09	2.956e-10	6.887e-09	8.098e-12	9.007e-13	1.663e-11	5.038e-08	2.423e-14	2.545e-11	6.107e-11	2.832e-06	5.083e-10	6.717e-12	2.803e-06	5.624e-07	3.735e-15	1.297e-11	1.372e-12	6.245e-11
3:156704732-156704832	1.159e-09	7.211e-08	1.915e-11	3.004e-10	2.687e-12	1.352e-09	1.321e-13	3.166e-05	5.386e-06	2.335e-09	4.417e-06	5.265e-16	1.571e-12	3.227e-08	2.339e-12	6.495e-18	1.141e-11	4.576e-10	5.646e-11
8:27307630-27307730	2.617e-10	1.251e-09	1.738e-11	6.269e-12	2.91e-11	2.226e-11	1.343e-14	2.774e-11	2.11e-09	7.612e-15	1.123e-07	1.723e-17	1.277e-07	1.115e-10	2.123e-12	2.82e-14	2.965e-10	8.76e-14	1.318e-12
16:87497623-87497723	7.771e-10	1.923e-10	1.165e-11	2.255e-11	1.35e-12	2.072e-10	5.885e-13	2.086e-12	3.694e-09	3.035e-20	1.877e-10	2.651e-17	1.349e-07	1.417e-09	3.676e-13	1.36e-16	7.782e-14	1.251e-11	4.287e-12
2:135091872-135091972	5.743e-10	7.072e-12	1.023e-10	7.321e-12	7.314e-16	6.897e-12	1.596e-12	0.0004484	0.000167	7.002e-13	0.0001903	1.569e-18	5.801e-05	3.859e-08	7.734e-11	6.505e-20	4.83e-14	3.125e-12	1.112e-14
1:119812127-119812227	4.954e-14	2.956e-15	3.066e-18	5.768e-14	7.314e-16	2.138e-17	5.236e-23	6.65e-28	6.807e-18	7.002e-13	0.0001903	2.342e-47	5.801e-05	1.139e-19	7.734e-11	6.505e-20	4.827e-38	3.125e-12	1.112e-14
6:162489542-162489642	1.521e-10	1.351e-11	1.446e-09	8.298e-06	4.763e-13	1.132e-12	1.611e-10	7.743e-10	4.105e-07	1.367e-10	2.436e-07	1.429e-15	2.587e-13	4.915e-08	4.1e-13	6.404e-19	1.951e-12	3.009e-11	1.594e-10
6:133435231-133435331	2.566e-08	6.413e-11	6.71e-07	8.387e-11	1.794e-12	7.734e-12	2.717e-05	9.298e-06	1.361e-06	3.884e-18	7.932e-09	4.966e-09	6.085e-10	4.044e-08	7.537e-11	6.795e-18	3.87e-10	1.303e-11	1.713e-11
2:41964212-41964312	5.489e-11	1.35e-07	1.472e-12	1.834e-13	6.862e-09	1.368e-10	4.951e-14	1.044e-16	4.008e-12	6.255e-08	0.0008152	7.818e-18	5.99e-13	5.547e-12	4.912e-09	1.56e-15	3.473e-16	8.443e-11	4.862e-12
2:218396215-218396315	3.739e-12	7.898e-07	3.431e-10	2.955e-13	8.282e-12	4.245e-10	2.861e-14	1.601e-12	9.614e-11	3.191e-19	6.075e-08	3.9e-18	1.333e-13	1.105e-10	5.497e-13	3.377e-17	6.991e-15	1.295e-13	8.006e-14
22:27476508-27476608	3.739e-12	7.898e-07	3.431e-10	2.955e-13	8.282e-12	4.245e-10	2.861e-14	1.601e-12	9.614e-11	3.191e-19	6.075e-08	3.9e-18	1.333e-13	1.105e-10	5.497e-13	3.377e-17	6.991e-15	1.295e-13	8.006e-14
12:47221648-47221748	3.453e-10	7.566e-12	7.791e-10	1.672e-07	8.341e-12	1.529e-12	7.837e-13	0.001528	0.0005499	6.189e-20	0.0007126	8.678e-19	5.849e-11	3.135e-08	5.18e-12	7.44e-20	7.277e-12	1.238e-06	9.474e-11
2:51335237-51335337	1.378e-09	1.109e-07	6.098e-11	1.568e-11	1.121e-13	5.546e-09	1.094e-14	4.076e-06	1.217e-05	1.643e-15	3.437e-06	1.064e-19	1.806e-10	1.372e-11	2.351e-11	2.81e-18	4.891e-19	3.031e-12	9.287e-13
16:68959211-68959311	0.0001914	3.454e-10	3.54e-11	1.058e-06	1.781e-14	3.814e-13	1.09e-10	1.915e-13	4.074e-09	1.117e-21	1.806e-09	4.792e-16	8.29e-08	9.746e-09	3.182e-07	2.263e-15	2.211e-09	2.068e-13	3.784e-11
10:129710693-129710793	4.329e-09	3.828e-08	2.1e-12	1.25e-07	1.585e-10	1.191e-10	7.766e-13	5.121e-11	6.716e-08	1.287e-16	3.978e-09	4.656e-19	1.01e-13	8.221e-10	1.671e-08	1.071e-19	3.714e-12	1.258e-13	4.321e-12
12:12336222-12336322	4.329e-09	3.828e-08	2.1e-12	1.25e-07	1.585e-10	1.191e-10	7.766e-13	5.121e-11	6.716e-08	1.287e-16	3.978e-09	4.656e-19	1.01e-13	8.221e-10	1.671e-08	1.071e-19	3.714e-12	1.258e-13	4.321e-12
20:3069032-3069132	6.048e-11	8.741e-11	3.674e-07	6.155e-13	4.567e-10	5.765e-14	1.567e-07	4.578e-06	7.803e-07	9.981e-16	0.0001298	7.847e-12	1.771e-08	1.998e-07	9.956e-07	2.913e-14	7.448e-07	1.818e-14	1.422e-09
20:50423223-50423323	5.631e-10	5.044e-12	9.397e-11	8.646e-12	5.609e-14	1.141e-13	9.653e-13	3.6e-08	5.983e-07	2.286e-05	0.002836	3.841e-17	1.646e-13	4.369e-09	2.459e-13	2.872e-15	6.578e-10	5.37e-14	3.837e-13
4:2761584-2761684	5.763e-13	1.283e-11	3.611e-09	2.875e-06	3.31e-06	2.483e-12	1.623e-15	0.001064	0.0001512	3.472e-24	2.057e-12	1.052e-24	2.781e-13	7.35e-09	2.383e-11	1.751e-15	2.967e-12	1.069e-16	2.69e-08
3:49671309-49671409	3.89e-09	2.168e-09	1.199e-11	5.362e-12	1.889e-14	3.948e-12	2.142e-16	1.668e-07	1.845e-07	1.944e-14	9.519e-06	2.56e-22	8.386e-13	1.342e-10	1.527e-11	2.837e-16	6.951e-20	9.225e-15	1.167e-15
17:1717163-1717263	9.018e-13	3.411e-09	8.544e-12	2.613e-11	7.825e-11	1.631e-11	3.97e-15	5.18e-16	2.133e-10	6.422e-17	6.229e-08	1.345e-17	1.028e-09	1.117e-10	3.09e-10	3.37e-16	1.162e-12	5.882e-11	1.413e-11
7:17100279-17100379	3.87e-11	3.094e-08	9.14e-14	2.967e-09	1.516e-15	5.242e-10	3.85e-15	3.915e-05	5.447e-06	6.822e-07	0.009172	1.022e-17	2.854e-12	4.757e-12	6.639e-12	1.743e-18	1.051e-16	5.794e-11	7.96e-14
2:231034415-231034515	3.679e-12	4.594e-10	2.929e-12	8.201e-12	2.841e-09	6.188e-11	9.371e-10	8.002e-09	3.905e-09	5.156e-10	9.016e-08	1.747e-11	1.861e-14	2.34e-11	1.511e-12	1.016e-15	6.781e-16	1.155e-09	7.991e-13
14:97491897-97491997	6.484e-08	1.501e-12	1.606e-09	1.615e-08	1.15e-08	9.331e-14	1.573e-11	0.0004414	0.0006836	1.295e-09	6.522e-08	3.494e-16	2.066e-11	3.489e-09	1.081e-10	1.335e-17	2.056e-11	2.047e-09	2.88e-11
7:106484671-106484771	2.901e-08	3.141e-10	0.0001561	3.093e-05	3.544e-11	1.511e-10	1.028e-10	1.668e-09	1.731e-07	2.769e-18	1.338e-08	2.535e-13	5.294e-07	0.0005927	2.24e-12	2.522e-18	0.0002291	3.174e-11	2.759e-10
6:130021234-130021334	9.603e-08	2.017e-08	4.281e-11	7.933e-12	3.125e-14	8.441e-10	1.708e-12	5.691e-14	1.518e-10	5.349e-10	2.634e-05	1.131e-17	9.547e-12	6.92e-08	1.044e-09	1.784e-19	1.647e-12	3.844e-14	3.823e-10
18:31401635-31401735	1.42e-11	1.348e-13	1.168e-09	1.737e-13	6.226e-14	2.593e-18	4.245e-15	1.354e-14	9.108e-10	5.691e-27	7.193e-12	1.288e-18	1.826e-18	2.065e-10	9.708e-14	4.557e-18	4.17e-15	1.542e-17	2.792e-11
20:39888458-39888558	3.73e-08	3.753e-09	2.835e-13	1.688e-05	1.537e-13	1.658e-12	1.688e-11	2.683e-14	1.598e-10	3.918e-15	2.016e-07	3.472e-17	6.067e-10	7.936e-11	4.126e-14	7.57e-19	1.091e-11	1.182e-13	3.502e-14
3:126734487-126734587	7.733e-06	4.258e-12	1.064e-10	5.389e-10	3.862e-14	1.288e-13	1.003e-10	1.794e-05	3.415e-06	1.971e-06	0.0007741	2.571e-12	4.705e-05	1.797e-09	5.677e-10	1.783e-17	1.072e-11	5.477e-15	1.073e-13
16:82084120-82084220	1.31e-13	7.991e-15	2.854e-12	2.736e-13	3.862e-14	4.817e-14	7.921e-20	4.262e-13	2.087e-08	1.971e-06	3.381e-10	2.543e-26	3.844e-22	2.162e-14	3.543e-23	1.783e-17	4.442e-21	1.077e-15	3.042e-17
17:35713121-35713221	4.067e-07	4.656e-12	2.574e-10	6.01e-09	1.768e-10	6.582e-13	1.837e-13	6.453e-08	1.297e-08	8.323e-16	1.419e-05	2.086e-13	1.447e-13	4.191e-10	1.117e-10	3.237e-18	1.275e-15	1.295e-10	1.665e-08
1:113004386-113004486	2.189e-09	8.478e-12	2.761e-13	3.657e-11	2.806e-15	4.683e-11	1.615e-15	0.002367	0.0008198	4.187e-18	2.316e-05	9.661e-18	1.66e-11	1.433e-10	2.56e-12	3.314e-18	1.718e-15	5.635e-13	3.018e-14
