SEQID	YY1	CTCF	ZBTB33	REST
2:112542602-112542702	5.069e-13	1.325e-10	3.166e-07	4.934e-18
10:87862416-87862516	3.673e-08	2.328e-12	1.936e-09	9.442e-18
17:48107587-48107687	2.226e-14	9.376e-13	4.025e-10	5.375e-10
20:56392492-56392592	6.724e-06	8.771e-12	5.014e-08	2.313e-14
18:57441419-57441519	1.319e-13	3.443e-09	0.0004972	9.469e-18
17:28041325-28041425	3.932e-11	2.639e-12	1.971e-10	7.291e-17
19:9819208-9819308	2.936e-13	1.077e-11	1.027e-09	6.395e-17
12:49742352-49742452	6.465e-13	1.012e-12	3.055e-11	3.858e-18
11:121478879-121478979	1.379e-15	1.239e-12	1.043e-10	3.93e-18
16:48244168-48244268	7.708e-10	1.21e-12	3.784e-09	7.185e-20
19:18279739-18279839	8.527e-12	3.202e-15	1.682e-10	1.655e-17
4:73407719-73407819	1.008e-08	9.687e-16	2.249e-15	2.665e-16
10:18659267-18659367	1.548e-11	1.424e-12	2.072e-09	3.528e-16
1:27830574-27830674	5.662e-11	6.097e-06	9.437e-12	5.652e-18
14:60486090-60486190	5.557e-12	1.117e-11	1.389e-07	9.313e-18
12:6764591-6764691	4.988e-15	6.487e-14	2.366e-09	7.43e-21
2:203648429-203648529	2.857e-12	6.347e-12	6.03e-13	1.149e-17
1:206685964-206686064	3.911e-13	1.15e-08	0.0005046	1.045e-16
2:28952123-28952223	4.692e-12	3.947e-12	3.005e-10	1.974e-12
8:9324888-9324988	6.307e-14	3.546e-15	8.013e-11	1.6e-18
19:4471829-4471929	1.358e-10	1.168e-11	1.819e-11	1.432e-11
11:69357074-69357174	4.953e-14	1.422e-11	2.221e-07	1.272e-15
19:48900346-48900446	6.667e-13	3.231e-09	2.268e-11	4.398e-16
1:24413705-24413805	2.645e-10	2.588e-10	7.653e-09	2.07e-18
4:73416315-73416415	6.33e-14	1.73e-12	1.222e-14	5.327e-09
1:44775449-44775549	3.344e-15	4.555e-14	6.328e-11	3.155e-19
14:69999387-69999487	4.08e-11	1.799e-11	1.406e-10	2.704e-18
11:18526962-18527062	4.544e-08	1.539e-09	3.545e-10	4.588e-16
17:57850124-57850224	1.268e-12	1.801e-12	5.184e-10	9.637e-16
19:8022362-8022462	1.779e-11	4.265e-11	5.048e-09	1.913e-15
12:14385020-14385120	2.357e-11	2.864e-10	2.584e-13	1.04e-16
2:88627730-88627830	4.026e-09	6.997e-14	4.272e-07	2.073e-18
12:121551079-121551179	3.252e-12	3.969e-13	7.581e-09	9.172e-20
5:181222302-181222402	3.674e-13	1.585e-11	8.018e-07	1.513e-15
7:99663096-99663196	3.036e-08	3.457e-11	7.036e-12	3.745e-15
5:90474733-90474833	5.655e-12	1.073e-11	6.612e-07	9.504e-19
17:4833178-4833278	7.279e-13	1.056e-10	8.566e-06	1.076e-19
3:186783288-186783388	5.266e-09	4.606e-11	3.493e-09	5.006e-19
2:21011891-21011991	5.601e-06	1.642e-08	1.326e-11	6.193e-17
17:40099088-40099188	9.127e-14	4.612e-12	1.468e-08	4.27e-19
19:13774340-13774440	8.027e-11	5.093e-12	8.1e-07	3.701e-18
4:75673172-75673272	8.859e-15	4.13e-11	2.427e-09	3.056e-18
20:25407610-25407710	1.874e-12	3.668e-12	1.084e-11	1.954e-15
1:24415320-24415420	4.042e-14	6.436e-10	0.004661	6.188e-14
14:35356477-35356577	7.661e-11	2.182e-16	5.355e-15	1.023e-20
19:10106498-10106598	6.347e-14	2.368e-08	1.964e-05	1.372e-16
16:88488211-88488311	1.34e-12	1.046e-07	2.278e-10	1.159e-16
19:16111604-16111704	4.615e-13	1.122e-08	6.82e-07	1.829e-09
X:53071698-53071798	4.532e-09	1.414e-12	4.198e-11	1.121e-16
1:209827879-209827979	4.129e-12	2.974e-13	7.088e-10	1.027e-15
15:71279935-71280035	4.129e-12	2.974e-13	7.088e-10	1.027e-15
17:56961000-56961100	0.00436	6.106e-09	1.717e-07	4.57e-16
15:74614840-74614940	3.363e-13	1.683e-10	0.0001827	3.353e-18
20:297466-297566	2.008e-10	1.193e-09	1.934e-07	4.268e-19
1:11908086-11908186	2.214e-11	1.501e-13	8.037e-13	9.447e-19
10:49115101-49115201	5.43e-10	1.971e-11	2.696e-08	3.201e-14
2:158132221-158132321	1.531e-11	6.698e-14	3.452e-10	8.124e-15
1:11909954-11910054	1.019e-09	3.644e-10	1.028e-13	4.044e-20
11:66607316-66607416	1.417e-12	3.933e-10	5.092e-13	4.75e-17
16:1078677-1078777	1.358e-09	1.17e-09	6.725e-07	1.94e-19
21:46458040-46458140	1.532e-13	3.207e-11	8.958e-10	1.119e-17
15:65296022-65296122	1.491e-11	3.686e-13	5.685e-15	2.147e-23
12:53451905-53452005	3.534e-10	8.211e-14	2.533e-09	7.997e-13
2:20597188-20597288	4.517e-11	5.677e-09	2.617e-10	3.118e-13
14:73950227-73950327	6.076e-14	1.199e-13	6.102e-09	9.986e-18
19:2032408-2032508	2.986e-10	1.951e-09	3.708e-10	2.16e-16
22:36030454-36030554	1.335e-11	2.162e-11	1.198e-12	2.454e-15
19:36797759-36797859	3.846e-11	4.857e-12	7.44e-07	1.037e-16
9:131628072-131628172	1.119e-10	2.337e-11	3.923e-12	1.892e-17
16:28950750-28950850	7.928e-13	3.82e-10	3.727e-11	1.797e-19
6:31834609-31834709	1.095e-11	4.692e-11	9.344e-11	7.769e-18
19:29213276-29213376	1.113e-11	1.492e-10	7.094e-07	1.21e-15
13:108218124-108218224	5.686e-10	8.266e-13	1.439e-09	1.712e-16
11:112216747-112216847	1.074e-13	3.597e-14	6.612e-13	8.14e-15
17:4948656-4948756	1.246e-09	4.666e-08	1.639e-09	6.733e-16
18:74597572-74597672	4.607e-11	4.914e-12	3.968e-11	1.171e-15
17:40100996-40101096	2.12e-12	1.241e-12	8.956e-09	1.46e-19
7:99651658-99651758	1.263e-12	7.425e-14	2.338e-13	2.434e-16
10:62045949-62046049	2.561e-11	4.166e-13	3.577e-11	2.713e-18
22:32412238-32412338	2.34e-14	2.299e-13	1.641e-10	5.691e-17
8:123157247-123157347	6.012e-12	1.322e-15	2.358e-14	7.706e-20
14:104281053-104281153	2.421e-15	3.173e-13	1.05e-05	2.369e-12
12:75330330-75330430	2.962e-13	5.89e-14	9.332e-09	7.051e-14
2:64404285-64404385	4.54e-12	1.67e-13	7.564e-13	4.382e-18
21:38907294-38907394	1.191e-11	2.086e-13	5.992e-11	5.997e-16
7:50568035-50568135	6.515e-12	5.571e-11	8.054e-06	5.226e-16
5:81422844-81422944	3.26e-10	4.288e-15	2.02e-14	2.934e-21
17:56914080-56914180	1.539e-17	2.669e-12	1.702e-07	2.933e-18
3:144032099-144032199	7.713e-12	2.888e-12	0.0001531	8.036e-16
3:8501655-8501755	1.504e-12	1.289e-11	3.55e-05	2.286e-17
2:8679241-8679341	1.3e-11	3.14e-10	5.457e-06	1.446e-16
1:52906314-52906414	4.975e-12	8.214e-08	3.796e-13	4.87e-16
3:112991121-112991221	1.078e-16	2.765e-07	8.095e-12	2.57e-13
19:43596354-43596454	1.689e-11	9.671e-12	3.062e-09	1.585e-18
7:90245090-90245190	6.292e-15	1.04e-10	1.55e-10	2.559e-16
12:124491168-124491268	9.144e-11	5.858e-10	4.625e-13	1.851e-14
11:114308747-114308847	2.583e-08	5.318e-10	1.057e-10	4.256e-17
3:9649264-9649364	5.563e-12	6.173e-10	1.069e-06	2.188e-16
13:52194459-52194559	4.557e-13	7.836e-09	3.814e-08	2.719e-17
18:10525915-10526015	7.477e-12	4.955e-13	1.448e-08	1.481e-18
5:138338014-138338114	3.613e-11	1.623e-13	1.697e-10	2.966e-19
1:52033332-52033432	4.012e-11	4.412e-09	5.341e-06	4.414e-14
19:14545638-14545738	6.866e-11	3.743e-10	1.389e-11	1.842e-13
4:38673739-38673839	2.881e-13	4.89e-14	2.556e-11	5.256e-15
5:154938236-154938336	1.573e-14	2.609e-11	5.88e-09	2.531e-15
19:48900095-48900195	3.283e-11	1.64e-10	1.494e-09	1.239e-19
7:1157115-1157215	3.892e-14	1.595e-10	2.079e-11	4.774e-16
3:184134200-184134300	3.083e-11	6.502e-12	3.195e-09	2.96e-12
7:4775244-4775344	3.25e-15	5.217e-15	2.706e-10	1.083e-16
22:50206149-50206249	8.156e-14	5.112e-10	3.464e-09	3.465e-16
15:74461179-74461279	2.828e-12	2.35e-10	1.079e-09	1.378e-18
20:50732064-50732164	7.979e-07	3.481e-12	9.767e-09	1.96e-17
4:17577018-17577118	2.79e-08	6.45e-13	1.223e-08	9.217e-16
19:12734780-12734880	2.832e-11	4.663e-11	6.566e-08	2.731e-15
1:50968479-50968579	2.778e-16	1.212e-08	5.353e-11	1.317e-19
9:37904316-37904416	5.328e-07	3.507e-10	2.011e-08	5.192e-15
2:218270327-218270427	1.33e-15	4.411e-06	1.121e-08	2.14e-13
2:234989507-234989607	3.682e-15	2.464e-14	2.581e-14	5.324e-16
13:26991581-26991681	1.773e-13	4.333e-13	2.04e-12	6.843e-15
6:34392715-34392815	1.656e-12	1.128e-10	1.413e-07	5.52e-17
19:1490750-1490850	4.041e-10	5.371e-06	9.751e-11	1.64e-17
10:103396530-103396630	6.174e-11	6.862e-14	1.665e-11	2.323e-17
1:26914233-26914333	3.556e-12	1.084e-07	6.847e-13	2.325e-15
4:77158043-77158143	6.225e-13	8.387e-10	3.085e-07	1.27e-18
6:27132978-27133078	2.365e-12	7.123e-10	1.992e-08	2.002e-18
22:28813916-28814016	1.249e-11	5.551e-05	2.969e-12	3.239e-15
13:78659190-78659290	2.803e-12	1.378e-10	1.037e-08	4.464e-16
1:83860976-83861076	5.248e-11	4.563e-11	1.068e-06	3.448e-14
20:396968-397068	9.355e-13	4.894e-11	8.374e-13	8.741e-15
1:8026594-8026694	2.984e-15	5.02e-14	3.025e-05	9.146e-17
3:52177406-52177506	7.991e-12	1.244e-09	1.253e-10	1.152e-16
19:11766842-11766942	2.615e-11	9.618e-13	5.604e-10	3.787e-17
7:50615130-50615230	5.28e-14	6.585e-12	9.689e-11	4.243e-17
1:54053353-54053453	1.508e-10	6.57e-14	3.384e-08	2.438e-17
X:131747291-131747391	9.053e-09	3.755e-08	2.385e-05	1.56e-15
8:17896018-17896118	6.418e-11	5.021e-13	4.863e-13	5.827e-19
10:43421036-43421136	1.885e-11	1.324e-13	8.206e-07	1.436e-16
22:38057205-38057305	3.454e-13	2.289e-14	9.576e-12	4.091e-15
3:169773283-169773383	2.434e-11	3.055e-09	8.521e-08	8.096e-17
5:140664955-140665055	5.244e-11	1.351e-10	5.433e-11	1.205e-16
16:30534936-30535036	0.001074	7.323e-11	8.638e-10	6.593e-18
5:138468398-138468498	1.442e-07	6.61e-13	1.453e-12	1.982e-14
10:63719295-63719395	1.503e-12	3.047e-12	2.034e-12	2.965e-18
2:231781557-231781657	1.646e-13	7.263e-11	3.035e-09	1.892e-17
16:30786467-30786567	2.249e-08	1.23e-08	3.262e-05	1.179e-16
4:184348932-184349032	2.736e-12	1.641e-13	3.575e-11	4.329e-15
17:74750679-74750779	1.433e-11	3.991e-15	1.289e-12	3.191e-18
8:94959923-94960023	4.966e-14	2.312e-13	4.035e-09	6.106e-13
10:133378493-133378593	1.812e-15	5.46e-13	1.451e-10	2.816e-15
16:48204658-48204758	4.85e-09	3.52e-13	2.267e-11	6.768e-17
8:8963375-8963475	3.636e-12	9.451e-14	2.145e-07	9.445e-13
2:128309673-128309773	5.99e-13	4.817e-12	1.303e-08	4.546e-18
9:121370182-121370282	5.487e-13	3.656e-13	5.845e-11	4.134e-14
19:2060002-2060102	1.366e-07	4.773e-09	9.713e-11	2.055e-13
19:33081072-33081172	1.708e-12	4.965e-11	2.485e-09	5.833e-16
M:1317-1417	1.354e-10	5.909e-09	3.278e-11	6.626e-17
7:30478713-30478813	2.024e-11	7.799e-13	4.234e-05	2.505e-14
18:51198241-51198341	2.317e-13	5.08e-09	2.288e-05	2.042e-15
16:56610532-56610632	1.952e-12	3.541e-13	7.419e-14	4.732e-17
17:42865804-42865904	2.372e-10	5.453e-12	5.361e-14	2.933e-15
8:143833312-143833412	8.304e-10	1.088e-12	2.119e-08	1.503e-15
11:78156487-78156587	2.066e-09	5.214e-14	4.85e-13	1.738e-13
3:150546706-150546806	5.155e-12	9.256e-13	2.256e-09	1.946e-18
9:19161811-19161911	8.192e-11	8.838e-12	1.226e-13	3.549e-16
19:18380263-18380363	8.868e-13	6.232e-13	5.512e-10	9.379e-18
18:35290254-35290354	2.398e-10	7.409e-13	4.511e-11	1.062e-16
1:43348603-43348703	7.023e-12	4.525e-12	3.576e-09	1.058e-15
6:36680304-36680404	2.137e-11	1.605e-10	3.865e-09	1.675e-16
16:57735257-57735357	1.341e-05	3.667e-12	3.41e-12	8.278e-18
10:12196042-12196142	2.406e-10	1.435e-12	3.472e-10	8.17e-19
1:58971623-58971723	2.094e-10	5.377e-14	2.254e-13	5.029e-20
2:27050912-27051012	2.906e-14	1.008e-11	1.226e-10	3.182e-17
2:38751308-38751408	6.483e-15	1.906e-12	6.625e-11	7.673e-16
16:70801073-70801173	0.0002425	8.624e-12	2.082e-05	2.127e-15
19:29708749-29708849	4.97e-15	7.348e-09	2.962e-10	9.54e-15
4:154584392-154584492	6.599e-14	1.82e-11	5.71e-12	1.461e-18
14:74493648-74493748	1.289e-10	1.171e-11	2.026e-08	3.612e-15
11:68377480-68377580	3.146e-14	6.13e-07	1.591e-11	4.455e-17
19:48714168-48714268	1.009e-13	6.295e-09	4.86e-12	2.468e-19
22:26512422-26512522	1.174e-11	4.289e-11	0.0001182	2.474e-11
16:56682172-56682272	1.186e-13	4.822e-11	8.216e-12	4.254e-18
5:157300790-157300890	9.268e-10	4.589e-15	1.675e-11	5.324e-15
17:75515527-75515627	6.104e-13	1.514e-12	3.32e-08	4.115e-14
19:50804840-50804940	5.595e-09	9.165e-11	1.257e-08	1.316e-15
2:9843378-9843478	1.635e-13	6.953e-11	4.476e-06	1.724e-18
12:123712017-123712117	2.561e-17	2.386e-17	1.035e-13	2.434e-18
6:143843202-143843302	8.439e-13	9.665e-08	0.0004434	1.681e-15
3:30518303-30518403	3.564e-11	4.999e-15	9.613e-14	6.98e-19
9:136625218-136625318	1.114e-12	2.83e-09	3.041e-07	6.612e-11
1:159592370-159592470	2.529e-10	3.333e-11	1.184e-13	1.975e-20
7:44582420-44582520	1.096e-10	2.521e-13	1.12e-09	7.243e-17
1:36151008-36151108	3.964e-12	1.715e-11	1.238e-09	1.775e-16
1:3900772-3900872	6.876e-05	1.89e-14	2.677e-09	1.543e-17
2:120504007-120504107	8.097e-14	1.928e-09	1.499e-10	2.818e-15
4:112637429-112637529	2.686e-11	3.669e-12	8.968e-11	6.671e-19
16:20386545-20386645	4.311e-13	9.056e-12	1.187e-12	4.1e-16
15:62088144-62088244	1.17e-12	2.011e-12	0.004716	1.091e-18
4:74099364-74099464	3.647e-14	5.474e-10	4.388e-09	1.782e-18
11:122368103-122368203	7.288e-12	2.36e-10	1.861e-14	4.946e-19
4:86977877-86977977	7.288e-12	2.36e-10	1.861e-14	4.946e-19
5:91280501-91280601	4.552e-14	1.051e-11	1.328e-05	9.957e-16
17:45936864-45936964	7.189e-10	4.451e-10	1.21e-11	2.578e-16
17:1577404-1577504	2.342e-13	1.065e-10	4.349e-11	3.749e-18
12:133080391-133080491	1.519e-12	1.355e-12	8.204e-05	3.356e-16
5:1128293-1128393	3.305e-10	4.389e-10	3.306e-09	3.728e-15
6:35016579-35016679	8.434e-14	1.082e-12	9.731e-05	2.702e-16
2:65130234-65130334	6.658e-16	3.48e-13	6.265e-11	3.209e-16
9:21802421-21802521	8.02e-16	2.03e-13	1.188e-14	3.465e-19
16:84116871-84116971	1.443e-14	7.691e-12	3.193e-06	6.909e-16
22:31496446-31496546	5.507e-12	7.401e-10	0.0001699	7.535e-19
7:27663139-27663239	2.058e-11	5.541e-12	5.951e-10	1.778e-18
9:33415750-33415850	5.314e-12	2.135e-09	1.292e-11	7.963e-14
19:29676755-29676855	3.764e-13	4.951e-11	3.948e-11	1.703e-16
5:55934228-55934328	1.514e-22	4.951e-11	3.948e-11	1.703e-16
17:65123177-65123277	3.577e-15	1.539e-11	1.598e-07	6.91e-16
5:173888128-173888228	4.85e-12	3.468e-11	3.434e-10	2.047e-17
1:159589816-159589916	3.438e-07	2.069e-13	2.14e-09	1.187e-15
13:29850576-29850676	4.635e-12	7.052e-11	2.731e-09	8.779e-17
5:109410242-109410342	4.811e-13	5.384e-12	1.053e-10	4.099e-17
2:55269227-55269327	1.403e-14	1.122e-12	2.503e-08	1.082e-14
1:148522694-148522794	1.123e-16	7.418e-18	9.359e-12	6.287e-21
11:116808467-116808567	1.123e-16	7.418e-18	9.359e-12	6.287e-21
4:75514266-75514366	1.688e-05	1.942e-11	3.435e-12	1.3e-14
1:162388681-162388781	1.526e-13	2.798e-09	2.354e-12	1.368e-14
12:118052616-118052716	1.481e-11	2.893e-10	4.981e-11	2.577e-17
2:62450869-62450969	1.395e-11	8.347e-14	1.782e-13	6.068e-16
1:161399788-161399888	4.015e-14	2.899e-12	1.433e-08	4.144e-16
8:97163562-97163662	1.884e-12	2.945e-13	4.738e-14	6.689e-18
9:76373229-76373329	8.437e-14	2.17e-12	1.358e-10	3.44e-15
9:104841869-104841969	8.303e-14	4.326e-11	1.725e-11	3.355e-19
8:47735169-47735269	6.962e-10	2.068e-13	1.448e-10	7.097e-14
3:51499604-51499704	1.295e-10	1.193e-10	1.109e-06	1.452e-14
17:7484287-7484387	5.512e-14	1.924e-11	3.257e-07	5.01e-13
3:142578785-142578885	1.697e-13	8.916e-11	1.821e-09	7.856e-17
20:50292667-50292767	9.146e-12	2.29e-07	2.463e-11	1.109e-16
8:27774324-27774424	2.495e-13	3.016e-11	3.089e-07	1.123e-14
19:47886340-47886440	3.954e-12	3.124e-14	2.172e-11	5.4e-19
14:94382833-94382933	9.559e-12	1.911e-11	7.168e-10	1.492e-15
2:113889757-113889857	8.65e-12	3.343e-11	4.216e-12	7.121e-17
11:113781989-113782089	8.164e-09	9.212e-13	3.447e-05	4.031e-20
11:112074091-112074191	5.566e-12	5.028e-09	2.171e-11	1.348e-15
10:29956577-29956677	6.422e-09	1.792e-10	2.761e-13	8.3e-17
2:234082431-234082531	7.987e-11	1.457e-09	1.08e-10	1.954e-17
11:114162942-114163042	6.868e-13	4.817e-13	2.422e-12	7.153e-15
7:25125337-25125437	6.337e-10	2.269e-12	6.848e-11	9.612e-14
12:117969409-117969509	6.293e-12	3.188e-11	0.01342	4.393e-12
7:77798519-77798619	7.982e-10	3.316e-11	1.957e-07	5.71e-17
11:74949160-74949260	1.376e-13	1.331e-11	9.015e-08	1.949e-19
19:3971331-3971431	2.431e-14	2.614e-13	7.896e-10	1.942e-06
4:73424227-73424327	2.732e-21	2.614e-13	7.896e-10	1.942e-06
1:109100013-109100113	3.377e-12	6.86e-07	1.84e-05	4.832e-17
1:108692320-108692420	7.306e-14	1.645e-10	9.628e-06	8.882e-17
4:154605958-154606058	7.661e-13	1.325e-12	9.789e-12	1.572e-17
7:43729483-43729583	5.597e-13	1.907e-07	1.252e-07	8.232e-12
16:67935858-67935958	3.967e-12	7.873e-09	2.201e-08	1.198e-15
14:22829820-22829920	0.002752	2.945e-10	1.029e-07	2.102e-16
3:52811687-52811787	2.233e-11	5.836e-09	3.473e-11	8.182e-14
9:35792660-35792760	8.247e-12	3.471e-08	3.375e-11	8.953e-16
17:42577765-42577865	1.556e-09	7.401e-08	4.563e-12	4.846e-19
3:49340218-49340318	5.144e-14	7.409e-12	1.655e-05	2.065e-18
3:32502105-32502205	9.292e-15	2.783e-10	2.065e-08	4.684e-14
17:16380989-16381089	1.503e-10	6.744e-13	1.658e-10	1.827e-19
16:85515055-85515155	5.854e-09	3.6e-10	4.069e-11	2.497e-14
8:102776631-102776731	8.169e-11	4.064e-09	2.146e-08	7.462e-18
5:53482045-53482145	1.608e-09	3.032e-08	2.359e-07	3.452e-16
M:15411-15511	1.025e-12	8.682e-13	1.862e-07	1.613e-19
1:183471183-183471283	3.086e-12	7.515e-10	1.925e-05	1.025e-16
2:134918678-134918778	5.018e-11	1.307e-12	3.664e-10	3.62e-16
17:7404468-7404568	1.71e-09	5.205e-09	2.81e-11	1.948e-16
1:8117018-8117118	2.486e-12	2.181e-11	1.931e-11	2.429e-16
14:67241260-67241360	3.526e-14	2.01e-10	0.0005414	4.909e-18
6:157323411-157323511	6.48e-06	4.78e-11	8.276e-12	7.299e-14
9:35815132-35815232	4.467e-08	8.954e-12	8.619e-07	1.164e-17
2:21004316-21004416	1.924e-11	1.088e-09	5.317e-09	4.159e-13
7:106196690-106196790	4.585e-14	3.236e-10	2.196e-09	7.777e-19
19:51927334-51927434	0.002273	3.302e-11	3.076e-10	5.724e-17
20:40551315-40551415	2.839e-10	2.308e-13	4.219e-12	1.899e-16
22:31630455-31630555	4.52e-14	1.612e-10	3.925e-07	9.635e-19
4:48017282-48017382	4.459e-14	1.071e-09	0.0004479	1.331e-15
15:48178312-48178412	1.999e-12	5.539e-14	0.0191	7.773e-17
8:66667458-66667558	1.774e-12	2.675e-11	6.788e-11	6.203e-15
12:122752760-122752860	8.344e-14	1.518e-10	0.003452	6.677e-18
20:3159891-3159991	2.242e-11	1.66e-07	8.867e-11	1.367e-15
10:100971417-100971517	7.493e-12	2.434e-12	1.163e-11	5.576e-19
14:104752710-104752810	4.197e-11	2.156e-10	2.795e-08	4.43e-15
3:101573924-101574024	1.144e-08	5.506e-12	1.128e-08	7.649e-16
12:53321555-53321655	8.317e-11	1.108e-12	8.792e-09	1.001e-16
16:50025056-50025156	1.322e-13	8.839e-10	3.975e-12	1.119e-15
8:127736191-127736291	1.076e-14	7.198e-17	7.316e-12	3.174e-18
17:63550323-63550423	8.372e-13	7.869e-11	2.133e-11	3.942e-17
4:154608441-154608541	7.169e-09	1.052e-14	1.433e-14	2.383e-14
20:46513506-46513606	6.766e-13	1.35e-11	1.802e-11	8.12e-15
16:85361791-85361891	9.644e-14	2.934e-11	1.236e-09	1.387e-15
20:44467370-44467470	4.534e-05	6.297e-12	2.76e-10	3.046e-16
19:34773216-34773316	5.027e-13	9.967e-10	2.795e-10	3.67e-17
5:67815982-67816082	7.786e-14	2.475e-11	4.577e-11	3.241e-17
3:72151044-72151144	2.454e-12	2.242e-20	1.136e-16	8.464e-22
10:68900741-68900841	1.951e-13	1.597e-13	4.974e-06	6.02e-16
17:40461030-40461130	2.247e-13	3.164e-15	5.65e-14	1.831e-19
12:6851990-6852090	3.837e-07	2.643e-12	3.627e-05	1.803e-17
14:22919363-22919463	4.663e-12	1.249e-09	9.333e-12	3.167e-19
3:49673828-49673928	1.122e-11	1.857e-14	4.757e-09	4.952e-17
16:13919854-13919954	1.167e-12	6.769e-08	7.306e-11	8.176e-20
10:102918397-102918497	8.388e-11	2.64e-10	5.459e-07	1.899e-15
21:31625107-31625207	6.72e-13	6.952e-08	1.458e-12	2.356e-19
2:120766002-120766102	2.14e-10	3.756e-11	0.0002742	2.255e-17
5:132876183-132876283	1.254e-07	1.296e-12	9.486e-11	4.348e-16
3:46976745-46976845	1.225e-10	1.222e-13	3.206e-07	1.43e-12
14:69793138-69793238	3.448e-05	1.041e-13	2.567e-11	1.155e-18
1:245060979-245061079	1.472e-15	1.211e-17	1.972e-15	1.68e-26
17:8154481-8154581	2.533e-09	1.44e-12	1.111e-11	5.219e-15
13:47475687-47475787	5.014e-09	3.359e-12	5.042e-05	3.025e-18
2:113283151-113283251	9.723e-07	7.149e-13	2.963e-07	9.247e-15
17:2401535-2401635	3.448e-14	2.193e-07	5.543e-08	4.918e-17
2:44168131-44168231	9.039e-14	5.824e-09	4.426e-08	2.202e-17
19:4723925-4724025	6.661e-11	2.794e-08	3.897e-11	7.765e-15
19:41262438-41262538	5.621e-13	5.983e-14	2.404e-10	1.121e-08
9:40992176-40992276	6.072e-09	2.713e-09	5.576e-12	5.138e-17
19:12793584-12793684	3.528e-14	4.053e-12	2.527e-08	1.527e-15
22:38705576-38705676	2.267e-09	2.671e-12	1.312e-11	3.377e-17
11:112226112-112226212	1.797e-14	8.273e-11	5.124e-11	1.008e-17
2:158968530-158968630	1.098e-12	1.549e-11	2.931e-09	4.523e-16
16:89395320-89395420	2.419e-10	7.176e-11	5.599e-12	8.812e-17
20:35208157-35208257	7.19e-10	2.892e-12	3.054e-12	9.886e-16
12:53006200-53006300	1.943e-14	7.696e-13	9.725e-07	4.669e-18
13:44918117-44918217	9.058e-15	9.802e-11	2.28e-14	1.977e-21
11:58579643-58579743	1.832e-11	1.807e-05	2.524e-09	1.449e-17
2:38077555-38077655	1.242e-16	3.566e-16	8.708e-09	1.921e-20
19:42423576-42423676	3.259e-13	5.181e-11	1.96e-09	7.103e-14
1:185535009-185535109	1.804e-10	6.465e-11	6.502e-09	1.41e-18
1:155126082-155126182	1.675e-14	7.296e-12	3.134e-09	4.558e-16
19:33041346-33041446	4.86e-10	5.452e-15	6.125e-12	5.873e-19
12:110109310-110109410	2.709e-09	3.61e-11	1.303e-12	1.008e-15
19:44945985-44946085	4.287e-14	3.331e-12	3.507e-10	3.658e-19
1:70410985-70411085	1.532e-05	1.95e-10	2.025e-10	1.011e-15
9:95317427-95317527	4.112e-14	4.809e-10	1.042e-08	2.327e-17
12:3960215-3960315	3.54e-14	6.555e-11	1.396e-14	3.839e-20
7:21427253-21427353	2.412e-13	2.237e-09	7.115e-10	1.921e-14
19:36772855-36772955	2.125e-13	4.503e-13	1.307e-10	1.442e-19
5:53560531-53560631	2.268e-10	5.4e-13	7.326e-10	1.175e-17
6:32195659-32195759	1.487e-16	1.007e-06	7.019e-07	7.651e-17
18:58407961-58408061	2.16e-14	1.61e-10	5.309e-12	8.246e-19
15:42491223-42491323	3.712e-07	3.934e-13	1.051e-09	8.468e-19
19:3435122-3435222	1.305e-09	5.529e-11	3.119e-10	3.26e-16
21:38805165-38805265	7.469e-14	3.22e-05	1.624e-06	6.633e-13
2:99181119-99181219	9.568e-11	2.762e-12	1.528e-09	3.98e-18
11:65552171-65552271	2.855e-10	0.0002131	8.686e-13	1.438e-17
22:37032978-37033078	1.37e-11	4.649e-15	1.181e-13	1.995e-22
11:93570986-93571086	2.837e-13	1.745e-12	3.632e-10	1.45e-15
14:94376979-94377079	8.066e-16	6.689e-14	7.108e-11	7.058e-20
3:58164467-58164567	5.084e-10	1.01e-10	3.401e-12	2.981e-17
6:30571199-30571299	2.416e-11	6.353e-11	3.027e-05	1.935e-18
3:32216283-32216383	1.47e-11	1.473e-12	3.927e-12	6.204e-19
3:47282786-47282886	4.146e-11	2.569e-13	1.574e-10	2.209e-16
11:68845585-68845685	9.666e-09	1.825e-11	7.575e-10	1.468e-17
4:120067075-120067175	3.576e-12	1.16e-14	1.473e-12	5.114e-13
20:1118490-1118590	1.315e-13	2.754e-09	1.903e-07	7.49e-17
9:35732336-35732436	1.44e-11	1.633e-09	1.968e-10	4.718e-17
22:41414476-41414576	2.407e-11	4.415e-09	1.6e-12	4.794e-17
17:49788539-49788639	0.001932	5.531e-10	0.0001877	2.54e-17
16:88487992-88488092	2.046e-13	1.777e-09	8.71e-07	1.663e-16
16:89722195-89722295	4.353e-13	4.65e-09	0.0002197	8.835e-15
11:64917342-64917442	1.721e-12	3.126e-12	1.582e-10	1.977e-16
12:6754139-6754239	5.052e-09	3.157e-10	2.312e-12	1.023e-16
16:636851-636951	5.028e-12	1.227e-11	6.658e-06	2.834e-16
11:65419119-65419219	4.342e-12	2.894e-11	6.54e-10	8.755e-19
6:169767437-169767537	4.519e-15	3.163e-15	2.878e-16	1.263e-22
19:35041076-35041176	4.316e-12	1.611e-11	4.114e-12	3.107e-12
