SEQID	USF2	MAX	BHLHE40
2:172985520-172985620	1.05e-05	3.207e-05	2.828e-06
9:137277057-137277157	5.624e-06	0.002057	2.339e-05
1:203102272-203102372	5.89e-11	5.337e-10	2.92e-11
19:15642193-15642293	7.17e-11	3.314e-06	1.082e-07
6:166997500-166997600	2.619e-11	5.187e-06	6.104e-10
X:41330605-41330705	2.619e-11	5.187e-06	6.104e-10
17:14069661-14069761	2.316e-06	0.002057	2.339e-05
12:132327495-132327595	1.25e-05	3.914e-05	2.265e-08
3:120417613-120417713	3.995e-16	3.763e-09	4.287e-11
11:67629436-67629536	9.123e-11	9.465e-06	8.319e-07
3:194976146-194976246	1.365e-11	5.038e-09	2.943e-10
14:101961248-101961348	1.081e-11	3.284e-05	1.893e-07
2:128305282-128305382	8.88e-17	6.821e-11	1.343e-12
16:27313505-27313605	1.368e-13	5.945e-12	1.279e-10
2:25373670-25373770	1.416e-05	3.24e-06	4.659e-09
3:187741630-187741730	1.583e-11	4.071e-06	1.922e-05
11:125569308-125569408	1.673e-16	2.013e-08	1.972e-10
10:99621611-99621711	2.44e-11	1.978e-07	2.567e-06
1:171496751-171496851	5.455e-14	1.411e-09	4.44e-13
1:52707433-52707533	0.002865	1.567e-05	6.932e-08
15:80176630-80176730	2.433e-17	4.971e-12	1.672e-13
5:67648420-67648520	1.158e-10	7.144e-06	1.254e-06
9:35815381-35815481	4.453e-07	1.146e-06	9.692e-09
6:33314651-33314751	1.111e-08	8.289e-06	5.703e-08
11:95232377-95232477	4.344e-12	9.455e-07	2.412e-08
14:35535333-35535433	3.753e-09	5.459e-07	1.538e-09
6:160519976-160520076	1.258e-11	3.076e-07	2.598e-08
3:52210212-52210312	5.841e-07	1.232e-05	6.724e-07
15:100347270-100347370	5.841e-07	1.232e-05	6.724e-07
18:5294774-5294874	2.584e-13	2.361e-10	2.027e-09
7:76291784-76291884	5.991e-17	8.774e-11	2.508e-11
21:34243630-34243730	0.0001347	4.74e-05	7.38e-08
7:6577394-6577494	8.302e-10	5.582e-07	1.615e-05
11:117316349-117316449	5.724e-15	3.307e-10	1.26e-11
9:104991360-104991460	0.00011	0.001812	7.487e-07
7:149329422-149329522	5.879e-18	2.43e-08	2.502e-10
2:120481215-120481315	4.816e-13	1.162e-09	2.567e-10
7:70474998-70475098	5.158e-11	2.989e-09	1.37e-10
5:150130102-150130202	1.662e-08	2.152e-06	6.994e-10
11:126304152-126304252	7.618e-13	4.944e-09	4.362e-10
2:114160444-114160544	7.618e-13	7.853e-18	3.778e-17
X:150508547-150508647	8.377e-07	4.98e-05	2.358e-09
1:150982072-150982172	6.265e-06	1.129e-05	2.177e-08
6:33585732-33585832	2.983e-05	0.001615	0.0001323
18:31943138-31943238	0.000984	0.0002486	0.004588
14:103314613-103314713	1.327e-11	1.788e-09	1.692e-11
X:107741944-107742044	5.783e-11	3.841e-06	1.018e-05
10:129679352-129679452	3.608e-10	1.31e-07	2.059e-10
19:801514-801614	2.29e-07	2.448e-05	1.273e-08
3:196685061-196685161	1.912e-05	3.889e-05	1.964e-10
11:19742820-19742920	1.415e-05	1.77e-05	7.174e-08
11:44557020-44557120	3.014e-18	1.684e-12	2.689e-14
20:34270384-34270484	5.781e-15	1.448e-10	6.351e-13
7:151877589-151877689	2.623e-16	6.355e-09	6.491e-09
18:26091167-26091267	2.971e-12	1.151e-08	2.64e-10
7:36273066-36273166	3.578e-11	1.625e-08	1.917e-10
13:27251406-27251506	2.931e-18	2.793e-12	4.287e-13
3:159622161-159622261	6.579e-11	1.239e-08	1.632e-09
8:123072587-123072687	1.582e-15	7.23e-10	3.227e-10
1:11012480-11012580	1.284e-12	1.044e-09	7.06e-10
16:2148171-2148271	3.676e-11	6.438e-09	1.17e-10
9:83708267-83708367	4.782e-11	7.874e-08	2.247e-10
19:8308260-8308360	1.525e-10	1.279e-05	3.521e-06
1:245060986-245061086	2.243e-16	1.292e-11	1.29e-12
5:124641253-124641353	5.681e-09	7.986e-07	1.596e-07
16:8868707-8868807	8.686e-17	4.267e-09	1.465e-10
17:55750966-55751066	3.538e-15	3.853e-11	1.835e-12
3:184561382-184561482	0.0005721	2.549e-05	2.144e-08
13:112892960-112893060	0.000159	1.326e-05	3.721e-06
6:115767203-115767303	5.118e-10	1.068e-05	3.412e-08
3:14948318-14948418	4.798e-14	2.115e-09	3.568e-09
22:29269867-29269967	5.799e-07	7.918e-05	1.434e-08
1:26698212-26698312	3.029e-10	7.652e-10	3.428e-10
8:135452483-135452583	0.0001242	3.118e-05	3.525e-06
5:133052806-133052906	1.853e-05	0.0005677	2.485e-05
10:103545865-103545965	2.131e-08	4.141e-07	4.525e-09
22:30256204-30256304	0.0001126	0.004439	0.0001562
2:54559902-54560002	9.997e-15	4.815e-09	1.148e-07
1:150561378-150561478	3.836e-10	1.263e-08	5.094e-10
13:75836632-75836732	1.07e-12	1.478e-08	1.129e-09
12:121016381-121016481	1.717e-15	7.517e-09	4.866e-12
6:63510245-63510345	8.455e-15	7.611e-10	1.485e-10
2:100780244-100780344	8.604e-17	2.536e-12	2.676e-13
2:71461023-71461123	9.368e-06	0.001184	6.623e-05
17:42562026-42562126	4.852e-13	4.483e-09	2.967e-08
1:155050507-155050607	5.298e-13	8.246e-06	6.994e-09
2:101252537-101252637	3.183e-13	1.608e-08	2.048e-10
17:74453237-74453337	0.0001876	5.854e-06	2.192e-08
16:30897179-30897279	1.459e-16	9.785e-11	1.53e-09
2:28702608-28702708	6.473e-17	7.565e-10	1.299e-10
17:68456766-68456866	1.699e-11	3.258e-09	1.551e-10
4:17511187-17511287	1.973e-12	3.508e-10	2.863e-11
2:65227449-65227549	8.847e-10	5.728e-08	1.131e-06
8:120812136-120812236	1.216e-16	2.62e-09	7.473e-11
2:43494111-43494211	1.053e-18	1.416e-09	2.46e-14
3:24478668-24478768	1.072e-13	2.954e-09	1.273e-11
3:177597620-177597720	1.667e-10	3.584e-08	3.808e-09
2:128734953-128735053	1.052e-12	9.957e-06	4.836e-08
11:62653349-62653449	2.112e-15	4.169e-12	1.343e-08
9:110029514-110029614	0.000132	0.002432	0.0007159
21:29298371-29298471	2.165e-10	5.093e-06	1.977e-07
16:4734830-4734930	1.296e-15	7.668e-11	1.825e-13
20:62238155-62238255	0.0002317	9.048e-07	1.686e-07
1:12528529-12528629	7.936e-11	5.657e-07	3.959e-08
14:94599104-94599204	1.311e-12	2.271e-10	4.42e-12
1:217631289-217631389	5.261e-14	3.392e-09	1.111e-10
6:32176075-32176175	4.788e-16	5.238e-09	4.673e-11
1:231211520-231211620	2.459e-07	3.005e-06	3.375e-08
9:134387242-134387342	4.044e-06	7.409e-06	1.68e-07
7:23014203-23014303	4.869e-11	2.844e-08	9.392e-12
4:17614551-17614651	0.007604	0.0008952	0.007749
12:122400600-122400700	2.217e-12	5.897e-09	2.388e-09
10:102133222-102133322	4.224e-08	0.001278	7.91e-06
15:58933992-58934092	1.165e-11	3.605e-06	1.652e-05
4:48270183-48270283	1.695e-10	1.276e-07	1.583e-08
9:69078818-69078918	3.467e-12	2.661e-08	1.722e-10
7:101537303-101537403	1.41e-11	2.51e-08	4.882e-10
5:53477166-53477266	2.266e-17	4.914e-11	7.255e-13
11:118921251-118921351	2.123e-05	6.596e-05	3.789e-08
12:127127972-127128072	5.248e-16	2.408e-11	9.739e-12
9:136690888-136690988	4.65e-09	1.229e-06	1.655e-09
2:170715651-170715751	1.572e-13	3.183e-06	2.013e-08
8:81686274-81686374	7.617e-18	1.016e-09	1.235e-11
3:20236832-20236932	3.982e-06	3.38e-05	3.198e-09
4:146521934-146522034	6.524e-11	2.519e-05	1.106e-06
2:75518050-75518150	1.051e-06	0.001325	4.518e-05
2:54603511-54603611	8.098e-09	6.084e-10	1.316e-08
17:82241734-82241834	1.258e-10	1.706e-09	8.761e-11
5:131165193-131165293	1.989e-11	2.509e-08	2.937e-08
5:55601354-55601454	6.482e-11	1.385e-08	6.217e-10
20:33457342-33457442	7.142e-07	7.277e-07	2.953e-07
20:38472607-38472707	5.548e-11	1.83e-07	9.369e-09
6:170179169-170179269	4.748e-07	2.008e-05	8.91e-09
12:53501504-53501604	4.225e-11	1.815e-07	4.291e-09
4:25988221-25988321	9.27e-14	1.513e-09	6.734e-09
20:3781374-3781474	4.712e-11	7.968e-08	3.254e-07
22:20418341-20418441	1.204e-12	9.209e-10	5.218e-11
5:74599332-74599432	1.202e-21	1.899e-15	1.25e-16
11:120185434-120185534	1.998e-07	3.247e-06	3.108e-08
1:234724770-234724870	4.344e-11	7.806e-07	5.252e-07
8:133297536-133297636	6.631e-11	1.209e-05	6.161e-06
7:149624724-149624824	4.641e-05	3.815e-06	1.612e-06
2:28952011-28952111	1.342e-17	5.322e-11	2.021e-11
6:109095305-109095405	2.522e-14	1.659e-10	1.487e-12
20:34876215-34876315	1.422e-11	4.122e-09	1.034e-10
3:156812568-156812668	8.995e-05	0.0001248	8.848e-09
20:41173215-41173315	2.095e-15	1.172e-09	1.072e-09
4:99403235-99403335	5.84e-05	0.0002232	7.152e-07
17:28728921-28729021	2.679e-16	4.897e-10	3.133e-11
1:46402292-46402392	1.629e-13	1.337e-09	3.236e-12
13:49445187-49445287	1.629e-13	1.337e-09	3.236e-12
1:39902358-39902458	3.505e-06	1.101e-06	1.726e-07
8:69726041-69726141	1.278e-06	2.409e-05	6.287e-08
13:102394244-102394344	3.311e-06	6.263e-06	6.757e-09
6:33982491-33982591	2.429e-10	1.768e-08	2.621e-08
14:75985662-75985762	8.888e-17	9.151e-10	3.362e-11
6:137341855-137341955	1.457e-11	1.976e-08	1.538e-10
1:234964426-234964526	1.292e-14	2.764e-08	1.767e-08
10:95273516-95273616	1.292e-14	2.764e-08	1.767e-08
X:119871660-119871760	4.981e-11	7.286e-07	2.841e-07
15:64681500-64681600	3.663e-10	6.887e-06	2.391e-06
20:833685-833785	2.482e-11	9.086e-09	1.081e-10
17:46047042-46047142	0.00136	3.96e-05	3.052e-08
6:33289361-33289461	1.326e-12	1.81e-10	1.715e-11
1:43546322-43546422	0.0002612	1.969e-05	1.15e-06
10:93078173-93078273	7.051e-10	5.279e-09	2.03e-10
5:69369784-69369884	9.21e-05	9.211e-07	5.547e-10
5:115544977-115545077	1.948e-16	5.484e-09	6.665e-10
3:49689537-49689637	6.543e-13	1.067e-09	4.521e-12
16:48609444-48609544	5.724e-10	8.746e-08	5.99e-09
2:15776714-15776814	1.328e-10	6.707e-09	1.494e-09
22:17368746-17368846	1.438e-07	0.001115	2.327e-05
6:28104721-28104821	4.958e-16	7.191e-11	1.853e-12
1:9900519-9900619	0.0002518	0.000947	0.0006828
13:45335800-45335900	4.372e-10	2.055e-07	9.453e-08
1:40374499-40374599	1.36e-09	2.198e-08	6.939e-07
9:113387833-113387933	2.598e-15	3.018e-11	4.179e-12
9:6007070-6007170	5.929e-06	0.001055	0.0005836
X:71365945-71366045	0.003836	0.001306	0.0001776
11:2383148-2383248	2.652e-10	8.286e-10	3.557e-11
16:2056334-2056434	1.084e-11	1.831e-05	3.695e-10
16:89414346-89414446	1.783e-11	2.347e-05	6.192e-08
16:71484618-71484718	2.012e-11	1.925e-06	1.817e-08
19:3644942-3645042	7.174e-10	1.266e-08	1.031e-10
15:38454128-38454228	4.566e-12	8.16e-07	8.517e-09
3:44712660-44712760	5.575e-13	1.832e-09	4.688e-10
19:40090909-40091009	1.366e-15	5.937e-11	1.165e-12
1:1116243-1116343	5.8e-13	1.464e-07	5.633e-09
10:4663253-4663353	2.476e-08	0.001573	1.925e-06
4:185396666-185396766	1.237e-15	1.533e-09	5.918e-08
22:42856308-42856408	8.641e-10	9.477e-07	2.686e-08
1:211904037-211904137	2.945e-06	1.198e-06	5.452e-10
19:51887916-51888016	2.132e-13	9.982e-10	2.124e-09
13:33279528-33279628	1.983e-06	2.836e-05	3.299e-06
1:185535001-185535101	1.853e-11	7.206e-07	1.205e-09
8:134691427-134691527	2.37e-08	1.467e-05	1.453e-08
1:9553971-9554071	9.105e-05	0.0003308	1.351e-06
16:84635861-84635961	1.476e-09	0.001869	1.37e-05
7:106421576-106421676	1.109e-11	1.427e-10	4.264e-12
17:50468517-50468617	2.231e-10	4.452e-06	1.379e-07
3:50569313-50569413	2.468e-10	6.993e-10	4.99e-11
12:47949723-47949823	1.247e-14	1.568e-13	5.699e-12
7:12211600-12211700	0.000157	9.245e-07	1.626e-10
12:34022347-34022447	3.379e-15	7.783e-11	1.451e-10
14:80941756-80941856	1.441e-09	2.006e-08	4.748e-11
20:41392923-41393023	0.0001905	1.823e-05	4.924e-08
3:5187316-5187416	3.51e-10	3.211e-08	1.122e-08
3:49665896-49665996	4.493e-14	1.875e-09	2.461e-11
20:44911559-44911659	4.499e-10	6.643e-09	2.224e-10
22:20079832-20079932	9.8e-12	2.774e-09	1.518e-09
17:78355177-78355277	1.333e-10	1.578e-06	1.549e-07
20:33732584-33732684	7.272e-08	1.95e-06	1.726e-09
11:134242490-134242590	4.593e-10	2.122e-06	3.556e-08
1:155084898-155084998	7.198e-16	3.066e-09	7.205e-10
X:129906113-129906213	2.169e-06	2.38e-06	7.662e-09
2:72143198-72143298	6.731e-07	0.002256	0.00385
14:105419301-105419401	6.454e-06	8.506e-06	2.387e-09
18:36186792-36186892	7.033e-07	0.0007125	1.984e-05
17:2070328-2070428	1.535e-11	7.689e-09	3.562e-11
22:37178973-37179073	1.577e-11	7.445e-09	6.88e-10
3:134250967-134251067	3.981e-11	1.261e-05	5.074e-09
2:234998426-234998526	2.627e-09	2.352e-05	6.047e-08
5:74641420-74641520	8.738e-06	0.005207	4.831e-05
9:86282730-86282830	7.241e-16	1.486e-10	9.645e-09
11:119694557-119694657	1.13e-10	1.29e-06	5.86e-09
3:150376407-150376507	0.0007317	1.354e-05	3.768e-06
6:35726680-35726780	8.683e-08	4.028e-06	9.442e-09
16:23497421-23497521	5.404e-05	0.0006038	0.0001567
15:74892468-74892568	5.851e-11	2.263e-08	1.449e-09
10:113004359-113004459	2.315e-08	0.001325	4.517e-05
12:102454478-102454578	2.134e-06	4.823e-06	1.285e-06
19:2019705-2019805	6.283e-16	1.716e-10	2.368e-10
22:50268885-50268985	0.0003483	0.0006726	2.411e-05
17:36535354-36535454	4.183e-10	1.118e-06	4.445e-06
12:9650888-9650988	1.24e-15	8.52e-11	1.478e-09
2:230219933-230220033	4.281e-16	7.275e-12	2.418e-12
5:136018986-136019086	6.015e-09	6.21e-06	4.255e-07
4:184815106-184815206	6.355e-17	6.588e-09	8.36e-11
5:81165655-81165755	7.374e-06	2.183e-05	4.503e-06
1:180157639-180157739	2.141e-06	6.527e-05	4.332e-07
1:162740868-162740968	3.926e-10	6.648e-08	5.647e-11
2:164620997-164621097	0.000305	1.723e-05	4.416e-08
7:76178276-76178376	1.23e-13	3.03e-09	6.917e-09
14:55271214-55271314	1.272e-12	9.58e-10	7.085e-11
10:100971432-100971532	1.524e-15	4.932e-10	2.388e-10
2:104481420-104481520	4.289e-10	1.119e-05	8.956e-10
10:45972431-45972531	9.161e-12	2.553e-08	6.605e-09
19:46850876-46850976	7.783e-14	3.516e-10	4.244e-09
9:137240982-137241082	4.851e-15	4.138e-09	2.042e-10
17:7842324-7842424	1.874e-16	2.651e-10	6.165e-11
1:44820138-44820238	9.928e-11	5.261e-09	1.033e-09
15:66698489-66698589	4.837e-13	7.723e-08	3.359e-09
3:38024540-38024640	2.238e-15	8.519e-11	7.442e-10
3:128584573-128584673	1.34e-07	0.002151	3.158e-07
16:74700852-74700952	4.506e-15	2.95e-10	6.975e-11
16:3112460-3112560	3.7e-15	1.932e-09	2.384e-08
17:31550031-31550131	4.954e-17	2.546e-10	3.02e-12
1:202017958-202018058	4.731e-08	1.879e-06	1.141e-06
4:53591503-53591603	1.435e-06	6.045e-07	1.412e-08
18:13471338-13471438	3.765e-12	3.558e-08	8.811e-10
7:98619895-98619995	1.339e-06	3.676e-05	9.522e-10
19:40719010-40719110	7.786e-07	0.0005675	2.377e-05
2:134402527-134402627	1.513e-15	8.39e-12	8.242e-11
5:131635396-131635496	2.57e-09	7.014e-08	2.762e-07
19:5962049-5962149	4.904e-10	2.397e-06	1.249e-07
4:139842018-139842118	1.257e-11	5.55e-09	1.692e-10
17:75851098-75851198	5.529e-13	1.113e-09	1.564e-10
14:58427335-58427435	2.192e-11	6.542e-07	8.403e-09
9:124415480-124415580	4.205e-16	1.641e-10	9.715e-11
19:11530625-11530725	2.347e-05	0.001615	0.0001323
3:13895309-13895409	4.202e-11	7.928e-07	6.071e-08
3:13393896-13393996	1.699e-15	5.588e-11	4.791e-11
6:44921083-44921183	8.218e-06	2.458e-05	1.697e-06
5:81301491-81301591	5.924e-12	2.568e-06	1.535e-08
3:49929557-49929657	0.0001891	0.001813	7.592e-07
5:6509072-6509172	1.822e-15	1.495e-09	2.274e-10
17:42677182-42677282	0.0001989	1.321e-05	2.166e-06
3:171026682-171026782	6.131e-07	4.648e-06	2.254e-06
3:196503728-196503828	1.678e-10	1.616e-09	1.7e-10
8:61311870-61311970	1.858e-15	2.693e-10	1.332e-11
3:171753308-171753408	1.065e-16	2.374e-10	2.121e-09
2:233700298-233700398	2.385e-10	8.957e-06	8.81e-08
5:33997416-33997516	1.952e-15	6.382e-10	1.05e-08
10:114719509-114719609	4.916e-14	7.144e-10	3.803e-10
10:122165383-122165483	4.208e-09	6.248e-08	2.635e-10
3:43769514-43769614	4.792e-14	1.459e-10	1.465e-10
1:11777791-11777891	5.739e-11	3.998e-10	8.648e-11
16:24517075-24517175	1.16e-07	1.423e-06	4.5e-09
2:166376139-166376239	8.693e-12	3.575e-07	3.022e-10
17:7844139-7844239	0.0001876	0.00183	8.202e-07
8:118009272-118009372	0.002258	7.945e-06	2.861e-07
20:35344472-35344572	3.594e-12	2.945e-09	1.274e-10
6:11868593-11868693	4.997e-05	8.333e-06	3.446e-08
2:96833054-96833154	1.41e-11	1.877e-08	4.019e-13
19:15419193-15419293	2.748e-16	5.71e-11	3.621e-12
1:236604667-236604767	1.541e-12	1.668e-08	1.013e-09
14:94385673-94385773	5.659e-06	4.036e-07	4.054e-08
22:36124106-36124206	1.447e-12	2.083e-08	1.269e-08
15:73697237-73697337	1.566e-10	1.828e-05	8.918e-09
14:24095779-24095879	1.171e-11	9.603e-10	2.349e-09
1:28438130-28438230	1.675e-12	1.869e-07	1.852e-07
14:51989422-51989522	2.052e-10	1.647e-07	3.949e-10
5:6496066-6496166	1.993e-07	4.865e-07	9.705e-07
3:120275090-120275190	0.0002181	2.292e-05	5.252e-09
8:144902161-144902261	1.121e-07	7.024e-07	6.715e-08
X:139933465-139933565	9.314e-10	2.669e-06	2.173e-09
7:1708841-1708941	6.38e-05	1.723e-05	4.423e-08
13:43307975-43308075	1.946e-15	1.458e-09	5.361e-12
11:16186806-16186906	5.095e-11	9.204e-08	2.598e-09
1:235883686-235883786	0.0001392	1.932e-05	4.352e-08
3:66464604-66464704	6.505e-05	1.792e-05	3.712e-09
22:30291181-30291281	6.926e-13	2.713e-09	1.028e-10
5:10353526-10353626	1.516e-07	1.295e-06	3.229e-06
3:72961433-72961533	9.699e-10	6.813e-08	1.873e-11
14:31048737-31048837	8.864e-05	0.003519	7.37e-05
21:46156265-46156365	1.078e-05	1.864e-05	9.352e-05
7:47318961-47319061	1.451e-06	4.941e-05	1.659e-07
15:90065185-90065285	4.564e-16	1.946e-12	1.729e-12
1:208245310-208245410	2.364e-12	2.268e-06	2.72e-08
12:45329311-45329411	1.224e-15	1.46e-09	6.761e-11
7:36290231-36290331	1.804e-12	2.813e-10	6.466e-10
5:157521524-157521624	4.825e-15	4.027e-11	1.458e-12
17:2007387-2007487	7.458e-16	9.212e-10	5.639e-11
7:133252896-133252996	3.042e-13	5.88e-06	3.783e-07
6:26659706-26659806	0.00351	7.153e-06	2.724e-06
9:126335070-126335170	4.184e-17	1.245e-10	7.578e-09
6:2841389-2841489	1.918e-17	8.146e-12	2.239e-12
3:186990883-186990983	9.512e-18	1.15e-11	2.035e-13
2:169694460-169694560	6.944e-11	7.345e-09	9.184e-09
11:118435992-118436092	9.077e-12	7.146e-07	4.747e-07
17:39872907-39873007	1.651e-05	3.395e-05	1.854e-07
19:44753478-44753578	3.791e-11	2.119e-07	1.595e-09
21:45557066-45557166	2.43e-07	0.001672	4.923e-06
10:78639818-78639918	2.182e-12	5.637e-09	1.39e-08
16:20741791-20741891	4.16e-12	3.497e-10	2.825e-10
21:42009208-42009308	1.466e-10	1.688e-06	3.332e-09
4:140236169-140236269	6.692e-25	8.851e-15	2.782e-16
19:11157790-11157890	1.124e-12	6.632e-09	1.587e-09
21:44461602-44461702	2.125e-09	4.397e-08	4.825e-09
9:133416819-133416919	2.264e-21	6.576e-12	9.401e-13
2:130392106-130392206	1.545e-18	1.441e-11	1.462e-12
22:37686520-37686620	4.227e-12	7.087e-09	1.271e-08
6:28080890-28080990	4.189e-12	1.201e-10	7.992e-12
16:29820343-29820443	7.453e-12	2.657e-07	6.163e-07
1:155745590-155745690	9.307e-12	3.396e-07	1.342e-07
1:150234849-150234949	1.169e-15	5.055e-11	2.852e-10
10:130110238-130110338	1.988e-11	1.545e-05	1.148e-06
15:85707848-85707948	9.19e-06	6.587e-06	7.765e-08
11:19981401-19981501	2.969e-07	9.231e-06	1.078e-09
1:59298372-59298472	1.6e-08	2.254e-05	5.085e-09
17:13416227-13416327	8.64e-14	3.362e-09	1.368e-09
15:81575956-81576056	8.721e-05	0.003379	4.458e-06
8:10799789-10799889	3.497e-11	6.443e-08	1.862e-10
18:11851237-11851337	3.374e-12	1.115e-08	1.053e-09
1:39106505-39106605	5.735e-16	1.344e-10	5.711e-10
17:73698065-73698165	6.802e-07	1.927e-06	3.044e-07
15:89356836-89356936	8.994e-05	0.00438	8.726e-07
11:76208909-76209009	5.556e-12	1.494e-06	1.658e-05
16:7914845-7914945	1.755e-15	2.184e-09	1.25e-09
2:10408436-10408536	2.99e-16	1.468e-09	3.417e-10
9:135994367-135994467	6.356e-11	2.037e-09	5.021e-11
22:36331542-36331642	1.872e-09	2.669e-06	2.174e-09
3:67653964-67654064	3.553e-11	1.872e-09	1.037e-09
3:188396990-188397090	6.24e-10	7.513e-09	1.108e-10
1:203327843-203327943	5.675e-12	3.319e-07	5.863e-06
17:21289943-21290043	0.001575	2.739e-05	5.621e-09
2:112254740-112254840	8.545e-06	0.002245	4.49e-05
19:58228748-58228848	2.861e-10	1.066e-08	1.722e-10
4:40395899-40395999	4.741e-12	2.328e-07	2.703e-07
6:75243828-75243928	3.381e-17	9.296e-11	1.17e-10
17:82034482-82034582	6.484e-05	1.295e-05	2.297e-07
17:4703813-4703913	4.925e-05	8.035e-06	1.735e-06
15:89785571-89785671	8.805e-16	8.782e-10	2.321e-09
17:19538631-19538731	2.613e-08	4.096e-06	1.579e-07
4:107931079-107931179	3.879e-08	5.433e-07	5.99e-06
1:56477927-56478027	7.321e-06	0.002057	2.339e-05
17:81703283-81703383	3.125e-11	5.824e-08	1.709e-10
2:74958842-74958942	1.673e-11	1.162e-06	1.225e-05
3:124878823-124878923	3.151e-10	8.604e-08	5.537e-12
2:73260455-73260555	3.963e-05	0.00401	5.491e-06
5:94432691-94432791	3.13e-10	1.488e-07	4.643e-09
16:85527441-85527541	0.0005158	2.127e-05	1.654e-06
20:47359151-47359251	1.985e-15	5.992e-10	6.887e-11
17:38924062-38924162	7.638e-09	0.001037	3.488e-05
1:12188960-12189060	9.731e-16	1.283e-10	2.3e-09
6:49463208-49463308	6.148e-18	2.251e-11	1.511e-11
2:15766536-15766636	1.076e-10	4.849e-10	5.308e-10
9:76610131-76610231	4.323e-08	1.545e-05	1.373e-08
19:14136891-14136991	2.944e-15	1.992e-09	2.872e-10
17:42618651-42618751	8.693e-08	4.416e-06	9.583e-09
5:139660320-139660420	1.225e-15	9.747e-10	1.151e-11
20:63873597-63873697	3.443e-12	1.451e-07	4.573e-09
7:66844914-66845014	2.051e-10	2.917e-06	4.79e-08
4:102621104-102621204	7.939e-20	1.316e-12	1.152e-12
2:46927-47027	4.678e-06	3.841e-07	8.515e-07
6:2035119-2035219	1.649e-10	2.35e-05	1.768e-10
9:470242-470342	9.775e-11	1.873e-07	9.511e-09
14:99574118-99574218	1.605e-06	8.004e-05	4.348e-08
10:38010604-38010704	2.714e-13	3.124e-06	9.291e-08
12:50527210-50527310	1.474e-11	1.275e-08	1.321e-09
16:68744880-68744980	1.073e-17	2.258e-12	3.666e-13
3:42582011-42582111	1.764e-16	8.953e-10	1.067e-10
19:55014910-55015010	5.781e-16	9.114e-10	2.818e-11
10:6141565-6141665	1.578e-12	3.486e-08	2.109e-12
17:75393894-75393994	1.445e-10	6.193e-10	9.228e-12
9:38023082-38023182	1.809e-11	5.789e-10	1.269e-10
5:150485199-150485299	9.158e-12	1.644e-08	1.107e-10
5:140612158-140612258	5.53e-09	1.177e-09	4.929e-10
10:98134654-98134754	2.41e-16	1.255e-10	1.348e-12
16:56610644-56610744	1.586e-10	5.551e-10	1.092e-11
5:180293642-180293742	4.936e-11	4.708e-10	1.148e-11
12:56080000-56080100	8.706e-17	1.589e-08	1.04e-08
16:71569750-71569850	9.219e-12	1.895e-08	5.769e-11
4:41990380-41990480	1.896e-14	1.062e-06	1.575e-09
14:95223046-95223146	6.087e-14	1.101e-08	1.292e-12
4:53930097-53930197	0.0003133	0.0005875	4.579e-05
2:44638794-44638894	6.604e-08	0.004192	0.000231
19:38728265-38728365	8.031e-16	2.386e-11	8.518e-13
17:5439291-5439391	8.174e-12	4.878e-07	9.565e-09
9:121075169-121075269	4.284e-11	4.578e-06	2.706e-06
2:46916017-46916117	4.22e-13	4.596e-08	2.221e-08
11:3787987-3788087	2.269e-12	4.286e-10	1.228e-11
18:54254387-54254487	2.617e-14	3.786e-09	1.048e-09
19:11529044-11529144	4.243e-10	1.77e-06	1.467e-07
10:48800435-48800535	5.682e-12	2.19e-09	1.071e-11
17:63997757-63997857	8.763e-05	0.003379	4.458e-06
2:236569611-236569711	1.08e-15	3.979e-08	7.625e-10
6:30061302-30061402	1.27e-12	6.201e-10	1.173e-09
11:43311868-43311968	8.638e-13	8.676e-08	1.93e-10
2:9555569-9555669	1.385e-10	5.413e-08	2.289e-09
11:62573950-62574050	1.025e-15	3.043e-10	7.598e-12
11:66607335-66607435	5.475e-18	5.84e-11	5.187e-12
1:10430737-10430837	2.322e-15	7.761e-09	1.236e-08
11:75814799-75814899	0.0004424	0.0002864	0.003847
1:234599867-234599967	1.107e-10	4.031e-05	3.073e-06
19:3435142-3435242	3.848e-12	9.771e-07	2.14e-09
17:39461373-39461473	1.327e-15	1.887e-08	3.325e-08
17:8220907-8221007	1.238e-14	1.076e-08	3.699e-09
19:56121680-56121780	5.143e-07	1.668e-07	2.767e-09
5:75236464-75236564	7.889e-06	5.979e-05	8.143e-08
9:127771344-127771444	2.369e-14	1.031e-08	4e-10
2:226738987-226739087	8.389e-06	1.318e-06	4.799e-10
15:80229379-80229479	8.389e-06	1.318e-06	4.799e-10
6:107823289-107823389	1.85e-13	5.887e-10	3.473e-11
1:2393669-2393769	1.85e-13	5.887e-10	3.473e-11
19:54463060-54463160	2.37e-12	7.051e-06	4.186e-08
11:67288343-67288443	2.441e-10	1.086e-08	1.469e-09
4:123397439-123397539	6.082e-05	3.914e-05	2.27e-08
1:193121780-193121880	1.705e-12	2.033e-08	6.979e-08
4:129093536-129093636	2.775e-11	4.931e-06	5.681e-08
16:80577631-80577731	6.389e-10	3.18e-06	1.912e-06
1:232663052-232663152	1.437e-06	5.059e-05	5.259e-07
18:61637403-61637503	2.025e-09	8.305e-07	4.369e-08
2:85602948-85603048	1.131e-08	8.237e-06	2.694e-08
9:134439467-134439567	4.337e-11	1.499e-07	1.239e-10
