SEQID	HNF4G	HNF4A
13:40791132-40791232	1.444e-10	3.657e-17
6:54037614-54037714	0.0008513	6.295e-15
4:153574545-153574645	5.07e-09	8.477e-20
5:68171348-68171448	8.51e-09	5.869e-20
17:74893657-74893757	1.255e-05	1.061e-07
3:4724407-4724507	8.509e-10	4.836e-19
15:40142722-40142822	1.671e-09	2.101e-20
2:28702613-28702713	9.042e-08	2.13e-12
15:81575818-81575918	1.021e-07	1.498e-17
11:34036587-34036687	3.078e-08	7.906e-18
12:93677260-93677360	1.712e-07	1.167e-14
10:103660328-103660428	6.793e-09	1.484e-15
8:3987711-3987811	3.4e-06	1.571e-13
9:70052952-70053052	8.766e-08	2.992e-20
5:150541994-150542094	8.766e-08	2.992e-20
2:196079170-196079270	0.0003924	2.991e-11
18:63132572-63132672	0.001646	2.956e-07
12:2764503-2764603	3.944e-07	1.064e-07
10:114471383-114471483	0.0001133	4.435e-10
13:97258095-97258195	7.547e-11	2.102e-21
14:21477110-21477210	3.339e-09	8.808e-17
14:31053316-31053416	0.0004663	1.587e-15
8:85177715-85177815	2.453e-09	5.895e-19
6:112204064-112204164	1.96e-07	3.365e-11
13:48514888-48514988	1.96e-07	3.365e-11
1:244274115-244274215	7.738e-06	7.809e-13
8:48919613-48919713	4.437e-06	2.514e-16
2:11371707-11371807	7.826e-06	1.795e-13
1:7805577-7805677	0.002762	1.97e-06
22:24500496-24500596	4.293e-06	1.807e-15
6:38078816-38078916	3.631e-06	4.951e-13
3:31285985-31286085	9.421e-06	1.268e-07
16:84933850-84933950	7.637e-09	6.915e-14
16:4675919-4676019	0.002069	8.463e-06
3:72957456-72957556	2.71e-06	9.18e-11
6:90290025-90290125	3.56e-05	4.068e-16
10:58999460-58999560	9.194e-06	9.552e-17
7:47520492-47520592	2.7e-10	2.419e-17
17:54903468-54903568	6.956e-05	4.145e-11
20:48851675-48851775	0.000584	7.604e-09
6:32797222-32797322	3.134e-05	1.248e-09
22:39304437-39304537	0.0008514	1.745e-14
9:14213620-14213720	1.373e-13	5.821e-24
7:50667948-50668048	1.112e-08	6.839e-19
2:227133117-227133217	0.0007516	2.019e-14
7:101882962-101883062	4.511e-06	4.793e-15
3:126294592-126294692	1.715e-06	1.055e-11
13:44364739-44364839	0.0002461	2.525e-12
11:68122198-68122298	9.669e-09	1.144e-11
22:49966873-49966973	2.67e-06	2.819e-14
4:158672125-158672225	1.315e-08	5.754e-17
11:120986411-120986511	0.0001001	9.683e-11
17:74435945-74436045	0.0001903	8.64e-12
11:16997777-16997877	0.001395	1.764e-06
3:30170999-30171099	0.001395	1.764e-06
8:21966227-21966327	0.0001676	7.685e-08
1:226990278-226990378	3.334e-08	3.984e-16
9:86406446-86406546	3.728e-08	7.891e-16
16:8924350-8924450	3.728e-08	7.891e-16
6:130834737-130834837	3.847e-09	1.092e-17
9:13089914-13090014	5.673e-06	4.551e-12
8:94553684-94553784	5.01e-09	8.818e-14
17:29120579-29120679	0.0005922	3.307e-07
3:25620623-25620723	5.136e-07	1.794e-15
4:184542059-184542159	3.979e-09	3.828e-18
9:36424343-36424443	4.958e-06	1.202e-11
7:101536424-101536524	8.989e-06	2.742e-14
16:67771758-67771858	0.0001095	6.085e-09
13:102183896-102183996	6.991e-10	2.892e-17
3:52327854-52327954	1.739e-06	2.483e-11
11:65615252-65615352	1.561e-08	1.038e-16
1:23444190-23444290	8.177e-09	4.953e-17
1:61122568-61122668	0.0002182	1.984e-09
1:45750696-45750796	1.078e-08	6.951e-14
5:94432681-94432781	0.000518	7.777e-12
12:121686833-121686933	5.102e-07	3.385e-17
1:67170080-67170180	0.0003632	1.815e-10
11:111988865-111988965	5.822e-07	1.126e-13
12:51976972-51977072	5.62e-09	6.798e-18
20:53800985-53801085	3.728e-06	4.084e-08
19:44796777-44796877	1.419e-10	6.142e-19
1:52080186-52080286	2.036e-05	4.433e-08
15:74750066-74750166	1.329e-06	5.351e-13
12:56477361-56477461	7.79e-08	6.602e-16
11:34823288-34823388	8.553e-10	4.61e-21
3:14803954-14804054	6.781e-08	1.221e-16
20:57581924-57582024	1.213e-09	7.315e-15
17:28598146-28598246	1.486e-08	2.212e-22
7:75528269-75528369	4.94e-08	8.502e-17
14:49892815-49892915	2.273e-06	1.316e-10
9:96566468-96566568	0.0004711	9.627e-12
22:40868493-40868593	0.004361	5.539e-11
2:219299026-219299126	5.047e-08	2.606e-13
15:88638743-88638843	1.951e-08	3.224e-16
1:1678823-1678923	1.041e-06	1.441e-13
18:79941974-79942074	6.264e-07	4.848e-14
10:92114413-92114513	9.039e-08	1.816e-15
10:12068644-12068744	2.029e-08	5.589e-20
4:169657892-169657992	1.696e-05	9.444e-10
20:22470948-22471048	2.195e-07	2.587e-14
3:58217409-58217509	1.751e-07	1.224e-17
20:4950551-4950651	5.259e-05	2.513e-07
5:179623953-179624053	3.899e-09	9.756e-19
4:184962343-184962443	6.045e-07	1.618e-12
9:22080187-22080287	3.453e-07	6.022e-11
1:8629412-8629512	2.276e-08	7.626e-19
19:18504341-18504441	2.941e-11	1.63e-18
5:172697668-172697768	2.905e-05	4.771e-10
10:4263423-4263523	7.215e-12	1.831e-23
18:12838303-12838403	9.357e-09	1.089e-21
8:41957159-41957259	0.0002368	2.527e-12
18:32249292-32249392	0.0007015	1.612e-08
2:145142179-145142279	2.503e-15	6.673e-32
9:129323995-129324095	3.448e-12	5.954e-26
8:22143781-22143881	1.443e-05	3.351e-12
8:119896368-119896468	8.945e-09	8.996e-16
18:58128780-58128880	0.0006598	1.705e-13
3:30558076-30558176	3.92e-08	3.165e-18
21:29347437-29347537	0.008438	3.07e-10
17:81704508-81704608	0.001535	4.711e-08
15:84671999-84672099	0.00226	1.521e-13
7:135148033-135148133	6.688e-05	9.143e-14
2:182973647-182973747	0.0008515	1.724e-12
1:40820321-40820421	7.436e-09	2.41e-15
21:38824470-38824570	1.32e-08	3.749e-20
12:52981019-52981119	3.526e-09	1.061e-20
3:123068598-123068698	5.478e-09	2.599e-20
13:57017530-57017630	0.0005462	1.252e-15
6:107331887-107331987	3.72e-06	9.128e-09
20:21345044-21345144	3.501e-09	1.459e-16
4:158808626-158808726	3.81e-07	2.396e-16
1:164590629-164590729	1.13e-08	1.311e-16
11:127103621-127103721	0.0006694	4.41e-12
4:113659219-113659319	3.692e-09	6.787e-19
17:5782319-5782419	0.000142	1.584e-10
6:137867279-137867379	4.788e-10	4.032e-16
20:12644654-12644754	7.355e-05	7.452e-12
X:107741959-107742059	4.102e-08	4.108e-12
5:35134379-35134479	5.994e-06	6.227e-13
6:46053722-46053822	1.675e-05	1.707e-10
1:67647192-67647292	1.191e-07	1.86e-17
9:100099110-100099210	2.602e-08	1.743e-16
12:7127953-7128053	0.000182	8.422e-12
6:141026718-141026818	3.752e-15	6.215e-31
4:73481501-73481601	2.442e-06	1.289e-15
2:83072933-83073033	0.0002082	2.434e-09
5:133049771-133049871	2.033e-06	4.276e-15
9:98315963-98316063	1.162e-07	1.011e-13
4:139535367-139535467	0.0005608	1.091e-16
7:139753899-139753999	1.065e-06	6.341e-19
12:45989827-45989927	2.215e-07	9.491e-15
2:177398117-177398217	0.0001393	1.014e-13
7:148620943-148621043	1.462e-06	1.396e-16
11:114308925-114309025	1.48e-08	2.143e-16
2:189552391-189552491	1.396e-10	1.773e-22
13:40346819-40346919	8.056e-10	8.528e-19
3:109351323-109351423	1.974e-05	3.559e-17
8:109643950-109644050	5.675e-08	1.75e-16
12:89357570-89357670	1.044e-10	1.112e-18
15:55402900-55403000	1.156e-05	5.17e-13
17:81821971-81822071	1.656e-07	9.587e-13
5:179805175-179805275	0.001257	1.125e-11
4:189221876-189221976	5.501e-05	5.892e-14
7:152913676-152913776	2.505e-07	3.889e-13
2:200713118-200713218	7.806e-07	1.823e-15
3:39752137-39752237	4.767e-09	3.814e-19
10:119357585-119357685	5.885e-09	6.793e-16
16:80265910-80266010	1.039e-07	1.833e-16
10:95419566-95419666	0.0001399	9.561e-09
6:53999567-53999667	9.486e-06	8.021e-14
1:230070611-230070711	8.94e-07	1.653e-14
10:88063066-88063166	3.948e-06	5.295e-17
17:43216842-43216942	1.153e-05	1.064e-11
20:48923374-48923474	3.037e-09	5.615e-19
14:64393435-64393535	4.51e-05	2.245e-14
9:37487069-37487169	4.51e-05	2.245e-14
12:47247526-47247626	2.365e-07	1.129e-12
9:134025241-134025341	2.365e-07	1.129e-12
12:120227819-120227919	0.0001608	1.645e-07
8:71059208-71059308	1.651e-06	4.82e-17
X:123953527-123953627	1.651e-06	4.82e-17
X:40082741-40082841	3.408e-08	9.829e-13
17:36001234-36001334	3.054e-05	4.515e-13
20:55678296-55678396	1.547e-06	2.994e-17
6:63444885-63444985	5.264e-07	1.28e-15
8:27323287-27323387	2.146e-09	2.828e-15
14:36454720-36454820	2.46e-06	1.591e-15
7:121079574-121079674	3.095e-07	7.94e-13
5:133285908-133286008	6.037e-07	3.937e-12
X:132480699-132480799	3.291e-10	2.37e-19
4:182925344-182925444	1.296e-09	4.219e-23
2:61708122-61708222	2.804e-09	3.535e-18
20:4973650-4973750	2.752e-06	1.709e-13
14:57268914-57269014	0.0006434	1.599e-08
22:37681763-37681863	1.189e-10	2.215e-19
6:103345007-103345107	8.216e-05	1.228e-10
6:136738500-136738600	1.559e-06	3.236e-18
22:46798731-46798831	1.766e-11	6.869e-26
12:46840230-46840330	2.336e-08	6.344e-21
5:124581380-124581480	0.006911	2.432e-05
8:128168442-128168542	3.415e-09	6.049e-12
22:50195030-50195130	5.629e-06	3.477e-13
15:100715919-100716019	2.964e-05	2.871e-16
18:22625525-22625625	2.966e-06	3.319e-15
16:30472665-30472765	0.003587	9.987e-12
14:31262104-31262204	0.001741	3.27e-12
13:27018693-27018793	8.629e-13	4.829e-25
16:48526211-48526311	0.001871	6.34e-15
11:126277544-126277644	1.584e-06	3.995e-14
16:50827073-50827173	1.584e-06	3.995e-14
20:63739274-63739374	0.0002705	1.708e-09
9:89669472-89669572	4.251e-08	5.762e-23
10:87591125-87591225	2.503e-12	3.286e-25
8:144004441-144004541	1.422e-08	1.672e-18
14:91568839-91568939	1.422e-08	1.672e-18
16:70746070-70746170	1.707e-09	4.445e-20
8:100869061-100869161	1.565e-10	1.919e-22
2:65969337-65969437	0.0005991	1.429e-11
8:124959436-124959536	3.94e-06	4.002e-11
3:187040037-187040137	3.219e-09	5.808e-21
6:100484679-100484779	1.015e-05	1.052e-10
6:168262202-168262302	5.182e-08	6.186e-16
12:212994-213094	0.0001589	1.344e-12
7:150324831-150324931	0.000958	1.511e-09
14:68192002-68192102	4.408e-09	1.879e-13
14:64540365-64540465	3.716e-06	1.487e-11
1:16645508-16645608	7.256e-07	1.618e-15
2:6945095-6945195	0.002628	7.715e-10
10:92124947-92125047	1.849e-08	3.2e-18
4:68951733-68951833	1.795e-08	1.106e-17
17:8187765-8187865	1.725e-05	3.424e-16
11:34910165-34910265	1.534e-13	3.492e-28
5:132335580-132335680	4.981e-05	1.014e-09
10:14588369-14588469	7.255e-06	1.003e-07
9:113166245-113166345	1.179e-10	3.137e-17
11:122140783-122140883	6.573e-05	2.877e-11
5:14868917-14869017	0.008916	5.109e-09
10:89475690-89475790	4.382e-06	1.63e-16
4:168480403-168480503	9.231e-09	2.365e-17
7:44160005-44160105	9.845e-09	3.029e-20
11:63371574-63371674	2.012e-06	7.603e-13
11:58945834-58945934	0.002132	3.766e-08
1:51288726-51288826	0.0001848	1.287e-11
17:7178254-7178354	3.276e-08	7.598e-12
6:167559047-167559147	0.0004592	1.9e-12
17:43125619-43125719	6.916e-06	4.911e-17
3:73038614-73038714	0.000159	4.39e-11
20:62773260-62773360	6.941e-14	1.045e-23
12:19145153-19145253	0.008388	9.737e-12
6:36677909-36678009	3.952e-06	7.767e-09
2:100819100-100819200	1.52e-08	4.782e-18
5:154834222-154834322	1.52e-08	4.782e-18
1:234532725-234532825	1.044e-10	5.89e-21
9:81669137-81669237	0.0001274	1.236e-12
7:35509149-35509249	3.519e-05	2.075e-13
6:15431018-15431118	7.423e-06	9.848e-16
2:172341167-172341267	0.001476	8.619e-12
1:164635982-164636082	0.0006597	4.228e-08
2:64157923-64158023	3.058e-06	1.265e-17
13:74112029-74112129	1.697e-12	1.355e-21
1:119962508-119962608	0.0001854	1.216e-12
22:43235991-43236091	0.006342	1.084e-11
2:203149362-203149462	0.0007928	8.09e-08
2:28640074-28640174	0.0002671	3.213e-07
13:51585059-51585159	0.0001169	4.902e-11
14:20687550-20687650	1.588e-08	1.145e-18
12:18242811-18242911	1.384e-10	3.429e-21
2:113165059-113165159	0.003054	8.417e-09
X:106692759-106692859	0.0003301	4.292e-10
2:135247031-135247131	3.474e-05	6.569e-11
17:8744902-8745002	5.198e-11	8.106e-22
3:142437074-142437174	0.002115	5.962e-08
10:96714363-96714463	1.861e-12	5.962e-08
4:73412088-73412188	1.403e-09	4.136e-19
6:166997439-166997539	5.699e-10	1.104e-20
13:33260573-33260673	1.278e-05	2.405e-16
8:90008796-90008896	0.0005983	3.986e-14
3:157136946-157137046	5.606e-05	7.99e-15
1:46003438-46003538	4.442e-06	2.208e-14
14:70118230-70118330	5.15e-05	7.008e-11
1:35180017-35180117	9.893e-08	1.155e-12
20:53830182-53830282	8.396e-08	7.708e-19
12:89213890-89213990	2.755e-06	1.074e-09
7:26348584-26348684	1.266e-12	1.579e-25
20:13046595-13046695	8.379e-05	1.297e-10
7:141685789-141685889	9.623e-07	2.121e-15
3:39733977-39734077	0.000287	4.094e-09
17:82037889-82037989	3.842e-07	8.329e-19
8:10691204-10691304	1.475e-07	2.619e-13
7:90777590-90777690	1.975e-06	9.626e-21
16:22354212-22354312	8.548e-08	6.315e-17
9:125150683-125150783	1.218e-09	8.421e-18
18:77321916-77322016	1.771e-05	1.565e-14
6:162234803-162234903	6.005e-09	1.309e-19
12:102480556-102480656	2.013e-08	1.134e-19
1:54275563-54275663	0.0003406	1.675e-17
1:117933907-117934007	2.077e-05	9.468e-11
1:171496710-171496810	8.462e-10	3.54e-24
2:225022387-225022487	3.746e-10	2.472e-16
21:34908743-34908843	3.266e-05	8.566e-11
12:13581906-13582006	1.494e-12	1.447e-27
22:43263340-43263440	0.0001183	1.107e-12
15:95664578-95664678	2.334e-07	8.98e-17
X:147180967-147181067	3.347e-05	5.779e-08
18:22285491-22285591	0.0001096	1.738e-07
2:128195665-128195765	0.004633	7.665e-08
19:35661458-35661558	1.833e-15	3.509e-29
5:126357703-126357803	1.461e-05	1.374e-12
16:2040329-2040429	7.391e-08	7.494e-17
7:73610310-73610410	0.003665	2.205e-05
2:111032764-111032864	0.002624	1.011e-08
12:94501069-94501169	5.877e-09	1.533e-20
14:76962003-76962103	1.706e-09	5.686e-17
4:16239234-16239334	0.004063	1.019e-07
16:87949158-87949258	1.143e-08	2.286e-18
18:46193154-46193254	8.462e-05	8.563e-15
17:7633232-7633332	0.0003464	1.159e-12
9:81587801-81587901	3.742e-08	1.653e-16
10:68301962-68302062	3.932e-06	1.548e-14
1:177651088-177651188	1.525e-09	4.395e-21
3:5250835-5250935	8.63e-05	1.511e-08
17:45273756-45273856	2.988e-06	8.447e-14
3:50584030-50584130	1.524e-07	2.047e-16
4:151797243-151797343	0.001402	6.511e-10
2:236968295-236968395	0.002107	1.016e-09
2:176138005-176138105	2.699e-06	3.53e-19
13:40096145-40096245	1.356e-07	1.298e-14
2:18824550-18824650	1.261e-06	2.865e-17
4:24231082-24231182	0.001369	1.253e-08
14:22955975-22956075	2.576e-05	2.725e-13
17:17446200-17446300	9.131e-11	1.596e-20
14:22853595-22853695	1.146e-08	7.378e-10
4:45992864-45992964	0.0001352	4.857e-11
12:116133261-116133361	9.687e-09	4.237e-16
15:79635231-79635331	0.0001242	3.574e-14
2:95691342-95691442	6.171e-07	8.373e-17
18:34928579-34928679	6.171e-07	8.373e-17
13:91963095-91963195	6.171e-07	8.373e-17
6:2971712-2971812	1.933e-05	2.666e-11
18:34076296-34076396	1.285e-09	3.901e-22
7:27664110-27664210	7.549e-09	4.112e-19
19:40788033-40788133	0.0003728	2.016e-06
10:95503154-95503254	0.0003233	3.905e-09
10:69800217-69800317	0.002108	5.242e-10
5:90867075-90867175	2.216e-11	3.367e-27
2:241359949-241360049	0.002698	4.491e-07
5:90337789-90337889	4.806e-09	3.176e-18
1:77683596-77683696	2.445e-08	5.687e-13
10:131821759-131821859	2.362e-06	1.79e-17
22:20844781-20844881	2.703e-10	1.799e-17
11:118690202-118690302	1.941e-05	1.639e-14
2:21070793-21070893	1.327e-05	9.212e-14
2:237603730-237603830	1.333e-05	7.261e-12
18:58103062-58103162	0.0001324	6.146e-17
11:73876834-73876934	5.842e-11	5.419e-21
4:112900564-112900664	1.593e-11	7.791e-19
11:77128141-77128241	1.781e-09	1.48e-16
1:101004237-101004337	5.684e-07	7.096e-15
7:28156094-28156194	5.941e-10	1.063e-18
19:12551661-12551761	2.99e-08	1.19e-16
1:116334371-116334471	0.0006112	8.143e-06
6:43824189-43824289	2.819e-07	2.391e-11
11:61961533-61961633	6.469e-05	2.886e-10
2:70190888-70190988	2.016e-08	3.191e-18
19:5800769-5800869	3.808e-06	3.93e-17
1:36464574-36464674	2.927e-08	1.989e-18
20:8144721-8144821	1.211e-09	4.493e-17
2:140555806-140555906	2.513e-05	2.204e-13
3:167717060-167717160	0.004102	5.139e-06
1:178022055-178022155	0.009572	6.071e-05
6:119261369-119261469	2.066e-10	2.874e-21
10:43421154-43421254	7.388e-10	6.836e-14
1:145964521-145964621	2.122e-11	2.133e-19
8:17350990-17351090	3.249e-09	4.724e-16
8:133961895-133961995	0.001849	1.086e-08
2:121575946-121576046	5.865e-05	2.32e-14
15:78005266-78005366	5.896e-13	2.32e-14
1:81803846-81803946	7.618e-07	1.029e-16
2:232129604-232129704	7.777e-09	3.759e-17
8:120048552-120048652	2.501e-06	5.809e-12
4:7515699-7515799	1.058e-08	4.785e-14
15:28082922-28083022	0.007764	2.656e-10
6:63571846-63571946	1.112e-09	1.945e-20
17:57517839-57517939	0.002612	1.416e-13
19:11066529-11066629	0.006899	6.813e-11
5:109989347-109989447	4.309e-08	7.942e-16
X:100649670-100649770	2.533e-06	5.402e-18
14:85879048-85879148	3.345e-06	1.434e-13
2:71173221-71173321	0.0002926	5.393e-12
17:21285151-21285251	0.0007329	1.566e-09
10:70369293-70369393	0.0007329	1.566e-09
3:172516509-172516609	1.163e-07	1.14e-14
7:100017492-100017592	5.357e-06	1.286e-12
17:57953427-57953527	0.0001329	8.974e-11
3:123755228-123755328	8.519e-09	6.616e-20
7:55075725-55075825	2.484e-07	6.344e-17
1:99759937-99760037	2.624e-06	3.288e-13
2:88131656-88131756	1.31e-10	3.968e-22
11:16115066-16115166	0.0005156	1.691e-08
12:45727691-45727791	1.414e-08	7.486e-18
7:99211949-99212049	3.984e-05	4.702e-15
12:24496972-24497072	5.937e-05	1.549e-12
22:50397138-50397238	2.964e-08	1.503e-18
2:223901939-223902039	2.591e-09	1.176e-19
18:58569561-58569661	3.522e-11	7.176e-21
3:128845954-128846054	3.291e-07	1.953e-25
1:197955123-197955223	2.387e-05	3.556e-10
11:134250890-134250990	1.553e-08	6.456e-19
17:30332212-30332312	2.481e-10	3.135e-18
22:50202438-50202538	8.987e-06	1.102e-19
6:35415438-35415538	1.443e-08	4.177e-15
16:50804608-50804708	2.28e-05	3.33e-11
1:210942759-210942859	3.365e-08	5.094e-17
18:61865610-61865710	2.168e-06	6.624e-12
11:72766496-72766596	0.0003219	1.747e-10
8:13158370-13158470	2.394e-05	1.439e-06
6:12539058-12539158	8.208e-06	2.054e-11
2:238445503-238445603	3.419e-09	5.62e-19
1:59469028-59469128	6.028e-05	8.847e-13
20:53915923-53916023	4.743e-11	1.09e-20
10:12357897-12357997	0.001437	1.152e-10
X:53441591-53441691	0.0001372	1.758e-10
2:26491712-26491812	8.435e-05	9.948e-14
18:35972330-35972430	4.725e-05	4.8e-14
6:80445895-80445995	0.0009286	1.302e-12
6:138724229-138724329	0.0007098	2.562e-09
8:30391240-30391340	8.601e-08	8.437e-18
3:150269303-150269403	5.688e-10	2.438e-21
12:1768731-1768831	1.58e-06	2.229e-17
1:163531477-163531577	0.002169	2.448e-10
5:78985896-78985996	2.085e-07	3.506e-16
11:63575046-63575146	4.518e-06	5.259e-15
11:45799094-45799194	1.765e-09	2.869e-20
6:24667636-24667736	5.496e-07	1.544e-19
5:41043258-41043358	5.409e-09	2.034e-18
16:2524608-2524708	3.309e-14	2.034e-18
22:20181345-20181445	0.003932	3.319e-07
1:179990993-179991093	6.916e-07	1.732e-15
20:10711428-10711528	5.796e-07	2.034e-17
2:136434571-136434671	0.0007581	1.443e-07
19:23872673-23872773	0.004764	8.991e-11
7:150388900-150389000	2.158e-07	4.453e-15
6:43499584-43499684	6.132e-05	5.841e-10
9:89731018-89731118	8.141e-09	1.023e-17
10:96677612-96677712	0.002721	1.206e-08
10:114526543-114526643	4.559e-06	5.898e-12
14:94379177-94379277	8.566e-07	1.891e-13
5:173622842-173622942	0.0172	1.431e-08
8:64439656-64439756	1.112e-06	6.188e-15
9:78407097-78407197	1.614e-08	1.675e-19
3:127835531-127835631	2.911e-05	5.099e-11
10:87686222-87686322	0.001067	9.48e-07
2:121755517-121755617	2.413e-05	2.831e-15
10:29702666-29702766	0.001925	1.503e-09
5:132414677-132414777	6.107e-11	5.169e-19
2:227406274-227406374	1.713e-06	7.839e-16
18:11909819-11909919	1.713e-06	7.839e-16
6:138598940-138599040	3.277e-06	1.386e-12
10:308616-308716	0.008397	4.336e-05
1:184632893-184632993	2.849e-10	4.308e-21
11:68128317-68128417	1.79e-06	5.341e-12
3:156535297-156535397	2.304e-06	1.971e-14
19:3350496-3350596	1.874e-05	1.714e-12
8:94959952-94960052	6.855e-07	1.108e-15
18:57737908-57738008	1.959e-08	1.872e-20
1:8420430-8420530	0.002228	2.689e-11
15:65171664-65171764	1.807e-05	6.65e-13
18:3454138-3454238	1.792e-07	3.907e-16
19:38074530-38074630	1.752e-05	3.581e-11
14:104091280-104091380	0.0002664	1.654e-14
17:77935377-77935477	1.905e-06	2.22e-15
3:47065882-47065982	2.283e-06	3.575e-14
4:165326939-165327039	0.000324	1.981e-07
15:90038782-90038882	1.05e-08	6.84e-19
2:31414876-31414976	4.671e-07	1.579e-15
13:77434474-77434574	1.112e-05	8.244e-12
5:160029645-160029745	1.697e-05	4.138e-13
1:100515873-100515973	7.169e-10	7.455e-18
19:48795752-48795852	2.053e-08	3.383e-15
15:50185028-50185128	3.076e-08	4.083e-15
4:2946990-2947090	0.0003243	1.578e-08
21:38907293-38907393	1.674e-09	2.627e-19
4:47704780-47704880	6.594e-08	2.698e-17
2:38148571-38148671	2.239e-08	1.526e-14
16:10646806-10646906	2.03e-09	1.186e-15
2:158034368-158034468	1.47e-05	8.657e-13
1:108559891-108559991	4.14e-07	3.067e-09
3:124395952-124396052	2.235e-07	8.858e-16
6:151641109-151641209	2.822e-06	1.342e-09
1:42658073-42658173	1.028e-05	5.201e-17
11:126147913-126148013	0.004764	1.491e-08
2:204974661-204974761	0.0005174	1.691e-08
1:24263351-24263451	0.0006813	1.927e-06
3:61518666-61518766	6.811e-05	1.414e-13
X:115564357-115564457	5.229e-07	1.112e-10
1:151281279-151281379	2.97e-06	1.214e-08
2:166361401-166361501	0.0009226	7.762e-12
X:107718427-107718527	1.333e-10	4.046e-17
1:45545692-45545792	1.333e-10	4.046e-17
11:63510488-63510588	7.063e-09	2.579e-16
2:121531024-121531124	1.03e-07	1.047e-16
12:64659047-64659147	7.67e-06	3.473e-10
5:69517920-69518020	9.566e-10	3.457e-22
3:107810878-107810978	4.634e-10	1.695e-20
2:52495960-52496060	7.439e-10	5.138e-21
5:55601517-55601617	2.059e-09	1.793e-16
13:27367744-27367844	2.303e-09	6.227e-17
13:99285895-99285995	0.000593	4.277e-09
12:104114976-104115076	0.003449	3.403e-08
16:1299605-1299705	2.455e-06	2.193e-14
9:134307819-134307919	0.0001928	9.008e-08
16:2155316-2155416	3.81e-09	8.224e-15
21:41664345-41664445	0.0001673	1.126e-10
8:124601677-124601777	3.586e-10	6.116e-18
19:41085941-41086041	1.954e-07	6.754e-20
10:110709218-110709318	2.686e-06	5.027e-14
6:108729098-108729198	7.496e-18	5.027e-14
1:9900838-9900938	1.504e-07	1.612e-17
22:35623398-35623498	6.233e-06	1.123e-15
3:188003461-188003561	6.233e-06	1.123e-15
15:40353830-40353930	0.001067	2.6e-13
2:222796742-222796842	1.079e-06	1.546e-13
3:36731114-36731214	0.01034	4.998e-07
1:240597664-240597764	2.621e-05	6.331e-12
13:98506886-98506986	5.677e-08	1.447e-18
2:235107243-235107343	1.766e-06	8.789e-12
16:50035793-50035893	0.008318	1.233e-06
X:54640859-54640959	1.986e-06	5.244e-19
1:234617399-234617499	1.341e-08	3.809e-18
8:97208063-97208163	0.0001947	3.389e-09
8:81695030-81695130	0.006975	0.0007429
13:102323617-102323717	0.001698	1.36e-10
11:47572818-47572918	1.737e-05	4.793e-13
X:77087766-77087866	9.807e-08	1.148e-17
9:72232948-72233048	2.239e-08	4.77e-13
13:51643943-51644043	1.028e-06	2.998e-14
17:1460424-1460524	1.857e-05	1.97e-13
11:16335678-16335778	0.00387	1.303e-06
12:83346507-83346607	0.000334	1.105e-13
4:155889549-155889649	3.478e-11	7.904e-27
12:50699281-50699381	3.478e-11	7.904e-27
7:75926826-75926926	6.826e-09	2.208e-20
17:75562061-75562161	2.062e-11	2.272e-19
15:31216437-31216537	1.399e-05	5.727e-17
3:132659770-132659870	8.195e-08	2.249e-12
15:36814274-36814374	4.392e-06	1.662e-15
12:24754921-24755021	3.508e-09	6.439e-16
3:58189227-58189327	7.072e-09	1.64e-16
9:113228350-113228450	8.622e-08	1.922e-09
6:11367823-11367923	3.12e-06	5.888e-14
1:27952278-27952378	1.461e-06	1.18e-14
7:90191162-90191262	8.601e-07	8.342e-13
17:37683681-37683781	0.001978	5.124e-12
10:88064705-88064805	5.484e-09	1.051e-18
5:151020363-151020463	2.344e-09	9.053e-15
14:64405339-64405439	5.637e-07	9.817e-14
2:178506708-178506808	6.354e-05	3.177e-08
2:203527855-203527955	7.162e-06	5.438e-10
7:122317291-122317391	5.617e-05	1.358e-07
13:74107736-74107836	2.943e-07	7.828e-16
3:115706603-115706703	2.711e-06	1.432e-17
13:32255823-32255923	1.075e-08	7.044e-18
3:188002792-188002892	4.866e-07	1.901e-13
3:42101144-42101244	1.152e-06	5.332e-17
7:36273030-36273130	2.508e-10	1.145e-18
14:73772072-73772172	0.0002769	3.497e-10
16:85321973-85322073	5.044e-09	1.168e-20
7:40047802-40047902	5.708e-05	6.526e-10
21:46480639-46480739	7.345e-06	6.181e-14
10:131814515-131814615	1.16e-12	1.263e-23
4:183150146-183150246	0.002833	3.643e-08
19:44207388-44207488	3.83e-08	1.355e-16
16:76964618-76964718	2.146e-06	2.837e-11
17:19720974-19721074	0.0002474	1.665e-14
3:187280774-187280874	0.003363	2.849e-10
3:66625951-66626051	3.366e-10	1.542e-11
2:163773418-163773518	0.0008756	9.285e-11
3:157082427-157082527	0.0002782	4.067e-11
3:72678504-72678604	0.007681	5.059e-07
9:126919369-126919469	5.671e-06	3.835e-13
4:183571449-183571549	5.262e-05	5.484e-06
3:98734059-98734159	0.007198	2.984e-16
22:45435795-45435895	2.343e-05	3.352e-12
9:128557368-128557468	0.0001991	2.188e-15
9:135404247-135404347	0.002313	2.191e-13
7:47581482-47581582	0.0005955	5.387e-06
18:70420240-70420340	1.109e-09	2.272e-21
1:193201148-193201248	1.578e-05	6.001e-11
10:4849843-4849943	8.056e-07	1.401e-15
3:183583420-183583520	6.615e-05	8.265e-08
7:137949059-137949159	0.0001735	6.599e-14
