SEQID	YY1	CTCF	ZBTB33	REST
16:83953153-83953253	1.021e-14	1.475e-10	2.226e-10	9.429e-18
13:110412411-110412511	3.639e-12	7.947e-06	5.124e-10	1.035e-17
16:81863742-81863842	1.105e-14	3.163e-12	5.093e-13	1.823e-14
12:107092070-107092170	9.355e-13	8.049e-06	3.537e-13	3.375e-19
18:35240888-35240988	5.028e-12	9.755e-07	8.12e-08	1.226e-14
16:16593554-16593654	1.255e-14	3.345e-06	2.913e-11	3.425e-14
2:43878016-43878116	6.802e-06	4.632e-05	5.713e-13	3.533e-12
9:126702608-126702708	8.167e-12	0.0005477	4.154e-08	7.528e-17
4:159103003-159103103	5.995e-07	4.681e-10	5.779e-09	3.176e-14
14:106831478-106831578	6.325e-14	0.00256	1.272e-08	3.592e-16
1:112466273-112466373	3.789e-13	0.0001188	5.29e-08	1.321e-15
19:7920545-7920645	2.038e-15	2.326e-11	9.587e-11	2.855e-18
16:69565870-69565970	1.093e-13	6.175e-07	2.419e-08	2.747e-17
15:94231410-94231510	1.099e-13	1.614e-11	1.971e-07	1.647e-15
6:113481536-113481636	4.968e-12	7.158e-09	9.659e-12	1.316e-16
3:49940097-49940197	2.544e-11	1.671e-10	4.591e-08	9.894e-11
10:72273863-72273963	2.015e-13	2.112e-12	3.958e-09	1.416e-14
17:44066575-44066675	0.01787	6.266e-09	4.295e-09	3.739e-13
9:128341574-128341674	2.216e-12	2.616e-07	1.171e-10	5.156e-14
1:44238294-44238394	4.072e-15	2.798e-07	4.748e-09	2.279e-13
2:181891759-181891859	1.722e-14	5.064e-09	1.408e-05	2.056e-16
2:69975844-69975944	4.617e-09	4.511e-12	5.957e-13	5.402e-17
20:31557423-31557523	3.877e-14	1.851e-11	1.017e-13	3.442e-15
3:10942208-10942308	4.422e-15	0.008694	5.141e-11	7.133e-17
1:176897894-176897994	6.504e-13	0.01161	4.164e-09	1.952e-18
17:3636221-3636321	4.404e-13	2.871e-11	2.187e-10	4.14e-17
16:30698138-30698238	0.01052	5.617e-12	0.0004956	1.234e-15
3:113696786-113696886	7.498e-12	1.114e-07	1.076e-10	7.138e-16
17:78378624-78378724	4.376e-16	1.316e-10	4.712e-11	3.044e-17
18:63848306-63848406	1.216e-13	1.844e-05	6.171e-11	1.135e-19
5:42993286-42993386	1.066e-10	6.823e-11	9.585e-11	5.007e-16
8:22109499-22109599	8.221e-15	6.215e-09	4.633e-08	3.192e-16
16:66740109-66740209	8.486e-11	0.0005285	2.942e-12	2.044e-18
12:25250917-25251017	4.032e-12	8.67e-09	1.49e-10	1.178e-15
12:12986143-12986243	1.578e-15	1.209e-06	3.207e-10	8.843e-16
20:50221595-50221695	8.379e-13	3.682e-08	5.046e-13	1.495e-14
3:63351272-63351372	6.046e-13	1.692e-06	7.546e-13	2.265e-15
3:195543389-195543489	4.791e-14	3.263e-10	2.338e-08	6.401e-18
8:125513161-125513261	9.786e-10	1.389e-10	1.466e-09	3.344e-19
3:184363335-184363435	1.049e-12	2.56e-08	7.633e-10	7.258e-15
19:55117742-55117842	5.58e-13	1.846e-09	1.374e-12	4.734e-17
7:30134687-30134787	7.021e-10	8.078e-13	1.417e-07	5.903e-12
4:26410871-26410971	3.328e-12	6.953e-05	1.903e-12	6.149e-19
6:169790239-169790339	1.99e-13	9.71e-08	2.693e-09	1.827e-15
18:76803859-76803959	4.856e-10	0.000265	2.399e-10	5.782e-19
1:31564159-31564259	3.256e-12	1.443e-05	1.594e-11	4.829e-19
9:89605049-89605149	1.709e-12	1.186e-10	4.53e-08	2.376e-17
5:17132678-17132778	4.782e-09	9.791e-07	9.679e-11	2.241e-15
6:154370739-154370839	1.24e-11	1.651e-13	4.73e-12	1.373e-16
5:68252801-68252901	1.625e-08	0.0002051	7.539e-12	9.538e-19
17:79708773-79708873	1.702e-13	0.003617	3.612e-12	3.585e-15
20:8019100-8019200	6.905e-15	3.098e-09	2.654e-06	7.368e-18
12:109098024-109098124	1.248e-12	4.697e-11	7.957e-10	4.631e-17
10:70145760-70145860	3.657e-10	3.845e-10	3.848e-07	1.772e-11
5:171484558-171484658	1.867e-12	0.007987	5.736e-12	7.769e-17
14:99629023-99629123	1.108e-12	5.712e-11	1.263e-10	1.692e-15
11:65890621-65890721	1.821e-14	2.33e-12	1.825e-11	1.21e-15
17:77958471-77958571	3.498e-12	2.257e-11	4.861e-07	1.08e-13
17:75323200-75323300	1.813e-10	2.941e-05	8.133e-12	1.538e-19
6:108566033-108566133	1.813e-10	2.941e-05	8.133e-12	1.538e-19
4:85084512-85084612	5.042e-13	0.001381	1.517e-12	5.466e-21
X:65986398-65986498	6.789e-12	0.0003129	6.857e-10	1.074e-17
20:35664851-35664951	0.001074	5.004e-06	2.075e-12	5.814e-18
7:128031978-128032078	3.069e-12	2.497e-10	2.099e-06	6.287e-16
9:96327879-96327979	3.307e-11	1.688e-06	1.045e-10	5.131e-17
6:26520965-26521065	7.441e-15	2.443e-12	9.048e-10	2.532e-15
2:238256718-238256818	9.631e-12	1.031e-08	2.741e-13	8.947e-14
12:101759603-101759703	1.382e-06	2.428e-08	3.421e-13	1.256e-15
6:30061180-30061280	1.302e-10	5.265e-11	1.371e-08	6.432e-19
2:20242321-20242421	1.064e-13	2.062e-08	1.284e-09	2.662e-17
6:41424586-41424686	1.914e-09	1.107e-05	9.381e-07	7.104e-18
22:42912214-42912314	6.182e-13	7.987e-07	9.373e-14	2.443e-16
15:31435429-31435529	2.451e-13	1.302e-05	9.013e-11	2.386e-17
3:37779750-37779850	1.949e-11	4.811e-09	1.629e-12	1.028e-16
1:226062686-226062786	0.001307	2.03e-14	1.807e-13	1.592e-16
9:34994590-34994690	7.241e-10	9.266e-10	7.537e-11	2.677e-08
17:48107601-48107701	2.224e-14	8.447e-13	2.784e-10	5.375e-10
14:87993348-87993448	2.487e-11	4.791e-05	1.938e-09	2.14e-16
X:24054300-24054400	9.388e-12	1.272e-11	6.409e-10	1.347e-16
19:42177113-42177213	6.2e-11	2.649e-10	4.818e-12	1.14e-17
9:15511210-15511310	8.008e-12	2.098e-08	3.14e-12	2.398e-21
9:85610242-85610342	2.204e-09	0.006307	1.614e-10	8.906e-20
19:8571026-8571126	1.575e-12	3.624e-09	3.421e-11	2.339e-17
1:181084388-181084488	9.634e-14	3.328e-08	7.744e-12	1.231e-14
12:89470852-89470952	2.753e-07	2.999e-05	4.099e-12	1.36e-18
4:168480391-168480491	1.556e-12	6.209e-11	8.496e-07	3.964e-17
1:211579294-211579394	2.352e-11	8.052e-10	2.833e-07	3.791e-18
19:51712810-51712910	8.267e-12	2.113e-08	1.304e-13	3.56e-14
6:158026372-158026472	2.029e-13	1.069e-12	5.198e-12	1.525e-17
17:48080319-48080419	1.07e-09	0.0004305	8.297e-14	1.571e-17
1:154478833-154478933	1.023e-06	0.002736	1.529e-12	2.032e-17
13:41311198-41311298	0.00436	6.656e-10	1.71e-09	1.44e-17
19:12791407-12791507	5.67e-14	2.723e-11	1.997e-08	8.814e-17
19:41397401-41397501	2.413e-07	6.703e-11	4.502e-10	4.535e-16
1:203638995-203639095	2.951e-16	2.748e-09	6.899e-11	3.784e-18
16:28822578-28822678	2.402e-13	2.716e-07	7.215e-07	2.483e-20
15:84748024-84748124	1.541e-12	1.6e-07	9.544e-11	8.768e-09
5:142798582-142798682	2.049e-11	5.764e-12	3.44e-09	2.739e-18
3:184778111-184778211	4.174e-11	4.559e-12	4.599e-11	2.034e-21
6:32700633-32700733	7.043e-10	3.852e-06	1.683e-12	5.453e-20
11:86139136-86139236	1.398e-10	7.698e-13	1.156e-11	4.324e-16
1:40774281-40774381	5.673e-11	0.005105	4.651e-11	1.191e-16
3:57692877-57692977	3.06e-12	1.265e-09	9.701e-07	2.144e-13
1:24745049-24745149	1.57e-15	3.099e-11	1.51e-09	5.663e-14
8:38231568-38231668	6.49e-14	1.935e-10	0.005516	9.287e-17
1:150364579-150364679	1.809e-10	1.737e-10	1.484e-10	1.916e-20
13:19633539-19633639	8.195e-12	2.357e-14	1.344e-05	1.048e-18
10:104268930-104269030	1.177e-15	3.631e-11	2.93e-09	1.687e-14
11:44727927-44728027	5.708e-14	3.5e-05	1.877e-08	1.099e-15
12:27652341-27652441	3.489e-13	0.007831	5.139e-12	3.069e-18
2:152036986-152037086	0.0005608	0.0003102	1.002e-12	5.229e-19
4:7102110-7102210	3.087e-10	1.145e-09	3.038e-09	7.42e-16
9:127424378-127424478	1.151e-13	1.45e-09	1.778e-10	2.416e-15
7:5240304-5240404	2.13e-12	0.001462	1.565e-11	2.55e-17
4:170138729-170138829	5.735e-14	0.0001281	7.098e-09	8.959e-20
5:40679802-40679902	3.626e-11	2.616e-10	4.673e-09	8.507e-18
17:44186741-44186841	6.577e-12	2.74e-09	1.927e-11	3.592e-17
11:59142796-59142896	2.812e-13	2.766e-08	1.433e-11	3.919e-16
5:146182729-146182829	4.556e-10	3.194e-13	1.224e-12	1.118e-18
10:48981422-48981522	1.65e-09	0.005338	6.083e-11	1.45e-16
12:3135552-3135652	2.908e-14	2.746e-11	4.528e-13	3.458e-15
19:51094882-51094982	1.642e-14	0.005821	1.39e-11	2.478e-17
X:22081593-22081693	5.48e-13	0.006752	1.812e-12	5.677e-16
16:58512023-58512123	3.701e-09	0.007113	4.509e-11	2.046e-17
17:43171190-43171290	8.615e-05	1.327e-08	1.455e-10	1.646e-17
11:65084118-65084218	3.618e-08	7.765e-10	2.055e-08	2.309e-15
7:77651689-77651789	2.113e-09	0.001234	2.2e-12	1.439e-19
X:40736002-40736102	5.708e-10	3.857e-11	1.843e-11	6.126e-16
14:24332459-24332559	2.256e-10	4.311e-11	3.14e-10	6.836e-15
12:34218581-34218681	1.469e-13	3.516e-06	2.102e-10	4.842e-15
6:42569881-42569981	2.088e-10	1.472e-10	1.027e-12	1.872e-17
7:88401125-88401225	1.489e-10	0.00013	1.555e-10	1.012e-16
12:123602015-123602115	2.094e-16	8.77e-10	2.852e-10	1.057e-17
6:33197641-33197741	2.096e-12	0.0001359	1.054e-11	4.603e-16
16:4313909-4314009	2.338e-13	6.342e-07	1.881e-08	5.875e-16
17:82037589-82037689	2.411e-08	4.347e-10	1.565e-06	8.24e-18
6:15623703-15623803	4.441e-12	0.0002796	5.613e-11	6.987e-20
21:45709399-45709499	1.023e-10	3.397e-13	6.35e-10	9.128e-18
19:532989-533089	7.808e-14	8.816e-15	5.043e-10	9.239e-14
18:55415419-55415519	1.625e-12	0.003732	2.324e-12	3.33e-13
6:37102702-37102802	1.601e-11	5.718e-13	7.851e-11	4.493e-17
1:20786586-20786686	1.79e-07	1.677e-12	2.614e-08	6.294e-16
7:28020470-28020570	2.23e-09	0.000157	4.431e-09	3.083e-16
1:231241172-231241272	1.284e-05	4.735e-08	3.984e-10	1.01e-15
2:169928623-169928723	1.054e-11	1.255e-13	1.492e-12	1.93e-13
17:46179481-46179581	2.973e-11	4.154e-12	1.497e-13	2.202e-16
4:17636923-17637023	9.271e-10	0.008911	8.839e-08	1.381e-16
1:111507756-111507856	8.406e-11	5.321e-13	2.961e-13	2.206e-20
6:11585531-11585631	4.934e-09	2.289e-06	1.359e-12	1.209e-19
5:178627080-178627180	3.009e-16	6.128e-09	4.907e-09	2.056e-18
8:127400775-127400875	2.06e-10	1.645e-13	4.763e-13	1.06e-19
12:53252118-53252218	5.327e-15	1.706e-11	2.49e-11	3.866e-17
2:209977768-209977868	2.176e-12	0.0001302	5.235e-14	3.112e-21
4:51842919-51843019	2.377e-07	0.0002324	2.914e-12	2.417e-14
19:16324642-16324742	4.772e-14	1.451e-13	3.12e-11	2.03e-17
9:105881888-105881988	1.263e-08	6.803e-12	6.779e-11	1.56e-18
15:57732646-57732746	8.951e-11	0.0002279	1.825e-11	1.306e-16
4:9703596-9703696	5.485e-11	0.000685	1.932e-11	2.71e-17
22:28800511-28800611	3.924e-10	1.998e-14	2.079e-11	2.821e-14
1:183364062-183364162	2.931e-12	3.991e-16	5.654e-13	1.53e-19
12:57243097-57243197	5.269e-13	0.0003475	3.476e-10	2.748e-18
17:10631176-10631276	3.253e-09	0.0004866	7.608e-09	1.651e-18
7:131327870-131327970	0.008635	9.046e-11	2.583e-11	1.999e-12
9:98255911-98256011	2.347e-10	2.439e-12	3.55e-12	1.387e-18
15:76931748-76931848	1.291e-11	7.251e-08	4.56e-07	4.125e-16
4:152643457-152643557	6.523e-12	3.439e-12	7.739e-13	3.052e-18
5:62460608-62460708	6.742e-15	0.0003288	5.124e-14	1.664e-17
3:134486040-134486140	1.166e-12	3.451e-10	2.935e-08	4.654e-17
15:65033153-65033253	7.674e-10	4.044e-07	3.228e-10	6.894e-16
17:56319707-56319807	7.847e-14	9.58e-06	2.337e-14	2.075e-17
X:41180331-41180431	3.45e-10	5.187e-05	6.386e-11	5.086e-17
7:70829252-70829352	4.548e-12	0.001212	1.372e-09	1.601e-14
17:49260410-49260510	6.205e-12	1.655e-11	1.019e-09	8.489e-16
7:36487865-36487965	3.445e-11	5.036e-07	1.296e-14	2.852e-19
9:113407052-113407152	2.897e-13	7.613e-06	5.322e-11	6.839e-16
1:40373608-40373708	2.663e-16	9.961e-10	2.594e-08	9.243e-19
20:31846914-31847014	0.000364	1.524e-10	1.444e-10	9.047e-16
6:169751531-169751631	6.572e-14	1.24e-10	2.263e-09	2.044e-15
15:38699808-38699908	1.972e-10	0.005968	1.007e-08	2.497e-17
17:18260647-18260747	1.279e-11	6.524e-10	1.809e-10	1.445e-15
3:128715195-128715295	5.809e-12	4.755e-10	6.144e-13	2.206e-16
1:6646694-6646794	3.243e-11	1.18e-12	9.21e-14	1.182e-14
6:132279653-132279753	1.794e-11	0.002274	1.932e-13	1.08e-16
19:18401844-18401944	5.904e-16	0.002274	7.703e-17	1.08e-16
10:50624782-50624882	1.261e-12	6.941e-10	8.295e-05	6.085e-16
19:4343555-4343655	6.227e-09	4.708e-10	2.19e-09	5.951e-19
19:10270412-10270512	6.941e-14	5.48e-07	2.474e-09	1.105e-12
2:50529749-50529849	5.829e-12	1.608e-05	2.767e-11	1.279e-18
8:56093835-56093935	1.251e-09	7.154e-06	7.256e-11	3.311e-16
12:110605845-110605945	1.023e-09	5.721e-14	1.325e-11	4.778e-17
4:6681302-6681402	1.012e-11	9.794e-05	1.176e-12	1.43e-14
5:18394297-18394397	5.233e-09	0.0004118	5.089e-13	3.594e-16
1:59976941-59977041	1.074e-10	0.0001718	7.301e-12	1.994e-14
2:42495116-42495216	7.872e-13	3.388e-05	1.982e-08	2.534e-18
X:8879913-8880013	7.872e-13	3.388e-05	1.982e-08	2.534e-18
16:89490662-89490762	3.206e-15	9.616e-15	3.615e-10	1.781e-18
11:95069795-95069895	4.249e-13	0.0005696	1.814e-09	9.221e-20
10:88687994-88688094	1.808e-11	0.0001522	8.506e-12	1.749e-18
10:106711419-106711519	1.593e-11	4.351e-10	7.031e-12	1.125e-16
9:112074917-112075017	4.009e-12	0.000583	2.767e-11	1.782e-15
19:10027850-10027950	6.497e-14	0.003614	6.381e-10	1.137e-16
2:26785752-26785852	1.55e-10	5.928e-05	4.071e-09	2.265e-17
7:93232209-93232309	4.127e-11	7.391e-12	3.195e-11	6.95e-18
17:68290467-68290567	1.878e-11	3.492e-10	5.486e-10	6.037e-18
7:157250750-157250850	1.028e-08	0.0005439	3.991e-11	3.065e-18
8:29647420-29647520	2.556e-10	0.0003672	2.51e-12	1.655e-15
12:53299909-53300009	1.394e-14	5.582e-08	2.57e-10	1.234e-15
15:31264360-31264460	5.887e-10	1.193e-13	1.478e-14	1.186e-14
9:112793384-112793484	8.817e-11	0.004075	2.055e-12	1.081e-15
9:120619878-120619978	5.511e-13	0.006875	2.034e-11	2.993e-17
15:90994598-90994698	4.354e-12	8.822e-14	3.191e-05	2.646e-15
6:31772958-31773058	3.357e-10	1.569e-06	6.046e-11	1.919e-13
18:80262287-80262387	3.357e-10	1.569e-06	6.046e-11	1.919e-13
17:2303697-2303797	0.000508	3.483e-11	3.261e-09	7.495e-16
7:106041265-106041365	1.4e-08	8.973e-10	6.121e-13	3.785e-17
7:43986003-43986103	1.385e-14	0.0008064	5.848e-12	5.215e-15
16:67668023-67668123	2.874e-07	4.308e-10	3.089e-09	1.103e-16
19:7944247-7944347	3.726e-12	2.207e-15	1.901e-13	4.091e-14
3:101813827-101813927	9.445e-11	3.281e-05	4.612e-13	1.797e-17
10:97354157-97354257	1.739e-12	6.765e-12	4.085e-13	2.853e-13
22:26398780-26398880	1.765e-09	3.913e-05	2.063e-11	2.626e-19
19:35143018-35143118	1.507e-14	9.169e-13	1.354e-08	2.667e-17
1:180478309-180478409	9.294e-14	4.712e-06	3.069e-13	4.442e-18
10:93376500-93376600	2.001e-13	0.001268	1.219e-11	5.812e-20
3:194344080-194344180	2.274e-14	0.001329	1.915e-11	7.495e-17
12:95858910-95859010	9.18e-06	2.937e-11	1.056e-09	5.308e-16
16:21520226-21520326	3.831e-06	1.497e-12	5.305e-06	7.215e-18
5:157816786-157816886	1.166e-12	1.67e-15	1.115e-14	5.117e-19
17:47941516-47941616	6.674e-14	2.039e-12	3.611e-12	4.985e-15
8:94553589-94553689	1.009e-09	2.761e-09	4.292e-11	3.358e-12
12:110468330-110468430	7.74e-14	9.113e-13	0.000384	1.502e-14
1:64675887-64675987	6e-08	0.003277	1.025e-10	1.032e-17
10:11515715-11515815	3.179e-14	0.0001505	1.194e-09	3.286e-16
12:112992944-112993044	3.514e-08	0.001275	1.797e-10	1.792e-20
17:78137454-78137554	2.884e-11	0.001009	2.793e-12	5.008e-16
5:177462394-177462494	2.178e-10	6.281e-11	1.594e-10	5.173e-16
2:119759654-119759754	2.266e-11	4.049e-09	0.008931	8.121e-17
4:128812018-128812118	3.55e-14	9.486e-10	5.594e-09	1.863e-15
4:174283256-174283356	6.403e-10	2.954e-11	1.363e-12	4.406e-13
1:156728671-156728771	2.045e-13	1.339e-11	4.154e-07	1.626e-11
19:48619329-48619429	1.279e-10	2.345e-12	8.402e-10	1.546e-15
22:26461369-26461469	5.126e-11	0.0001128	1.998e-11	7.087e-15
19:42242866-42242966	1.637e-13	5.572e-11	1.225e-07	1.64e-17
2:212567799-212567899	9.207e-11	9.635e-11	1.016e-13	1.783e-18
1:161159349-161159449	2.432e-08	1.031e-13	2.815e-09	2.928e-16
2:210445245-210445345	9.17e-11	0.005112	2.058e-12	2.711e-19
22:35352775-35352875	2.018e-12	0.001141	7.681e-13	4.503e-13
1:110339571-110339671	7.524e-12	1.466e-10	4.009e-07	2.137e-15
1:205919077-205919177	2.719e-10	1.833e-05	7.33e-11	1.759e-16
11:45083577-45083677	1.063e-08	3.641e-13	1.081e-12	1.851e-15
17:42388611-42388711	1.002e-11	6.695e-11	6.708e-12	1.496e-14
18:45691384-45691484	3.666e-15	0.0009453	1.072e-08	5.754e-17
22:35024195-35024295	6.328e-14	0.001335	4.893e-07	2.975e-14
12:65602617-65602717	4.429e-13	2.79e-05	1.083e-12	1.753e-18
7:143299984-143300084	7.838e-08	1.471e-09	9.215e-09	4.095e-12
3:196837988-196838088	2.347e-13	1.398e-16	1.704e-12	1.909e-23
6:33789077-33789177	1.428e-10	6.922e-10	4.085e-09	5.293e-13
X:119753867-119753967	2.207e-11	1.197e-07	9.275e-10	9.684e-20
17:29291311-29291411	1.772e-10	7.365e-05	1.768e-08	3.258e-17
14:89939563-89939663	9.258e-10	0.0003455	6.081e-12	8.595e-15
5:90783873-90783973	3.486e-11	0.0001298	7.436e-12	2.385e-14
11:121452253-121452353	7.016e-05	1.356e-06	2.683e-08	2.76e-17
3:28667753-28667853	8.316e-14	6.804e-09	4.975e-15	3.118e-17
19:33177680-33177780	2.578e-15	1.722e-10	3.341e-09	1.032e-18
2:201158471-201158571	1.098e-09	2.543e-05	3.353e-11	6.957e-16
19:57830277-57830377	0.00591	5.191e-11	8.124e-11	1.598e-14
3:100463045-100463145	1.007e-12	1.595e-06	2.218e-11	1.838e-18
12:56104433-56104533	2.675e-12	2.033e-12	1.501e-05	1.336e-14
12:31326119-31326219	9.57e-10	5.363e-11	4.08e-08	8.239e-15
11:3866350-3866450	7.473e-15	3.476e-08	8.748e-12	9.284e-16
6:31229304-31229404	1.068e-13	1.931e-12	6.435e-12	7.986e-20
16:66880505-66880605	5.85e-13	2.318e-08	5.004e-12	1.305e-15
17:48831044-48831144	1.641e-14	4.935e-11	8.872e-08	6.523e-11
19:17496424-17496524	1.766e-15	4.68e-08	2.718e-09	3.54e-14
22:37545264-37545364	1.753e-10	6.622e-07	6.682e-11	1.471e-14
16:89560511-89560611	1.413e-08	2.186e-10	1.561e-08	1.509e-16
13:102847693-102847793	4.739e-14	3.292e-09	5.474e-11	5.96e-19
8:138686686-138686786	6.912e-09	4.223e-11	2.6e-11	8.885e-17
6:41272294-41272394	3.774e-09	6.392e-08	2.039e-11	3.209e-17
6:31158246-31158346	1.114e-13	1.149e-09	4.225e-13	4.25e-19
12:120252186-120252286	4.645e-12	5.246e-18	7.148e-17	7.593e-21
19:36014519-36014619	1.91e-10	2.395e-07	3.786e-08	4.947e-16
13:24997545-24997645	4.198e-13	2.118e-06	8.115e-11	6.158e-18
2:43127847-43127947	1.222e-13	4.648e-08	1.718e-11	1.526e-13
19:47699435-47699535	1.565e-15	4.614e-06	5.458e-12	1.045e-17
2:31138094-31138194	2.637e-14	3.338e-06	1.55e-08	1.129e-13
3:69080354-69080454	1.5e-16	4.138e-13	3.846e-11	2.343e-16
11:123111493-123111593	5.672e-13	0.0001017	2.862e-12	2.429e-16
1:223696571-223696671	3.321e-12	0.01067	7.349e-10	4.943e-16
3:10739021-10739121	3.262e-09	0.009644	2.741e-11	3.025e-17
14:23007036-23007136	7.467e-16	5.027e-13	1.998e-05	2.316e-15
3:3126945-3127045	8.694e-12	3.036e-13	9.01e-10	2.578e-18
X:130917001-130917101	1.464e-10	0.01117	1.252e-09	3.466e-14
20:44960374-44960474	7.308e-16	6.994e-10	4.67e-08	3.102e-18
3:66822458-66822558	2.947e-13	3.079e-05	2.222e-11	3.334e-12
17:57672072-57672172	1.646e-11	1.029e-09	2.499e-09	4.987e-18
11:34926211-34926311	4.613e-09	0.0001614	1.949e-12	6.111e-20
4:24488782-24488882	2.371e-09	0.0001796	6.145e-11	2.167e-17
2:72137603-72137703	1.384e-08	1.922e-06	5.231e-07	2.474e-17
1:25520611-25520711	1.102e-11	0.01071	7.367e-13	6.501e-18
16:1493312-1493412	7.394e-13	7.926e-10	7.758e-09	1.029e-17
6:36121362-36121462	5.82e-11	8.725e-09	5.331e-09	4.42e-18
19:3783737-3783837	3.074e-08	9.713e-06	8.061e-12	1.443e-14
6:64505486-64505586	9.657e-10	2.198e-05	5.135e-12	6.087e-19
12:6951297-6951397	9.382e-14	2.076e-10	2.019e-10	8.583e-17
14:76710270-76710370	3.617e-08	0.001358	8.653e-12	3.16e-19
10:102120266-102120366	1.772e-11	1.918e-11	5.958e-09	7.368e-15
16:2911901-2912001	5.645e-14	4.013e-12	1.379e-07	1.549e-16
1:23528263-23528363	2.52e-15	2.306e-12	4.604e-13	1.629e-17
2:88351035-88351135	8.464e-07	1.456e-10	6.139e-12	7.042e-16
4:103009267-103009367	1.818e-09	1.951e-05	2.015e-12	3.108e-18
1:46604118-46604218	3.247e-10	2.438e-09	6.435e-10	8.043e-16
15:40895020-40895120	5.343e-14	4.975e-13	8.197e-07	5.075e-17
17:60139972-60140072	2.893e-13	2.597e-05	5.313e-10	1.144e-17
2:157453942-157454042	5.764e-10	7.539e-07	3.327e-11	9.803e-18
14:69242699-69242799	5.764e-10	7.539e-07	3.327e-11	9.803e-18
19:38243948-38244048	1.363e-12	0.0111	1.868e-09	5.104e-16
10:95758104-95758204	6.815e-12	6.945e-12	7.917e-14	1.237e-16
19:13952259-13952359	1.901e-10	1.852e-10	1.456e-08	1.501e-15
2:69012961-69013061	2.213e-08	0.002455	6.446e-06	8.291e-18
19:32340391-32340491	5.107e-08	0.0005719	6.761e-10	5.698e-19
5:43020163-43020263	1.272e-12	7.321e-11	4.499e-11	2.902e-16
3:15099075-15099175	1.688e-05	4.194e-11	3.028e-11	2.852e-16
7:75617796-75617896	4.745e-12	2.109e-10	1.688e-10	3.826e-15
8:23410509-23410609	6.959e-14	3.696e-05	1.086e-09	8.567e-17
15:68054202-68054302	4.997e-16	2.225e-10	1.553e-11	5.062e-18
14:71322769-71322869	1.579e-14	5.881e-07	1.521e-10	1.501e-16
1:29230987-29231087	2.045e-13	1.651e-08	2.403e-11	2.081e-18
12:117236586-117236686	1.24e-11	0.01016	1.04e-10	1.97e-17
7:36153093-36153193	1.859e-14	3.732e-08	5.794e-08	2.25e-15
13:30335260-30335360	2.426e-07	6.224e-06	4.21e-13	9.133e-18
17:10063067-10063167	4.654e-12	9.425e-08	1.112e-09	1.713e-19
4:143336563-143336663	1.893e-15	7.224e-10	2.223e-07	3.22e-15
14:37903741-37903841	1.283e-12	9.454e-07	3.485e-10	4.938e-21
7:22083014-22083114	3.032e-15	4.406e-09	3.108e-07	8.298e-17
3:32175752-32175852	4.978e-12	0.000379	2.041e-11	6.884e-17
16:19886415-19886515	1.205e-11	0.001911	2.03e-11	9.309e-16
2:181466783-181466883	5.763e-10	0.003305	6.304e-11	4.822e-14
13:41007501-41007601	5.168e-08	1.277e-07	1.864e-11	2.599e-20
7:42912048-42912148	1.848e-14	2.831e-11	7.081e-09	5.482e-18
12:54280165-54280265	2.619e-07	4.827e-09	5.325e-11	2.83e-17
9:107283870-107283970	3.066e-10	5.065e-12	7.323e-07	1.199e-17
16:66516821-66516921	1.047e-11	5.065e-12	1.288e-16	1.199e-17
19:55654905-55655005	2.56e-12	4.712e-10	3.492e-12	6.145e-19
2:231104261-231104361	1.636e-10	1.742e-08	2.866e-07	2.338e-15
8:58553173-58553273	9.916e-10	3.581e-12	5.464e-10	7.824e-16
4:146095237-146095337	5.562e-08	8.231e-05	1.21e-10	4.601e-18
10:133309034-133309134	4.306e-12	7.758e-09	7.572e-05	6.934e-15
2:60560915-60561015	6.052e-08	0.01251	5.867e-13	1.439e-20
22:39003249-39003349	4.413e-11	2.226e-05	1.72e-10	4.333e-18
4:3942608-3942708	1.195e-09	5.339e-07	3.014e-12	6.648e-14
2:218370587-218370687	3.67e-11	2.199e-10	6.164e-13	1.538e-18
20:3316741-3316841	1.683e-11	3.053e-05	2.69e-13	7.445e-14
1:169546550-169546650	3.115e-13	3.613e-11	7.965e-12	1.031e-18
17:68035352-68035452	3.273e-14	6.083e-12	8.172e-08	9.168e-17
1:46303292-46303392	0.01133	1.559e-06	1.69e-08	2.194e-14
19:19138445-19138545	7.046e-14	5.885e-12	1.125e-09	9.031e-18
9:99140867-99140967	1.218e-17	9.514e-17	1.357e-14	1.269e-30
22:24129029-24129129	2.933e-10	2.14e-07	1.196e-11	2.356e-14
3:185280918-185281018	3.62e-08	0.0004784	8.129e-12	1.147e-18
6:36874925-36875025	7.83e-12	6.046e-08	2.266e-10	4.082e-15
6:139219332-139219432	1.833e-09	3.273e-05	5.036e-11	6.848e-13
8:13042426-13042526	2.019e-10	0.009368	6.156e-10	2.975e-17
19:52189566-52189666	5.631e-13	1.12e-10	1.358e-10	2.511e-13
1:54792068-54792168	8.579e-13	0.000903	7.159e-13	5.112e-18
3:71397203-71397303	4.599e-14	1.507e-08	1.138e-11	1.704e-14
17:77096576-77096676	9.37e-14	2.955e-07	4.645e-13	6.463e-21
7:142632631-142632731	1.145e-14	0.0006126	3.491e-09	4.623e-14
2:65017518-65017618	1.184e-13	2.436e-09	3.708e-11	5.683e-19
11:113994460-113994560	2.212e-08	0.002464	1.011e-10	4.02e-15
15:80776584-80776684	1.332e-10	3.367e-05	1.666e-11	6.179e-15
5:43557095-43557195	4.662e-12	1.054e-08	5.502e-06	3.109e-17
