SEQID	USF2	MAX	BHLHE40
16:48511439-48511539	8.548e-05	9.313e-06	4.431e-06
16:75462960-75463060	0.003128	4.888e-05	3.938e-07
18:22348787-22348887	8.973e-07	0.00401	5.491e-06
4:3955861-3955961	0.0001298	0.0029	6.089e-05
5:93604161-93604261	0.002582	0.001308	0.0001779
7:81161501-81161601	3.51e-05	3.347e-05	2.216e-06
1:173405902-173406002	9.841e-06	0.001615	0.0001323
8:94111571-94111671	2.514e-05	5.627e-05	3.053e-08
2:237435154-237435254	8.028e-06	0.003192	6.338e-05
18:58143554-58143654	1.246e-06	3.974e-05	1.269e-06
22:29268624-29268724	2.694e-05	0.001812	7.458e-07
21:16085606-16085706	1.655e-15	1.025e-13	3.124e-13
5:172455876-172455976	4.039e-05	0.001262	9.716e-07
5:122078011-122078111	0.0002078	0.0004229	0.002374
17:76446216-76446316	0.0005064	0.001154	0.00471
10:97649132-97649232	7.224e-09	8.047e-08	1.272e-09
4:25440081-25440181	1.51e-11	1.472e-08	4.951e-12
2:190881988-190882088	6.531e-07	0.0005111	0.0005864
17:15999741-15999841	7.068e-11	2.438e-05	5.751e-07
5:79514569-79514669	6.418e-09	3.832e-06	6.685e-07
10:18659236-18659336	2.325e-10	1.993e-06	2.565e-05
3:106014136-106014236	0.0006746	2.492e-05	2.082e-07
20:17543541-17543641	0.001986	1.321e-05	4.453e-06
22:21002236-21002336	8.005e-06	0.0009904	1.755e-07
5:418964-419064	0.00612	1.226e-05	5.538e-08
22:49968015-49968115	0.007174	3.277e-06	5.408e-06
17:44547151-44547251	1.705e-09	1.61e-08	3.15e-11
1:179293690-179293790	4.608e-11	7.362e-07	7.077e-06
2:223059369-223059469	0.00136	2.018e-05	6.431e-08
12:127285085-127285185	1.212e-06	0.001033	6.487e-05
9:99266605-99266705	0.0001868	0.003054	1.247e-06
16:89410845-89410945	7.729e-06	0.004694	1.333e-05
14:72726658-72726758	3.384e-09	6.708e-10	6.609e-11
19:38831777-38831877	1.81e-09	4.175e-07	6.165e-06
17:82519210-82519310	2.152e-09	1.433e-05	3.271e-07
22:23070163-23070263	5.282e-11	2.541e-05	6.36e-07
19:12782968-12783068	8.725e-11	7.934e-07	2.834e-06
6:18269449-18269549	1.246e-15	7.404e-12	7.551e-12
14:102579945-102580045	6.986e-09	1.284e-06	1.239e-09
5:9712660-9712760	2.059e-06	0.003245	0.003661
9:130681364-130681464	7.321e-06	0.002057	2.35e-05
11:117315327-117315427	0.002609	0.003557	0.0001604
2:31246344-31246444	2.151e-10	4.96e-09	1.303e-11
22:28440656-28440756	0.001935	5.608e-05	4.433e-06
1:66924840-66924940	3.675e-15	1.587e-07	1.522e-11
11:35391042-35391142	1.84e-10	5.015e-06	2.858e-05
17:32127586-32127686	3.56e-05	0.0005676	3.069e-05
7:78142062-78142162	1.434e-11	1.416e-08	1.518e-11
15:63600817-63600917	2.392e-10	0.0002947	2.322e-05
19:19034408-19034508	1.669e-05	2.935e-07	2.476e-06
21:43725888-43725988	6.166e-06	0.002245	4.476e-05
17:62723877-62723977	1.766e-07	0.002434	1.859e-06
8:43199406-43199506	7.883e-06	6.678e-06	9.792e-07
15:77592912-77593012	3.867e-23	1.927e-16	1.835e-12
14:51609994-51610094	3.995e-11	3.484e-09	4.416e-12
12:56759591-56759691	2.483e-05	0.002592	0.002674
10:84269320-84269420	0.01042	2.819e-05	2.702e-07
19:38335727-38335827	7.751e-11	4.23e-06	5.322e-08
6:9141009-9141109	7.423e-06	2.887e-05	1.432e-06
19:1186450-1186550	7.481e-21	8.204e-13	5.622e-14
16:87790093-87790193	4.005e-09	2.279e-06	6.318e-06
3:37994423-37994523	0.0001219	4.689e-06	1.475e-06
19:45972089-45972189	0.0004643	0.001069	0.0005837
19:55180150-55180250	2.23e-07	0.0006725	2.275e-05
2:101464353-101464453	1.706e-05	1.298e-05	3.752e-06
1:37474500-37474600	1.999e-07	3.253e-06	3.377e-08
7:75535041-75535141	0.0006678	2.244e-06	1.968e-06
14:75280035-75280135	5.606e-08	2.179e-07	1.326e-08
20:49596385-49596485	4.968e-07	0.001672	4.923e-06
1:15172539-15172639	4.968e-07	0.001672	4.923e-06
15:22887546-22887646	6.245e-07	9.201e-05	1.063e-09
18:8800499-8800599	0.0003133	0.0005875	4.579e-05
3:128619561-128619661	1.865e-06	2.927e-05	1.346e-07
3:50246668-50246768	1.771e-07	0.002434	1.86e-06
9:35489861-35489961	5.055e-11	7.361e-07	7.077e-06
2:157261452-157261552	0.0002316	6.505e-05	9.761e-08
6:12182850-12182950	0.0006349	5.626e-05	1.76e-08
5:143630425-143630525	3.173e-05	0.0001248	2.715e-06
17:44324822-44324922	1.208e-09	2.67e-06	2.423e-09
1:19597691-19597791	2.948e-06	0.004192	0.000231
2:10584382-10584482	3.928e-08	0.001826	9.373e-06
5:154757156-154757256	0.001935	1.36e-05	4.432e-06
19:40778127-40778227	1.491e-11	7.473e-09	5.071e-09
6:159790325-159790425	1.641e-11	3.173e-08	2.962e-10
11:115757301-115757401	1.939e-12	0.000225	0.0001206
9:135961505-135961605	2.882e-06	0.00298	3.103e-07
16:642310-642410	0.0001239	0.0029	6.089e-05
10:30553967-30554067	6.737e-05	0.0003009	0.002488
7:105692141-105692241	0.003018	3.277e-06	5.408e-06
2:186693907-186694007	3.864e-05	8.136e-06	1.921e-06
11:65261761-65261861	3.582e-11	1.167e-05	3.564e-05
11:57425227-57425327	3.725e-05	0.002588	0.002674
12:114408075-114408175	1.054e-10	1.374e-06	1.437e-06
1:212700090-212700190	0.001577	0.00356	0.0001605
21:44970001-44970101	3.552e-12	1.395e-10	1.874e-09
11:67428388-67428488	1.96e-12	5.671e-09	1.609e-08
20:51749756-51749856	1.943e-20	2.224e-10	1.096e-12
16:8797402-8797502	0.0006486	6.318e-06	1.509e-06
10:116747489-116747589	7.255e-11	7.251e-09	6.087e-09
2:171160863-171160963	8.023e-11	2.251e-06	3.19e-05
10:77050056-77050156	0.001214	1.388e-05	4.321e-08
7:155270389-155270489	5.101e-06	0.0005927	0.0001561
13:109869666-109869766	5.252e-05	0.0009492	0.0006829
M:14846-14946	4.604e-11	1.768e-08	4.19e-09
9:99259549-99259649	9.862e-05	4.683e-06	4.158e-06
X:153708612-153708712	3.822e-05	1.117e-07	1.366e-06
4:147088330-147088430	0.003018	3.47e-06	6.401e-06
19:4580433-4580533	0.002028	0.0006629	0.006576
22:19171618-19171718	7.767e-11	6.371e-06	5.774e-06
21:36059939-36060039	9.121e-06	0.001671	3.204e-05
1:234997367-234997467	1.92e-09	3.673e-07	1.958e-07
16:11632723-11632823	5.839e-10	3.71e-06	3.355e-06
11:72727700-72727800	5.767e-05	2.021e-05	3.544e-07
19:45406572-45406672	6.139e-06	0.002151	3.191e-07
1:236686422-236686522	3.487e-12	3.709e-08	2.845e-08
11:66480293-66480393	5.71e-11	1.073e-09	3.868e-11
14:68685839-68685939	0.0005074	6.617e-05	1.049e-07
16:85129930-85130030	0.0001779	0.001812	7.458e-07
2:239049526-239049626	0.0001045	0.0029	6.089e-05
22:31662212-31662312	4.395e-11	7.17e-07	1.021e-06
21:36027517-36027617	3.732e-05	1.513e-05	1.873e-06
10:100365036-100365136	0.0008818	0.003557	0.0001604
19:6023383-6023483	0.0001897	0.002588	0.002674
2:8681922-8682022	2.979e-10	2.092e-07	3.033e-08
14:103118163-103118263	0.003341	0.001306	0.0001776
5:148998370-148998470	0.004632	1.223e-05	5.427e-08
14:103529160-103529260	5.362e-06	0.001627	0.0008949
9:107810111-107810211	4.018e-10	1.479e-08	4.407e-14
22:26628893-26628993	5.743e-12	3.344e-10	3.01e-12
20:49979088-49979188	2.682e-05	0.002256	0.00385
17:80034815-80034915	4.497e-05	0.0001267	0.001473
7:43926706-43926806	3.108e-10	1.68e-06	4.279e-09
2:172240071-172240171	4.984e-20	1.37e-15	3.069e-14
9:37938311-37938411	5.176e-11	1.056e-06	8.095e-10
15:72783738-72783838	1.27e-09	3.649e-07	2.924e-08
21:15010143-15010243	0.0007441	5.927e-05	4.215e-10
1:7783847-7783947	0.0001246	0.002323	9.536e-07
9:136741098-136741198	5.973e-05	0.002929	6.42e-05
8:95746206-95746306	4.007e-05	0.0002862	0.003847
20:23350251-23350351	8.699e-08	3.394e-05	1.892e-09
18:59514313-59514413	4.902e-05	0.001031	3.597e-05
15:89411542-89411642	6.854e-05	0.0002878	0.003847
3:53046511-53046611	0.000209	0.0007064	0.003748
10:5845167-5845267	0.00123	0.0002486	0.004588
9:2809806-2809906	9.105e-05	3.317e-06	1.879e-07
3:106345501-106345601	1.171e-08	8.338e-08	1.272e-09
2:69914253-69914353	0.0005606	0.002212	1.319e-06
4:4290124-4290224	4.091e-14	2.714e-09	1.478e-10
19:480344-480444	3.796e-05	2.029e-05	2.149e-06
7:94620702-94620802	0.0002291	0.0005927	0.0001561
7:66844910-66845010	2.051e-10	2.917e-06	4.79e-08
12:122647083-122647183	5.839e-09	0.0006733	2.298e-05
3:196081517-196081617	5.177e-05	0.003379	4.467e-06
11:18595591-18595691	2.43e-07	0.001672	4.952e-06
4:163166184-163166284	1.566e-05	0.001057	0.0001484
15:88621251-88621351	2.658e-06	2.345e-05	8.995e-08
3:45958675-45958775	0.004632	1.227e-05	5.429e-08
1:28590359-28590459	8.006e-06	0.0009904	1.746e-07
19:14117877-14117977	2.389e-13	3.102e-09	3.987e-09
11:59614425-59614525	5.766e-05	2.013e-05	2.941e-08
15:71067033-71067133	1.094e-05	1.109e-05	5.097e-07
1:224726895-224726995	1.934e-09	7.58e-10	9.84e-10
8:15645671-15645771	0.0003404	1.511e-05	1.748e-06
12:121686935-121687035	1.688e-09	4.367e-07	6.295e-06
3:129490416-129490516	9.664e-09	3.057e-08	4.737e-10
2:234984035-234984135	4.991e-06	0.001672	4.92e-06
11:69674948-69675048	9.755e-05	0.001007	0.005538
19:4639034-4639134	9.569e-05	0.006408	5.068e-06
1:2199228-2199328	1.206e-07	0.001672	4.92e-06
4:102345494-102345594	3.411e-06	0.005207	4.832e-05
8:94081162-94081262	2.514e-05	5.624e-05	1.756e-08
9:5582995-5583095	7.474e-05	1.385e-05	1.14e-06
X:9463155-9463255	1.345e-07	0.001081	0.0002096
19:10565354-10565454	4.146e-06	0.001812	7.458e-07
17:19384751-19384851	0.0004078	0.001879	7.504e-05
19:39406986-39407086	9.761e-12	3.99e-10	1.176e-08
10:127149720-127149820	0.003018	0.002437	7.266e-06
12:49622962-49623062	1.406e-07	0.001172	0.000236
15:68347131-68347231	9.549e-05	3.898e-05	3.506e-06
12:12717149-12717249	2.066e-08	1.041e-06	3.084e-05
1:20633290-20633390	4.412e-07	0.0007681	1.895e-07
6:43114151-43114251	5.262e-05	0.0009572	0.0006833
5:14450054-14450154	5.328e-05	3.317e-06	1.878e-07
18:58914181-58914281	0.00155	7.153e-06	2.724e-06
1:43453943-43454043	5.547e-11	5.981e-08	9.041e-08
2:68157841-68157941	3.832e-07	0.001563	0.0001198
2:100819272-100819372	2.857e-05	0.001615	0.0001323
4:46844517-46844617	1.85e-06	0.00401	5.491e-06
7:101244356-101244456	1.415e-05	1.352e-06	7.133e-11
8:103184786-103184886	1.635e-09	2.35e-05	5.601e-10
2:174248753-174248853	7.501e-06	0.001615	0.0001323
5:10702124-10702224	1.515e-36	1.182e-16	2.564e-14
10:100909663-100909763	0.0001344	0.004333	5.787e-05
7:138876051-138876151	0.0001344	0.004333	5.787e-05
4:139461190-139461290	3.344e-13	3.745e-11	7.349e-07
8:38937824-38937924	0.0002317	8.881e-07	3.52e-08
6:57242629-57242729	0.0001169	1.32e-05	2.166e-06
16:89175394-89175494	0.0001169	1.32e-05	2.166e-06
8:30534585-30534685	0.0001464	0.0005875	4.579e-05
6:45420828-45420928	7.299e-06	0.002245	4.476e-05
11:35166932-35167032	9.932e-06	1.845e-05	1.514e-08
3:159865088-159865188	0.005724	3.277e-06	5.408e-06
16:67240574-67240674	2.48e-07	0.00155	9.557e-06
17:5111586-5111686	5.163e-05	0.0006634	0.006576
13:110250392-110250492	0.0006746	2.498e-05	2.075e-07
5:150847166-150847266	8.986e-10	0.000428	0.0001086
18:51066444-51066544	1.113e-13	3.896e-08	5.068e-11
6:108558478-108558578	4.494e-10	3.506e-06	6.946e-06
6:133548602-133548702	0.0001331	8.38e-05	3.646e-08
7:151085693-151085793	0.0001197	0.001812	7.457e-07
15:70195900-70196000	1.798e-07	0.0007922	9.959e-07
17:65055784-65055884	0.001214	1.394e-05	4.655e-08
13:44313927-44314027	3.75e-14	1.821e-09	6.412e-08
9:89153707-89153807	0.0003404	1.518e-05	1.748e-06
8:41799494-41799594	0.00155	7.241e-06	2.724e-06
11:107565317-107565417	7.592e-05	0.001594	2.869e-05
19:49127953-49128053	3.526e-10	8.085e-08	1.085e-08
8:98211559-98211659	8.717e-07	3.813e-05	1.335e-06
7:80210539-80210639	0.0003698	1.302e-06	2.056e-06
20:3846737-3846837	1.289e-10	2.015e-05	8.125e-08
12:57140506-57140606	1.289e-10	2.015e-05	8.125e-08
19:1796231-1796331	0.002453	0.003557	0.0001604
5:134568085-134568185	7.367e-07	1.631e-05	1.685e-09
12:53078865-53078965	0.0004118	0.00438	8.798e-07
5:43017985-43018085	2.097e-10	1.581e-06	1.84e-07
1:44807502-44807602	1.71e-07	5.185e-05	1.089e-06
9:37784929-37785029	1.011e-06	3.231e-06	5.817e-08
22:40044507-40044607	6.212e-07	2.823e-05	3.43e-08
6:35500942-35501042	4.37e-10	6.046e-09	3.585e-10
14:49634274-49634374	1.354e-07	0.002151	5.622e-07
1:92709990-92710090	0.0004376	1.845e-05	1.44e-08
2:96342239-96342339	8.664e-12	1.277e-06	6.59e-09
9:136401694-136401794	1.097e-06	0.00124	0.0002456
16:67055794-67055894	1.021e-05	8.235e-06	1.808e-08
11:112322070-112322170	0.0004584	1.387e-05	3.979e-08
19:41310320-41310420	8.488e-11	7.417e-07	7.077e-06
1:39576407-39576507	8.264e-18	1.127e-12	5.165e-15
3:105366661-105366761	1.663e-10	1.674e-05	1.771e-07
16:3020847-3020947	4.185e-07	3.889e-05	6.797e-10
7:151083532-151083632	4.859e-07	0.0007922	9.962e-07
10:62069952-62070052	0.007183	6.521e-06	5.437e-06
17:8118512-8118612	0.0001493	0.0009811	0.0006831
1:94734986-94735086	8.442e-17	5.594e-12	2.648e-12
9:107707491-107707591	5.237e-06	3.659e-05	9.251e-08
1:169485268-169485368	2.406e-09	1.535e-05	3.471e-07
3:9778770-9778870	2.892e-08	5.029e-05	1.431e-09
3:29256255-29256355	0.002258	7.945e-06	2.861e-07
12:109777709-109777809	1.389e-21	2.864e-13	5.57e-16
17:789347-789447	0.00295	6.266e-06	4.431e-06
18:21740616-21740716	8.274e-13	1.781e-08	5.521e-10
2:212912530-212912630	3.836e-07	0.002623	7.671e-06
19:12775172-12775272	0.0004434	0.00193	0.0002048
1:97820605-97820705	2.608e-05	0.003165	0.0002785
13:30408601-30408701	2.771e-05	0.001516	0.0001556
2:10689935-10690035	3.685e-11	8.248e-06	4.086e-09
3:47022924-47023024	0.001214	1.387e-05	3.979e-08
12:111455840-111455940	9.482e-06	0.0005948	0.0002493
8:38939461-38939561	1.971e-05	0.0004319	0.0001121
1:39845781-39845881	1.282e-12	2.04e-09	4.415e-10
1:1407229-1407329	4.511e-10	1.876e-06	8.174e-06
13:29512107-29512207	7.754e-07	0.001672	5.014e-06
19:29693707-29693807	0.0006995	0.0007016	0.006953
11:57483177-57483277	5.062e-06	0.001031	3.596e-05
9:130712649-130712749	1.664e-08	3.58e-06	1.922e-05
1:228457509-228457609	4.373e-08	3.648e-06	3.187e-07
17:75034463-75034563	1.314e-05	0.004005	7.919e-05
12:2613805-2613905	3.468e-13	5.029e-10	1.199e-12
3:74599694-74599794	8.847e-16	2.606e-09	1.941e-09
2:182672918-182673018	0.002597	0.0007473	0.00549
1:184057094-184057194	3.36e-27	8.227e-19	3.265e-20
19:45591104-45591204	5.768e-05	0.002588	0.002674
5:97183770-97183870	2.591e-08	0.0008005	4.987e-06
17:40536033-40536133	2.591e-08	0.0008005	4.987e-06
9:37592613-37592713	6.704e-11	3.268e-07	5.647e-06
16:1493172-1493272	9.689e-05	0.001812	7.459e-07
3:42778755-42778855	1.089e-12	9.871e-09	4.792e-10
10:48604645-48604745	0.0004691	4.217e-05	1.327e-06
10:117375594-117375694	0.0001779	0.001812	7.729e-07
1:71638191-71638291	3.983e-09	1.213e-07	5.9e-07
2:178277827-178277927	0.001604	0.001879	7.504e-05
4:76090352-76090452	2.845e-10	4.33e-07	1.373e-07
11:843989-844089	2.868e-05	0.001033	3.63e-05
12:89875418-89875518	0.00155	1.531e-05	2.724e-06
22:50482315-50482415	0.001328	0.0008524	0.0008318
6:47698656-47698756	0.0001577	0.001879	7.504e-05
12:93814630-93814730	8.233e-16	5.217e-12	4.559e-14
9:4792882-4792982	3.581e-06	0.002151	3.147e-07
17:81642168-81642268	1.288e-09	1.377e-06	4.189e-06
14:63436018-63436118	0.0002314	5.626e-05	1.767e-08
12:49707640-49707740	3.53e-10	1.578e-06	1.547e-07
20:16573643-16573743	0.001517	1.108e-07	1.366e-06
2:205868917-205869017	0.00193	1.387e-05	3.973e-08
16:2205685-2205785	2.591e-10	2.996e-06	9.499e-06
20:10350974-10351074	2.591e-10	2.996e-06	9.499e-06
6:166601051-166601151	0.0005165	0.00438	8.722e-07
22:29044656-29044756	1.173e-06	1.543e-05	3.348e-08
12:108838438-108838538	3.225e-05	0.0001062	8.76e-06
10:5546130-5546230	3.752e-11	1.086e-05	1.711e-05
3:14788854-14788954	3.033e-16	6.58e-11	2.81e-11
8:23755571-23755671	6.381e-05	1.723e-05	5.078e-08
7:40579612-40579712	2.882e-06	0.002245	4.476e-05
6:146914169-146914269	6.442e-06	0.0009843	7.604e-07
13:93847213-93847313	7.738e-06	0.00119	0.0006932
19:1604853-1604953	8.005e-06	0.0009904	1.749e-07
17:7191622-7191722	1.616e-12	2.818e-10	9.419e-10
13:75549404-75549504	2.254e-10	3.985e-05	9.52e-09
3:100186486-100186586	0.002189	1.833e-05	7.813e-07
12:59596981-59597081	1.414e-05	0.0002787	0.001182
7:69598174-69598274	4.542e-05	0.000851	5.36e-05
20:23145516-23145616	1.383e-06	0.001918	0.0002438
6:26217229-26217329	2.609e-08	1.04e-06	3.083e-05
20:63948916-63949016	0.0002991	0.0008524	0.000833
16:87381494-87381594	6.321e-22	1.089e-14	9.343e-17
15:90553639-90553739	1.102e-17	3.726e-11	5.803e-10
5:172423548-172423648	7.701e-22	1.914e-14	8.02e-15
12:63955912-63956012	1.805e-06	0.004192	0.000231
20:50224730-50224830	5.644e-06	3.723e-05	1.157e-06
21:33656084-33656184	5.179e-14	2.788e-10	1.018e-09
5:39395060-39395160	9.014e-05	2.834e-05	3.299e-06
10:24449363-24449463	3.109e-06	0.003185	0.0002785
14:103607245-103607345	5.192e-13	4.017e-09	1.677e-10
7:33849183-33849283	2.371e-06	2.975e-05	1.583e-10
17:82494823-82494923	2.339e-05	2.458e-05	1.697e-06
X:15674803-15674903	7.939e-10	6.602e-06	8.379e-07
10:35044061-35044161	9.22e-07	0.0006707	2.804e-05
15:63233723-63233823	0.0001261	0.003165	0.0002785
14:75979895-75979995	0.001167	0.002083	0.0001797
9:128048766-128048866	3.037e-32	2.347e-21	3.323e-17
5:132387796-132387896	2.066e-08	3.227e-07	1.966e-05
4:47643168-47643268	0.007291	0.0003078	0.007703
11:61496171-61496271	0.00163	0.003558	0.0001605
14:74905801-74905901	4.65e-06	0.000728	0.0001327
16:382128-382228	3.052e-14	3.06e-08	5.519e-08
X:119482767-119482867	5.422e-06	0.0007271	0.0001335
2:130834146-130834246	1.234e-06	0.002434	1.866e-06
10:34710520-34710620	0.00351	7.153e-06	2.724e-06
20:3686866-3686966	0.001292	4.726e-05	3.894e-07
2:46963468-46963568	1.255e-07	1.091e-06	3.416e-08
15:87777121-87777221	0.000551	7.946e-06	2.861e-07
6:36127126-36127226	0.000551	7.946e-06	2.861e-07
19:43951130-43951230	2.623e-16	8.607e-10	2.698e-11
15:74423253-74423353	2.033e-05	0.001896	5.302e-05
11:61963512-61963612	0.0001421	0.001887	5.302e-05
12:27284889-27284989	0.002635	4.24e-05	4.433e-08
15:45631320-45631420	2.514e-05	5.625e-05	1.753e-08
3:183636337-183636437	0.0003483	1.127e-07	1.366e-06
1:224459184-224459284	0.005257	2.568e-05	4.87e-06
1:52708407-52708507	1.174e-17	2.869e-08	3.153e-09
10:122183412-122183512	8.96e-05	5.175e-06	4.018e-08
1:31155473-31155573	3.141e-05	0.0009843	7.605e-07
19:13150362-13150462	1.847e-10	5e-06	8.233e-06
9:115944625-115944725	1.334e-06	3.914e-05	2.274e-08
10:79097172-79097272	0.0002714	5.825e-05	4.64e-06
3:50617152-50617252	1.487e-12	4.13e-10	4.644e-08
7:98854241-98854341	2.005e-08	9.261e-06	4.244e-08
5:160439461-160439561	2.83e-05	0.0003743	0.0006867
3:112635735-112635835	1.06e-05	3.05e-06	4.157e-06
17:7242377-7242477	3.741e-16	2.481e-10	4.013e-13
9:107489850-107489950	7.346e-07	0.0007368	2.051e-05
1:10724171-10724271	0.0005935	0.00438	8.769e-07
1:42963599-42963699	6.979e-10	2.524e-08	9.927e-12
6:44127382-44127482	2.042e-10	8.689e-06	7.397e-09
17:65064625-65064725	2.137e-06	0.002434	1.859e-06
5:179550561-179550661	4.748e-16	1.082e-11	4.783e-12
8:8601180-8601280	2.241e-06	0.002434	1.859e-06
10:71812131-71812231	0.000631	0.007664	1.486e-06
9:19380204-19380304	2.856e-09	1.601e-09	1.16e-08
17:8156354-8156454	8.724e-11	2.637e-06	4.779e-07
21:35049339-35049439	0.00351	7.153e-06	2.724e-06
4:48830912-48831012	3.691e-10	2.24e-06	3.408e-07
7:28354720-28354820	0.004632	1.224e-05	5.426e-08
2:96208306-96208406	2.316e-10	1.419e-06	1.546e-05
5:53032294-53032394	0.001291	0.0007499	0.005489
17:75032502-75032602	5.882e-11	2.224e-09	5.321e-12
2:222994462-222994562	1.902e-10	2.636e-09	1.189e-09
5:39419961-39420061	0.0006317	0.004694	6.263e-05
5:177517218-177517318	2.716e-05	4.305e-07	5.153e-09
2:241666865-241666965	0.001434	0.001306	0.0001776
12:50401870-50401970	1.293e-09	6.077e-09	1.786e-10
21:43340920-43341020	4.412e-08	0.0007922	9.959e-07
9:35657839-35657939	1.9e-06	0.0006894	3.888e-05
7:121961195-121961295	5.922e-06	7.052e-06	3.371e-08
3:30545086-30545186	5.922e-06	7.052e-06	3.371e-08
10:110641279-110641379	0.001577	0.003557	0.0001604
12:76083870-76083970	1.384e-06	0.002305	1.567e-06
4:139177912-139178012	3.399e-06	0.001031	3.597e-05
19:2269407-2269507	6.311e-14	7.266e-07	3.98e-08
17:59331948-59332048	0.005654	0.00131	0.0001776
8:135636714-135636814	0.0004246	5.169e-06	3.994e-08
10:86971494-86971594	1.905e-06	0.001193	0.0006932
20:21183917-21184017	5.482e-10	1.58e-07	1.137e-09
16:66880797-66880897	3.306e-05	0.00209	0.001183
16:81096052-81096152	3.53e-05	0.001615	0.0001323
15:92804432-92804532	3.636e-16	1.408e-13	1.7e-12
10:13105371-13105471	5.682e-19	8.795e-11	1.493e-14
12:113221816-113221916	7.646e-06	0.001893	6.894e-05
2:74507311-74507411	1.231e-07	0.0002489	2.434e-05
12:53371412-53371512	5.333e-10	5.332e-06	8.445e-09
17:47649792-47649892	4.527e-11	3.438e-06	1.012e-09
11:68004139-68004239	4.837e-15	4.496e-09	2.302e-10
11:13053422-13053522	0.001837	0.0006629	0.006576
16:88700968-88701068	4.669e-06	0.0009904	1.828e-07
5:72308457-72308557	1.004e-11	1.496e-05	4.882e-08
12:49236542-49236642	1.004e-11	1.496e-05	4.882e-08
9:104907275-104907375	2.968e-06	0.001672	4.923e-06
2:39508463-39508563	7.741e-27	4.571e-19	1.265e-14
16:10609613-10609713	7.057e-06	0.004132	0.004242
2:172640592-172640692	0.0002302	3.665e-05	3.29e-08
15:85333681-85333781	2.079e-06	7.054e-06	3.369e-08
2:184757107-184757207	0.005045	0.0007457	0.005489
10:97005465-97005565	9.546e-28	1.612e-16	5.953e-14
1:39982127-39982227	9.546e-28	1.612e-16	5.953e-14
6:142902847-142902947	7.965e-11	3.53e-08	2.605e-10
6:797544-797644	0.0005624	0.001894	0.00454
15:88900742-88900842	0.001093	4.119e-05	4.294e-08
10:29784630-29784730	4.803e-09	1.775e-09	7.907e-09
5:149357870-149357970	1.524e-10	3.915e-06	8.123e-08
9:6413097-6413197	2.922e-07	9.716e-06	2.34e-08
2:20291200-20291300	0.002645	2.277e-06	1.967e-06
11:9664044-9664144	6.999e-16	6.102e-12	6.963e-08
14:20855693-20855793	0.000685	0.001513	0.0001556
6:44469924-44470024	0.0002815	0.001853	4.939e-05
6:28907497-28907597	7.848e-10	8.787e-09	2.579e-10
2:159936616-159936716	7.848e-10	8.787e-09	2.579e-10
6:42404380-42404480	0.000625	0.001879	7.504e-05
8:15417470-15417570	2.516e-08	3.404e-08	2.271e-09
1:25684369-25684469	0.0008011	4.348e-05	5.135e-08
4:132066049-132066149	0.001486	1.513e-05	1.75e-06
4:101337883-101337983	1.876e-10	5.713e-07	2.557e-07
16:89316179-89316279	1.876e-10	5.713e-07	2.557e-07
17:47695016-47695116	0.0004166	0.0002672	0.004588
17:82241663-82241763	2.974e-05	0.001577	2.862e-05
17:77140664-77140764	1.428e-10	1.324e-06	1.299e-07
17:61927018-61927118	1.45e-15	1.071e-11	4.296e-11
6:110529532-110529632	0.0006746	2.496e-05	2.074e-07
12:67269162-67269262	0.0006194	1.304e-06	2.056e-06
2:68320069-68320169	9.953e-07	0.000851	5.359e-05
16:66522139-66522239	2.354e-09	2.299e-08	9.138e-09
1:20661382-20661482	6.088e-11	1.159e-06	1.227e-05
2:241854044-241854144	0.007174	4.668e-06	5.412e-06
6:26305457-26305557	3.543e-17	3.467e-14	2.147e-13
5:99020365-99020465	3.225e-05	0.0001051	1.262e-09
10:132439226-132439326	0.000178	0.002588	0.002674
17:69762039-69762139	2.597e-12	2.538e-08	4.208e-10
15:67945990-67946090	3.026e-06	0.004192	0.000231
11:19561210-19561310	3.954e-08	1.347e-06	4.188e-06
12:57522244-57522344	0.006779	3.895e-06	6.378e-06
1:186375738-186375838	5.166e-06	8.475e-07	3.436e-08
X:140710896-140710996	0.002258	7.945e-06	2.862e-07
M:9741-9841	2.148e-10	3.769e-08	1.247e-07
3:193869547-193869647	3.56e-05	0.001197	0.0007015
2:86563384-86563484	1.125e-10	1.736e-08	8.332e-06
9:92115455-92115555	1.165e-06	1.145e-06	1.105e-07
5:540948-541048	0.0002517	0.000947	0.0006828
6:34709502-34709602	0.000551	7.946e-06	2.861e-07
17:7842042-7842142	0.0001882	0.0002735	0.004588
9:3955204-3955304	1.85e-06	0.00401	5.491e-06
7:12670169-12670269	0.002635	4.119e-05	4.289e-08
X:123784972-123785072	0.0001935	0.002669	0.0001739
6:97240422-97240522	1.047e-22	8.491e-15	4.872e-16
1:26169871-26169971	4.045e-09	0.0005902	5.451e-06
16:86184318-86184418	0.002036	4.536e-05	3.744e-07
1:36300029-36300129	0.0005183	2.013e-05	2.899e-08
1:199742773-199742873	1.982e-05	5.874e-06	1.324e-06
20:43458237-43458337	1.011e-16	2.407e-09	7.843e-12
2:33476557-33476657	5.328e-05	3.454e-06	2.08e-07
15:80933046-80933146	0.0003505	0.00438	8.745e-07
12:6195793-6195893	0.001069	1.904e-07	9.039e-09
16:27907034-27907134	4.731e-21	6.389e-15	4.319e-15
1:21669304-21669404	0.0009104	6.934e-06	1.131e-05
15:45649044-45649144	0.003045	3.725e-06	5.413e-06
5:159207363-159207463	0.001324	0.0008524	0.0008318
