SEQID	HNF4G	HNF4A
18:58223784-58223884	1.575e-08	6.89e-19
8:42762200-42762300	1.575e-08	6.89e-19
2:134843060-134843160	8.172e-09	9.313e-11
1:31938470-31938570	5.337e-10	2.853e-18
2:54577139-54577239	2.712e-08	2.98e-18
1:56416733-56416833	0.0004946	5.549e-13
16:68792851-68792951	0.0009576	7.614e-08
5:122480286-122480386	7.713e-08	1.021e-13
6:113737120-113737220	1.706e-08	4.23e-19
2:224378245-224378345	8.429e-08	9.447e-13
13:51801932-51802032	1.43e-05	8.127e-15
10:3765023-3765123	0.0008411	9.582e-10
9:114224034-114224134	1.051e-06	6.226e-17
6:37473588-37473688	5.754e-08	3.149e-17
4:71963006-71963106	4.692e-13	1.956e-27
10:110460211-110460311	1.81e-09	4.263e-17
X:56763566-56763666	9.24e-09	4.418e-16
7:29413015-29413115	8.765e-09	2.068e-19
5:95969805-95969905	3.254e-10	6.912e-23
18:47176294-47176394	1.267e-10	5.581e-20
4:151256288-151256388	0.008426	1.726e-10
12:121859159-121859259	2.958e-06	2.849e-15
6:87590026-87590126	2.748e-05	3.467e-14
7:121023841-121023941	0.0001359	1.559e-13
10:77020798-77020898	0.0001359	1.559e-13
19:3335556-3335656	1.31e-05	1.261e-14
15:79656385-79656485	2.26e-08	2.743e-22
7:150901227-150901327	0.000173	4.141e-11
12:15798001-15798101	1.282e-06	1.426e-16
4:70251986-70252086	1.723e-05	4.212e-14
1:108559882-108559982	4.057e-07	3.067e-09
3:2976385-2976485	5.78e-05	1.317e-12
15:50857876-50857976	1.638e-06	5.488e-13
19:19297405-19297505	2.891e-09	1.243e-15
2:218731739-218731839	8.487e-09	3.357e-18
16:4345953-4346053	4.406e-09	7.018e-19
1:9290203-9290303	1.472e-10	8.737e-22
5:180081627-180081727	2.806e-11	1.722e-19
12:32863278-32863378	4.18e-08	6.325e-16
5:172729006-172729106	1.408e-05	1.883e-14
22:41235021-41235121	7.626e-05	9.461e-14
12:94637830-94637930	3.679e-08	3.32e-19
6:43811428-43811528	0.0001944	1.044e-09
8:108191047-108191147	4.916e-05	1.797e-11
1:206501472-206501572	9.302e-09	4.589e-18
6:3137624-3137724	4.852e-06	5.656e-19
10:100176091-100176191	1.595e-07	1.048e-13
5:158797050-158797150	4.007e-10	5.422e-24
5:180810591-180810691	2.297e-07	1.286e-18
22:17655481-17655581	2.297e-07	1.286e-18
1:12602077-12602177	1.548e-12	1.02e-23
12:124393118-124393218	7.592e-08	1.623e-16
5:133970045-133970145	0.002936	4.614e-07
18:45935714-45935814	0.0005792	1.293e-10
1:235074804-235074904	1.019e-09	2.014e-17
11:49365612-49365712	3.17e-11	2.963e-21
8:74635619-74635719	3.147e-10	9.647e-22
12:46803753-46803853	2.614e-10	2.917e-21
13:32143017-32143117	0.002032	1.889e-09
2:99636704-99636804	2.687e-08	1.602e-18
3:176928440-176928540	2.687e-08	1.602e-18
11:65649054-65649154	6.035e-11	8.543e-23
7:101942220-101942320	9.187e-11	3.567e-16
10:22447188-22447288	0.003166	1.846e-09
2:64732300-64732400	0.006591	2.781e-08
1:221054086-221054186	2.783e-20	2.781e-08
12:8946936-8947036	0.002214	1.384e-10
1:204943629-204943729	0.0001845	1.937e-10
17:30395495-30395595	6.503e-06	1.255e-13
5:152861412-152861512	4.679e-06	1.169e-15
12:93176634-93176734	4.311e-06	3.709e-10
17:59372173-59372273	0.0001852	7.018e-15
11:1661626-1661726	8.259e-07	6.074e-16
16:75116708-75116808	1.169e-08	4.266e-20
1:53165583-53165683	3.173e-10	2.854e-13
15:58333153-58333253	1.918e-09	4.914e-20
4:102442446-102442546	2.587e-07	7.259e-17
2:95691358-95691458	5.892e-07	8.279e-17
7:149311291-149311391	5.892e-07	8.279e-17
6:160356531-160356631	2.862e-07	1.276e-12
2:191183211-191183311	2.142e-05	2.479e-10
16:50925275-50925375	1.92e-06	3.439e-17
5:178249774-178249874	6.382e-06	6.124e-18
8:97267576-97267676	2.345e-08	7.437e-20
6:52124871-52124971	8.707e-10	5.749e-16
12:52948831-52948931	4.051e-10	1.034e-19
22:20021950-20022050	3.179e-08	1.941e-18
7:112005348-112005448	0.001025	1.326e-10
8:47836265-47836365	3.487e-06	6.303e-12
10:66390113-66390213	1.953e-07	8.087e-17
22:25668558-25668658	8.257e-07	1.007e-14
4:183450255-183450355	0.009747	0.0001168
7:823168-823268	8.322e-10	6.681e-22
5:80260585-80260685	0.0001022	2.323e-08
1:99764588-99764688	0.0001022	2.323e-08
18:9557549-9557649	7.347e-09	8.356e-19
6:136766493-136766593	3.109e-08	3.492e-15
17:2309753-2309853	3.66e-08	1.288e-19
1:77219451-77219551	2.34e-06	1.94e-18
7:151647946-151648046	3.205e-09	2.123e-20
1:40392045-40392145	3.048e-05	4.127e-15
15:62995543-62995643	1.273e-11	1.367e-20
7:4725699-4725799	6.162e-10	5.566e-20
5:62938006-62938106	1.584e-07	2.904e-08
12:16241478-16241578	6.896e-08	2.387e-14
17:65554360-65554460	8.689e-06	1.865e-13
17:50679092-50679192	1.025e-09	3.795e-19
10:57885381-57885481	0.0004808	1.097e-07
22:37809208-37809308	5.412e-07	4.992e-19
5:111734749-111734849	0.002023	2.574e-07
9:115098347-115098447	7.885e-11	3.75e-19
4:39406845-39406945	2.011e-08	3.666e-19
4:15552185-15552285	2.667e-11	1.534e-22
1:61077211-61077311	1.041e-08	5.009e-19
15:50354116-50354216	2.122e-05	1.976e-11
7:90454100-90454200	1.193e-07	6.471e-17
15:85593931-85594031	1.065e-10	3.398e-24
6:6661838-6661938	9.309e-05	3.279e-14
1:2375876-2375976	6.136e-05	4.064e-08
17:78747048-78747148	8.731e-07	3.974e-18
4:85933372-85933472	9.607e-07	1.082e-17
10:31941105-31941205	1.424e-06	3.038e-14
3:194089706-194089806	3.52e-10	2.604e-23
7:24826338-24826438	0.002315	6.402e-08
3:9670287-9670387	6.391e-05	4.543e-16
17:40098202-40098302	1.637e-10	1.626e-20
1:23735111-23735211	8.311e-15	1.626e-20
21:45409542-45409642	1.115e-06	6.764e-13
10:99925032-99925132	1.301e-06	7.298e-17
8:51859077-51859177	9.065e-10	5.411e-21
2:216538719-216538819	8.008e-08	7.164e-14
4:154491962-154492062	2.878e-06	3.671e-08
20:14358789-14358889	2.878e-06	3.671e-08
6:24489634-24489734	5.63e-07	6.474e-15
19:11095221-11095321	3.622e-10	1.708e-20
2:38187856-38187956	8.739e-10	1.015e-18
11:69969549-69969649	3.751e-09	2.594e-18
3:87135590-87135690	1.007e-05	5.317e-12
22:37661659-37661759	6.678e-07	1.639e-18
12:71969460-71969560	6.678e-07	1.639e-18
4:37483762-37483862	7.559e-08	9.983e-18
5:136019468-136019568	3.993e-08	1.363e-20
17:62067650-62067750	0.0004501	7.184e-13
11:70074876-70074976	0.0004501	7.184e-13
10:99620677-99620777	1.052e-06	5.684e-12
17:78357258-78357358	1.694e-09	2.417e-19
1:54053305-54053405	8.417e-09	1.323e-12
1:159714678-159714778	2.733e-09	4.05e-18
14:89724101-89724201	7.543e-07	1.137e-11
20:7714659-7714759	1.87e-10	2.868e-19
2:63052475-63052575	8.688e-09	1.403e-18
5:154835337-154835437	8.688e-09	1.403e-18
12:48013386-48013486	1.678e-05	4.225e-15
21:42535037-42535137	2.105e-06	2.183e-11
4:94650751-94650851	1.148e-08	1.497e-17
2:229218531-229218631	1.791e-07	4.479e-19
1:202348493-202348593	4.913e-06	2.258e-14
2:3294159-3294259	3.564e-05	1.164e-13
9:105420134-105420234	7.755e-09	2.418e-13
6:43768272-43768372	8.634e-06	7.39e-12
1:109138589-109138689	1.966e-06	3.002e-10
6:142938673-142938773	6.047e-07	1.713e-17
9:128495915-128496015	3.789e-07	8.567e-14
11:2860755-2860855	3.316e-11	5.333e-22
11:77285219-77285319	3.068e-05	1.904e-19
4:27760325-27760425	3.672e-09	1.882e-21
3:79506900-79507000	0.0001643	1.106e-14
8:30737215-30737315	0.0001643	1.106e-14
X:39043995-39044095	0.0001643	1.106e-14
4:169439422-169439522	1.126e-07	2.724e-18
11:76803177-76803277	6.661e-07	3.252e-16
8:54392842-54392942	1.61e-06	1.078e-13
10:78048830-78048930	1.996e-10	8.183e-24
7:91264338-91264438	2.439e-08	4.738e-18
21:31630210-31630310	1.321e-09	1.402e-21
2:128306412-128306512	3.995e-11	1.35e-20
9:137195576-137195676	5.33e-07	2.395e-15
1:205049643-205049743	4.276e-06	3.882e-13
1:8077294-8077394	1.508e-05	3.099e-12
22:24364255-24364355	1.473e-09	1.457e-19
9:78235895-78235995	9.423e-11	5.279e-20
X:137237019-137237119	1.44e-05	8.622e-15
2:44759934-44760034	0.003916	4.802e-07
16:51526809-51526909	1.47e-10	5.814e-16
2:228869747-228869847	8.875e-06	2.081e-12
14:80105646-80105746	2.064e-06	1.057e-12
8:72361621-72361721	2.043e-09	3.581e-20
1:151006958-151007058	5.239e-05	2.529e-13
20:57547431-57547531	2.301e-06	3.929e-14
16:3824288-3824388	4.788e-05	1.175e-10
14:92964837-92964937	1.496e-09	2.253e-22
13:30463989-30464089	0.000243	2.94e-17
12:114823883-114823983	1.536e-12	1.316e-19
1:44328020-44328120	1.356e-07	1.277e-17
13:25252429-25252529	2.472e-06	1.119e-18
X:48676271-48676371	2.746e-07	1.016e-14
7:95330620-95330720	0.0003648	6.077e-08
18:22524851-22524951	0.0008347	9.092e-14
8:63031205-63031305	3.304e-09	4.449e-17
1:234645546-234645646	3.304e-09	4.449e-17
6:131841330-131841430	1.144e-05	1.77e-13
16:56638504-56638604	2.732e-06	3.031e-15
16:78506193-78506293	3.797e-09	1.167e-16
6:152296030-152296130	1.548e-11	4.014e-19
6:53433712-53433812	7.535e-06	3.277e-12
7:55965941-55966041	9.085e-06	2.959e-14
3:44995541-44995641	8.894e-08	1.075e-16
4:155007797-155007897	0.0006212	6.169e-06
6:81774699-81774799	1.716e-09	3.15e-21
4:107720342-107720442	5.305e-05	7.957e-14
2:106579804-106579904	2.809e-05	1.888e-09
2:61287394-61287494	1.097e-10	4.567e-20
19:4284550-4284650	1.93e-07	1.254e-18
12:19002320-19002420	1.307e-05	2.643e-19
X:16700997-16701097	1.307e-05	2.643e-19
3:364431-364531	0.002168	3.299e-08
2:189522451-189522551	0.009514	6.041e-07
2:62467235-62467335	7.157e-14	4.013e-27
3:128098334-128098434	6.172e-12	2.14e-20
9:120574652-120574752	0.0002132	2.286e-06
17:68266000-68266100	1.115e-07	6.199e-18
11:30786769-30786869	4.414e-08	1.112e-16
2:64535167-64535267	1.901e-05	1.304e-12
1:76669315-76669415	0.0001585	6.82e-16
11:10327358-10327458	3.52e-07	2.658e-19
11:91396669-91396769	5.722e-05	2.219e-09
1:23528308-23528408	4.201e-05	3.217e-12
18:24052222-24052322	8.315e-08	3.337e-16
15:76366834-76366934	2.11e-06	2.056e-15
1:196437832-196437932	9.358e-09	6.458e-21
5:76474526-76474626	1.195e-08	1.087e-12
5:89190666-89190766	1.129e-06	5.738e-13
15:58528196-58528296	1.162e-07	2.23e-19
10:121195047-121195147	0.00379	2.937e-12
9:136484694-136484794	5.088e-07	2.44e-15
5:137734065-137734165	1.175e-05	1.227e-14
10:123032250-123032350	4.087e-05	3.733e-15
19:44164915-44165015	2.874e-10	3.221e-20
1:54856518-54856618	2.874e-10	3.221e-20
7:26305695-26305795	1.91e-06	1.495e-15
20:5190044-5190144	4.548e-07	7.423e-19
16:11640315-11640415	2.279e-12	3.554e-23
11:114176409-114176509	2.287e-07	1.201e-18
21:34157616-34157716	2.287e-07	1.201e-18
21:44778691-44778791	3.799e-09	2.101e-15
14:70721231-70721331	9.453e-07	1.414e-21
6:112114077-112114177	1.017e-05	1.002e-12
17:65041656-65041756	5.289e-05	4.947e-12
15:64945129-64945229	1.082e-06	1.514e-15
11:11291752-11291852	2.821e-08	4.652e-13
13:97133640-97133740	0.000769	1.068e-09
1:75520918-75521018	9.506e-05	2.08e-13
1:23776323-23776423	5.976e-10	8.647e-20
2:8685021-8685121	3.051e-10	2.1e-18
11:127680272-127680372	0.0002015	6.919e-13
10:43436400-43436500	0.003663	2.183e-06
5:178239637-178239737	3.325e-07	2.564e-15
7:134278928-134279028	3.526e-09	2.517e-20
13:44278227-44278327	1.208e-07	3.696e-19
9:131402889-131402989	1.59e-07	7.905e-17
11:129259996-129260096	0.007966	1.275e-08
5:90529607-90529707	2.62e-09	4.731e-18
2:4725778-4725878	0.007762	1.105e-05
14:64986972-64987072	3.254e-10	1.417e-19
8:11853216-11853316	9.547e-07	9.338e-14
X:10582424-10582524	1.965e-07	1.41e-15
8:51853307-51853407	1.047e-06	6.431e-15
9:33391556-33391656	3.321e-07	3.483e-17
11:84240995-84241095	6.891e-12	5.152e-20
X:31894290-31894390	3.036e-08	4.353e-18
7:11573287-11573387	7.835e-07	4.419e-21
3:35448235-35448335	0.001287	1.618e-14
20:50221595-50221695	1.037e-07	2.856e-18
11:62771706-62771806	4.504e-06	1.892e-14
15:58467102-58467202	2.113e-09	1.567e-19
17:28384447-28384547	1.511e-06	3.504e-11
18:48454610-48454710	2.575e-06	1.575e-16
8:142544603-142544703	2.363e-07	1.702e-11
1:167935250-167935350	1.456e-05	1.931e-13
8:42068390-42068490	2.713e-05	1.711e-14
15:70460059-70460159	7.319e-11	3.855e-17
3:25618259-25618359	8.04e-10	1.232e-14
1:39117171-39117271	0.0002046	1.01e-11
2:189164850-189164950	6.296e-06	4.134e-13
16:2034452-2034552	6.83e-09	7.22e-16
1:145782612-145782712	5.967e-11	6.983e-23
6:13512045-13512145	4.173e-07	2.547e-16
1:7552591-7552691	8.25e-08	6.965e-18
2:19611985-19612085	0.001417	1.902e-10
1:154420302-154420402	0.001417	1.902e-10
21:34836731-34836831	7.298e-10	1.447e-21
3:67940717-67940817	5.848e-07	2.845e-15
2:86080236-86080336	9.907e-07	1.158e-14
5:115648232-115648332	1.022e-10	9.562e-25
6:108203860-108203960	5.77e-05	1.257e-09
10:97321006-97321106	2.029e-07	1.118e-15
5:74589807-74589907	5.493e-08	3.289e-19
5:82635833-82635933	5.554e-09	4.083e-23
12:24087453-24087553	0.001596	1.553e-12
1:150213738-150213838	6.477e-10	5.75e-17
4:99341575-99341675	0.001069	1.819e-08
16:31477930-31478030	1.535e-08	7.302e-15
17:37675547-37675647	1.01e-09	8.109e-16
1:173717344-173717444	4.485e-09	1.086e-21
10:55747422-55747522	6.899e-05	4.5e-11
15:47180124-47180224	3.667e-07	2.487e-16
1:207408029-207408129	4.002e-07	8.286e-20
4:88080805-88080905	1.079e-06	1.632e-12
3:67704434-67704534	2.362e-10	3.291e-23
9:708672-708772	1.85e-09	3.475e-18
14:46488102-46488202	1.745e-08	2.803e-18
18:62775818-62775918	1.444e-05	1.724e-11
5:68226007-68226107	1.338e-06	9.276e-12
2:172555562-172555662	8.67e-07	6.366e-15
13:99314108-99314208	1.444e-06	1.342e-16
8:102776588-102776688	5.784e-08	1.433e-17
1:165224674-165224774	0.0002172	1.633e-15
20:2509190-2509290	0.0001419	1.104e-10
9:8995788-8995888	0.0001415	3.331e-11
17:52827678-52827778	1.549e-09	4.188e-22
1:83548061-83548161	1.36e-09	1.506e-20
9:8555820-8555920	0.0005448	4.532e-06
14:103890954-103891054	1.431e-08	2.286e-20
7:151460119-151460219	7.274e-05	2.298e-08
16:89765024-89765124	1.563e-07	1.48e-19
19:45692364-45692464	3.012e-09	2.104e-17
6:30626749-30626849	7.543e-05	3.152e-08
3:106083361-106083461	2.485e-06	1.415e-16
11:63614333-63614433	3.85e-11	1.037e-19
8:120585549-120585649	8.784e-07	1.705e-16
5:33303724-33303824	0.0002933	6.857e-09
11:127627764-127627864	3.722e-11	7.465e-22
4:73833116-73833216	0.003519	4.758e-08
7:100545142-100545242	1.48e-06	2.136e-17
20:36480644-36480744	1.48e-06	2.136e-17
8:128167618-128167718	0.01363	4.419e-09
21:36235284-36235384	2.416e-06	2.609e-17
12:59404429-59404529	5.31e-06	4.49e-17
20:57559066-57559166	7.454e-09	9.906e-21
10:63628502-63628602	1.426e-05	2.521e-10
6:85593986-85594086	1.642e-05	8.492e-15
15:39861021-39861121	8.545e-08	2.805e-16
2:219079573-219079673	2.559e-06	5.221e-12
20:33814572-33814672	0.001077	8.808e-06
9:134049430-134049530	4.69e-10	1.169e-18
2:74873227-74873327	1.947e-07	2.037e-10
7:116835001-116835101	1.947e-07	2.037e-10
20:44410296-44410396	1.38e-11	2.648e-23
20:50379475-50379575	1.859e-09	4.964e-17
6:48213554-48213654	1.701e-05	7.034e-12
2:101110902-101111002	1.701e-05	7.034e-12
2:18834600-18834700	8.849e-05	3.095e-10
6:167689966-167690066	1.395e-08	7.178e-14
7:132380239-132380339	0.0004673	1.025e-14
X:130717063-130717163	1.866e-07	2.256e-16
X:48897879-48897979	9.958e-07	1.33e-15
9:87502491-87502591	1.885e-07	3.554e-18
5:147645347-147645447	1.028e-13	4.806e-29
7:125058139-125058239	4.57e-07	9.496e-10
5:14668331-14668431	1.233e-06	1.326e-12
9:81614475-81614575	1.793e-06	7.174e-17
3:133977715-133977815	0.0001751	4.3e-14
10:128157324-128157424	1.776e-09	9.053e-19
22:18973801-18973901	9.578e-10	5.916e-22
2:116467377-116467477	4.246e-11	1.095e-20
9:130437460-130437560	6.78e-07	1.094e-15
3:71027047-71027147	1.821e-08	7.922e-23
7:140567328-140567428	1.25e-11	1.08e-21
9:112299605-112299705	2.811e-08	1.397e-16
14:73478733-73478833	0.001216	7.898e-11
19:38831173-38831273	2.226e-08	1.622e-13
5:85388876-85388976	6.739e-08	9.432e-19
14:81831585-81831685	1.146e-08	9.378e-17
8:134832513-134832613	2.716e-07	8.693e-13
1:221699032-221699132	8.821e-09	9.232e-13
5:149725027-149725127	1.144e-08	1.221e-20
1:48678921-48679021	8.05e-08	9.108e-12
1:14990075-14990175	8.05e-08	9.108e-12
13:97234386-97234486	1.036e-08	3.511e-19
2:228845321-228845421	1.228e-07	1.54e-19
4:3784830-3784930	8.466e-05	2.513e-16
6:45154849-45154949	6.037e-14	2.35e-25
10:87661998-87662098	0.0003292	1.281e-12
5:139660313-139660413	2.305e-09	2.358e-18
10:112376073-112376173	7.687e-07	3.887e-15
1:97921180-97921280	0.0002069	2.72e-10
17:28191153-28191253	0.0007934	2.777e-13
13:93226416-93226516	7.498e-08	1.777e-16
10:5752570-5752670	3.563e-08	5.856e-18
17:66997092-66997192	0.0005523	3.538e-07
2:27126442-27126542	7.583e-07	1.945e-16
17:78308028-78308128	9.187e-09	4.821e-17
3:4360978-4361078	7.24e-08	7.313e-19
1:156338799-156338899	7.129e-07	4.721e-09
14:50044259-50044359	1.068e-08	2.167e-15
10:97327978-97328078	1.016e-09	6.747e-22
22:43474644-43474744	5.652e-08	4.471e-22
1:8880423-8880523	5.72e-07	4.08e-09
X:66918654-66918754	0.000435	1.022e-07
1:207102300-207102400	4.957e-05	2.116e-17
4:76832278-76832378	1.321e-06	1.216e-15
6:150599330-150599430	1.28e-06	2.05e-17
2:119744398-119744498	3.447e-05	5.998e-11
16:89732994-89733094	4.337e-07	1.004e-14
6:119347113-119347213	1.492e-05	4.176e-08
9:18437800-18437900	9.76e-09	1.017e-17
15:37789153-37789253	2.99e-10	3.549e-16
4:41990469-41990569	3.312e-12	6.9e-22
16:10652233-10652333	1.675e-07	2.269e-17
19:34734129-34734229	2.907e-06	3.609e-13
12:110245621-110245721	1.168e-06	5.488e-17
12:46430554-46430654	7.126e-08	9.438e-21
10:88897745-88897845	0.0009695	5.535e-10
11:77422836-77422936	5.18e-09	2.106e-16
17:75974480-75974580	1.162e-05	3.152e-08
13:109816537-109816637	2.399e-06	6.403e-14
3:146278038-146278138	1.955e-11	1.023e-22
15:89188014-89188114	1.308e-05	5.568e-16
22:25120826-25120926	5.05e-12	1.044e-17
2:8599818-8599918	0.0002753	5.453e-12
1:202192882-202192982	0.002018	2.195e-12
22:45708243-45708343	9.418e-07	5.089e-15
13:29905973-29906073	5.273e-08	5.527e-18
X:119468152-119468252	1.297e-06	1.462e-14
X:112837648-112837748	0.002092	7.372e-08
2:208355099-208355199	2.378e-10	1.135e-19
22:37168072-37168172	0.0005033	6.467e-14
11:118690210-118690310	1.941e-05	1.639e-14
22:42898111-42898211	0.000596	1.18e-10
7:98280890-98280990	1.89e-07	2.955e-11
22:35627368-35627468	2.101e-05	1.414e-16
11:83284519-83284619	3.494e-05	1.521e-10
5:53324097-53324197	2.594e-12	2.216e-23
X:16604451-16604551	0.0007826	1.508e-08
15:65304751-65304851	4.101e-11	2.711e-24
13:57087173-57087273	8.567e-07	2.846e-14
6:85449941-85450041	2.48e-09	1.505e-15
3:61560923-61561023	0.001641	1.647e-09
22:38423321-38423421	9.685e-05	2.402e-15
15:35108604-35108704	1.888e-07	1.022e-15
11:61160882-61160982	1.23e-12	2.53e-25
X:24427653-24427753	0.0002599	1.937e-12
14:26842043-26842143	0.0002599	1.937e-12
4:117702506-117702606	1.21e-07	2.245e-14
10:78815847-78815947	1.21e-07	2.245e-14
22:49966885-49966985	2.669e-06	2.819e-14
1:180925670-180925770	0.003044	2.923e-11
9:76330192-76330292	1.773e-06	1.147e-12
5:82549431-82549531	4.189e-10	2.761e-21
1:8117020-8117120	3.37e-07	4.167e-17
7:4134212-4134312	0.0007694	1.239e-16
1:243367478-243367578	1.409e-06	6.317e-15
1:8096191-8096291	0.00169	2.52e-10
17:28746214-28746314	6.63e-09	2.165e-18
6:160041717-160041817	5.929e-10	3.153e-18
2:156728456-156728556	3.407e-10	6.591e-20
19:13154362-13154462	7.897e-11	8.412e-17
10:127564843-127564943	7.897e-11	8.412e-17
11:15933864-15933964	0.001476	1.46e-11
16:56669653-56669753	3.705e-06	8.999e-12
22:39532873-39532973	1.812e-06	3.378e-15
4:113761325-113761425	8.713e-07	4.116e-10
1:39392199-39392299	2.896e-09	8.819e-18
1:244107225-244107325	4.048e-08	3.963e-18
2:71948869-71948969	6.491e-06	1.256e-11
17:14947809-14947909	5.866e-08	3.508e-19
10:21498562-21498662	1.227e-06	9.28e-16
9:95930472-95930572	0.0002418	4.325e-10
11:876729-876829	5.561e-07	8.862e-18
15:92283969-92284069	5.561e-07	8.862e-18
12:55966446-55966546	3.67e-06	1.531e-09
11:63247795-63247895	5.25e-06	4.529e-16
16:3283387-3283487	1.377e-08	8.511e-17
11:34823309-34823409	2.376e-09	5.145e-20
3:24670995-24671095	0.003925	3.349e-05
2:45890873-45890973	2.951e-05	1.005e-14
8:53836038-53836138	0.0006375	2.913e-09
11:102145117-102145217	2.003e-05	2.359e-12
12:19058923-19059023	1.339e-06	6.621e-13
2:84486549-84486649	8.041e-09	6.173e-20
7:36048179-36048279	3.707e-09	6.743e-21
7:128000981-128001081	0.0002308	7.878e-11
18:44697032-44697132	1.251e-06	3.607e-16
11:27381331-27381431	4.042e-09	4.405e-20
3:30289416-30289516	2.604e-05	1.722e-13
17:43839772-43839872	1.189e-07	5.222e-20
6:11263577-11263677	0.001057	2.076e-11
4:16107056-16107156	0.001531	1.409e-07
2:128316860-128316960	2.808e-06	5.638e-16
1:48917994-48918094	4.479e-06	1.973e-16
17:50641482-50641582	8.274e-06	7.866e-14
4:140703602-140703702	1.565e-05	3.599e-14
4:139814454-139814554	8.559e-10	2.797e-20
18:74229974-74230074	1.146e-10	5.684e-23
X:42432666-42432766	0.0007733	6.976e-07
16:56639176-56639276	2.594e-08	1.271e-18
6:56517533-56517633	4.419e-12	1.328e-19
8:66785004-66785104	3.907e-05	1.691e-05
3:149653738-149653838	7.417e-05	6.246e-13
1:226711337-226711437	2.189e-11	8.298e-22
7:6385547-6385647	3.927e-08	1.557e-19
4:153233837-153233937	1.115e-10	1.485e-21
12:53161542-53161642	2.235e-09	2.36e-18
10:34107902-34108002	0.00217	2.274e-11
6:39215476-39215576	1.676e-06	1.597e-17
6:159983343-159983443	4.107e-06	3.206e-16
10:131814635-131814735	8.465e-09	1.842e-21
15:33912479-33912579	0.0007523	1.39e-05
1:2548809-2548909	1.516e-11	2.868e-17
16:48366613-48366713	5.1e-08	5.606e-18
5:92694207-92694307	9.346e-06	5.873e-10
2:41906082-41906182	9.777e-09	2.023e-15
4:86973074-86973174	4.401e-06	8.663e-15
15:90184025-90184125	0.0001035	2.604e-14
3:69201772-69201872	2.151e-06	4.687e-14
21:39021278-39021378	1.605e-07	3.42e-16
12:56116499-56116599	0.0001078	4.635e-11
1:212608304-212608404	1.165e-05	1.355e-15
1:91816214-91816314	0.0001429	4.566e-12
17:59847989-59848089	7.312e-07	2.17e-14
19:8251055-8251155	1.546e-08	2.215e-18
1:204477489-204477589	2.008e-06	4.779e-12
12:114668323-114668423	2.042e-07	6.302e-16
2:119428860-119428960	0.0001201	2.292e-14
8:74277446-74277546	1.734e-05	1.054e-13
2:105455777-105455877	6.582e-06	6.082e-15
11:115552918-115553018	4.624e-05	6.573e-14
3:44511356-44511456	3.275e-05	2.59e-16
16:58536442-58536542	0.0004527	2.516e-07
6:115783773-115783873	8.448e-10	1.913e-22
3:31174243-31174343	2.903e-06	8.169e-12
16:85351106-85351206	1.069e-10	1.539e-19
2:240870419-240870519	5.703e-05	3.728e-11
15:45231312-45231412	1.211e-05	5.898e-14
8:125594114-125594214	0.0002126	5.284e-14
5:141966739-141966839	2.37e-05	8.328e-16
19:33394498-33394598	8.651e-07	1.344e-15
8:25595101-25595201	5.964e-06	2.695e-19
2:216130468-216130568	5.308e-08	2.188e-16
20:40682489-40682589	5.588e-08	1.047e-20
3:3178867-3178967	0.001615	3.916e-07
3:24344935-24345035	1.54e-07	1.128e-22
2:158034361-158034461	1.471e-05	8.657e-13
12:118089275-118089375	5.839e-07	7.587e-15
2:38406755-38406855	3.964e-12	1.153e-24
16:4688410-4688510	3.158e-05	4.088e-17
9:97557174-97557274	1.755e-07	1.076e-13
2:177806268-177806368	1.451e-05	1.621e-13
15:58286017-58286117	7.258e-07	9.981e-18
8:8272367-8272467	2.998e-08	5.263e-15
12:56917077-56917177	2.449e-08	1.927e-18
15:100526342-100526442	1.955e-08	1.531e-17
5:91008145-91008245	1.208e-09	2.599e-19
21:29029707-29029807	6.232e-07	1.05e-14
12:54262381-54262481	4.205e-06	1.394e-10
2:113370298-113370398	1.275e-08	1.669e-17
8:123769445-123769545	0.0009689	2.057e-06
5:95804920-95805020	6.01e-11	1.026e-20
3:172541404-172541504	8.523e-11	1.394e-25
16:10741994-10742094	8.099e-06	4.335e-14
3:110878859-110878959	2.796e-08	5.7e-14
6:37070589-37070689	1.028e-06	1.293e-12
15:51971807-51971907	7.092e-10	3.362e-21
8:97064982-97065082	8.413e-13	8.131e-22
2:201406541-201406641	4.303e-10	1.259e-15
3:119715283-119715383	3.69e-06	1.413e-07
9:91197919-91198019	7.062e-09	1.613e-20
12:100461458-100461558	7.062e-09	1.613e-20
7:105935429-105935529	2.975e-08	4.773e-18
1:89996514-89996614	5.749e-06	4.957e-09
2:218766083-218766183	2.009e-07	1.008e-16
9:109939838-109939938	4.764e-08	7.609e-19
16:30352256-30352356	2.35e-08	1.284e-16
2:63696635-63696735	1.221e-07	1.057e-13
16:57280154-57280254	2.827e-11	1.119e-23
1:53161046-53161146	0.0001178	1.664e-13
2:197205045-197205145	0.0001178	1.664e-13
6:1820303-1820403	1.104e-05	1.281e-10
6:113660177-113660277	1.274e-08	1.726e-14
6:138957609-138957709	1.274e-08	1.726e-14
11:57615496-57615596	5.321e-11	4.092e-19
5:109410188-109410288	1.029e-09	4.084e-17
2:191821245-191821345	3.407e-06	3.725e-12
2:62540424-62540524	3.596e-10	3.616e-20
17:35597726-35597826	3.596e-10	3.616e-20
1:9900855-9900955	1.504e-07	1.645e-17
19:48963465-48963565	4.531e-07	3.558e-18
20:3888809-3888909	0.0007455	3.053e-10
