SEQID	TAL1::TCF3	REST
chr15:79088938-79089038	7.367e-07	5.917e-15
chr5:90576354-90576454	2.668e-08	2.092e-17
chr12:132312059-132312159	3.185e-05	1.932e-18
chr17:3679117-3679217	2.736e-07	1.269e-19
chr5:169254973-169255073	4.728e-07	4.657e-17
chr1:244557065-244557165	8.229e-10	3.331e-16
chr2:64894763-64894863	9.22e-06	1.186e-15
chr11:118798781-118798881	8.939e-09	3.3e-14
chr9:110778129-110778229	1.901e-05	2.296e-19
chr1:224033862-224033962	6.136e-07	3.97e-19
chr5:169173411-169173511	3.877e-09	1.234e-14
chr1:90367908-90368008	1.309e-08	2.541e-18
chr19:15996844-15996944	3.339e-07	3.624e-16
chr6:15908533-15908633	3.505e-07	2.371e-14
chr3:47620156-47620256	5.72e-09	2.919e-18
chr12:12420266-12420366	8.826e-05	7.586e-19
chr10:99548797-99548897	6.12e-08	5.407e-19
chr15:91565803-91565903	7.762e-09	4.848e-19
chr12:118000943-118001043	1.742e-06	2.41e-16
chr22:20861869-20861969	8.977e-08	1.707e-18
chr14:74220307-74220407	1.986e-08	4.275e-16
chr16:11199028-11199128	8.564e-08	4.096e-18
chr2:9034560-9034660	1.175e-08	1.894e-13
chr3:171783386-171783486	3.326e-08	8.235e-16
chr10:72300387-72300487	7.25e-10	8.947e-19
chr12:106752345-106752445	1.598e-06	2.394e-17
chr8:56760553-56760653	2.25e-08	8.019e-20
chr7:76002718-76002818	6.594e-08	1.211e-13
chr10:74068364-74068464	1.485e-08	3.038e-19
chr3:5230193-5230293	2.766e-07	5.967e-18
chr19:44173139-44173239	2.943e-08	5.879e-20
chr2:122288438-122288538	9.892e-08	4.059e-20
chr10:81963436-81963536	3.791e-06	4.479e-18
chr8:99774309-99774409	1.056e-06	7.119e-20
chr10:50508659-50508759	1.602e-08	2.388e-17
chr10:73976095-73976195	2.197e-07	1.162e-17
chr1:92270354-92270454	5.64e-08	2.128e-20
chr18:9913666-9913766	2.633e-09	1.738e-17
chr16:4818760-4818860	3.96e-09	6.607e-17
chr6:106259124-106259224	0.0002792	7.762e-22
chr6:49740097-49740197	4.447e-07	6.549e-17
chr6:99940103-99940203	6.757e-08	3.969e-20
chr5:161317125-161317225	5.84e-09	1.707e-21
chr6:139855399-139855499	9.396e-08	5.141e-19
chr9:101130813-101130913	2.256e-08	1.403e-20
chr1:159178400-159178500	2.374e-08	3.249e-18
chr5:38379597-38379697	6.949e-09	5.112e-18
chr8:12963554-12963654	5.465e-08	2.287e-16
chr5:151303561-151303661	6.905e-08	3.831e-17
chr20:36154862-36154962	8.84e-07	4.741e-17
chr19:40927182-40927282	1.098e-06	3.503e-15
chr2:238456518-238456618	3.768e-08	1.207e-18
chr2:15698269-15698369	3.364e-07	3.655e-14
chr11:14247977-14248077	2.094e-08	1.963e-17
chr2:73291068-73291168	1.741e-08	9.726e-13
chr10:70092618-70092718	1.686e-09	6.639e-16
chr3:101587675-101587775	4.029e-07	4.433e-20
chr2:91762673-91762773	6.447e-07	5.717e-16
chr20:37295173-37295273	4.788e-07	1.335e-13
chr7:5123137-5123237	5.527e-09	4.597e-14
chr7:139967767-139967867	1.499e-08	1.156e-18
chr5:8316855-8316955	8.794e-09	1.053e-15
chr14:50809504-50809604	9.148e-09	4.509e-15
chr7:135733991-135734091	1.687e-05	4.778e-15
chr1:7924153-7924253	8.684e-08	7.633e-17
chr16:85207315-85207415	2.365e-07	2.375e-15
chr1:160914958-160915058	2.557e-08	1.575e-20
chr11:1446820-1446920	8.717e-09	6.09e-16
chr2:30476065-30476165	3.642e-09	2.292e-19
chr1:173395338-173395438	6.545e-07	8.163e-21
chr6:167356391-167356491	2.96e-08	5.042e-17
chr20:7589032-7589132	4.331e-08	2.037e-17
chr6:16109447-16109547	2.006e-08	9.28e-19
chr6:36986072-36986172	7.382e-10	3.714e-14
chrX:16905567-16905667	1.414e-08	1.04e-18
chr17:27071039-27071139	1.739e-08	2.112e-15
chr16:2260451-2260551	1.256e-07	1.169e-13
chr16:47495255-47495355	2.295e-08	1.316e-18
chr6:28510638-28510738	2.072e-06	2.581e-15
chr17:25773890-25773990	3.477e-07	2.062e-18
chr10:75716433-75716533	2.861e-06	2.547e-18
chr3:16977871-16977971	4.13e-08	2.893e-17
chr17:26210306-26210406	2.075e-08	7.768e-16
chr19:55995475-55995575	5.098e-08	2.276e-18
chr14:23341922-23342022	1.255e-06	5.169e-15
chr8:106587582-106587682	1.877e-08	8.576e-15
chr7:73694014-73694114	4.219e-07	3.233e-16
chr22:22918915-22919015	8.369e-08	9.069e-15
chr20:22814726-22814826	4.484e-08	4.657e-17
chr3:33095941-33096041	0.0001309	7.438e-20
chr4:88343625-88343725	6.731e-08	2.652e-21
chr7:99755520-99755620	1.147e-07	8.071e-14
chr5:72718038-72718138	3.211e-08	5.062e-17
chr4:48189942-48190042	0.002902	3.131e-15
chr8:65287931-65288031	1.046e-08	2.328e-16
chr1:54641779-54641879	1.547e-08	8.609e-18
chr1:93544772-93544872	6.19e-09	5.59e-20
chr10:4983902-4984002	4.775e-07	4.429e-18
chr14:20811431-20811531	3.582e-10	2.233e-17
chr16:70698572-70698672	1.69e-06	1.028e-15
chr7:8241501-8241601	1.151e-07	7.327e-19
chr19:1674023-1674123	8.175e-07	1.113e-12
chr11:46017149-46017249	2.005e-08	9.627e-15
chr1:23495279-23495379	8.707e-09	5.464e-18
chr16:85587862-85587962	1.069e-07	2.185e-18
chr17:74808451-74808551	8.623e-08	1.006e-13
chr20:48909331-48909431	2.498e-06	1.15e-17
chr6:119805901-119806001	0.0001445	1.172e-17
chr11:46258830-46258930	1.744e-07	1.18e-14
chr18:2659468-2659568	0.0001445	1.851e-17
chr5:170120882-170120982	5.992e-08	6.069e-19
chr12:93966267-93966367	1.479e-07	5.932e-19
chr12:49658857-49658957	5.312e-08	3.224e-14
chr7:157195992-157196092	1.342e-08	9.095e-09
chr8:91916086-91916186	6.572e-08	1.075e-19
chr12:50616357-50616457	1.958e-05	1.083e-21
chr5:125796266-125796366	5.091e-07	1.88e-18
chr12:28345242-28345342	7.488e-08	5.54e-22
chr1:8602328-8602428	1.216e-09	4.144e-15
chr15:67316876-67316976	4.161e-08	2.551e-17
chr7:29882055-29882155	1.668e-08	3.082e-18
chr6:28193107-28193207	3.274e-09	5.871e-15
chrX:8213592-8213692	5.504e-09	1.229e-17
chr6:20303351-20303451	9.803e-08	8.89e-20
chr15:85278413-85278513	8.55e-08	1.14e-16
chr6:33480029-33480129	2.472e-08	3.71e-21
chr17:74216187-74216287	4.145e-08	6.616e-18
chr20:49520009-49520109	2.594e-08	7.792e-17
chr11:96894097-96894197	6.484e-07	1.53e-19
chr8:28745642-28745742	1.696e-06	4.009e-18
chr3:5028727-5028827	0.0003643	9.374e-17
chr5:126183127-126183227	3.838e-08	9.114e-16
chr16:56677902-56678002	4.851e-08	2.747e-18
chr1:95581316-95581416	9.771e-09	9.818e-20
chr19:50489787-50489887	3.78e-07	3.273e-14
chr6:43128554-43128654	1.672e-08	1.708e-17
chr15:78029919-78030019	0.0001342	3.719e-18
chr7:22390559-22390659	1.674e-05	3.732e-16
chr5:163434198-163434298	7.387e-08	1.775e-19
chr17:55415984-55416084	6.829e-09	1.274e-15
chr16:57436259-57436359	1.52e-10	3.815e-17
chr3:109692716-109692816	3.694e-08	3.257e-20
chr16:17229435-17229535	4.026e-08	9.79e-16
chr6:33590466-33590566	2.426e-07	5.107e-15
chr7:100182644-100182744	3.905e-09	1.285e-18
chr6:20402124-20402224	9.868e-10	3.3e-18
chr1:38233308-38233408	4.184e-09	3.053e-14
chr15:36741618-36741718	4.793e-09	8.015e-18
chr16:8688295-8688395	3.487e-07	4.241e-15
chr6:31628479-31628579	7.683e-09	3.57e-17
chr6:27100826-27100926	1.479e-07	2.355e-23
chr6:21997988-21998088	3.428e-09	8.384e-16
chr14:69186577-69186677	8.218e-08	2.578e-17
chr4:80102519-80102619	3.424e-09	3.16e-21
chr16:87925156-87925256	3.082e-09	2.888e-16
chr10:11653578-11653678	1.273e-08	9.479e-16
chr20:1154537-1154637	8.236e-09	2.772e-18
chr7:107744108-107744208	4.533e-10	2.217e-17
chr19:41104557-41104657	2.509e-09	2.862e-12
chr17:55166907-55167007	1.792e-06	1.112e-12
chr7:7082273-7082373	9.56e-08	2.743e-15
chr1:201536258-201536358	1.539e-08	1.594e-18
chr1:224058437-224058537	2.849e-08	5.977e-19
chr12:15588663-15588763	9.304e-09	3.835e-14
chr1:229284034-229284134	2.214e-10	3.51e-17
chr6:37679248-37679348	2.963e-07	4.225e-11
chr11:126029890-126029990	1.892e-07	2.246e-18
chr1:110026630-110026730	3.095e-08	2.64e-20
chr14:69865445-69865545	2.059e-08	1.248e-18
chr1:46153728-46153828	1.199e-07	4.972e-18
chr2:88549966-88550066	1.562e-07	7.815e-14
chr1:182644141-182644241	8.476e-07	4.244e-13
chr7:155658677-155658777	1.067e-06	2.288e-17
chr6:143771792-143771892	1.411e-07	1.243e-18
chr17:25801200-25801300	3.602e-08	1.565e-18
chrX:20589896-20589996	0.0001583	1.684e-17
chr6:123892131-123892231	1.006e-06	2.465e-19
chr1:207195363-207195463	1.942e-07	9.63e-20
chr10:7294260-7294360	1.475e-07	1.605e-17
chr1:174302670-174302770	5.092e-07	1.849e-15
chr2:38829957-38830057	4.61e-07	8.109e-17
chr1:6302697-6302797	6.696e-07	4.74e-17
chr4:139936915-139937015	4.044e-08	1.312e-15
chr1:182205465-182205565	6.043e-07	2.052e-18
chr11:108422795-108422895	1.644e-09	1.075e-15
chr7:24944673-24944773	1.904e-05	8.73e-16
chr6:17177961-17178061	1.523e-08	2.416e-17
chr14:55142102-55142202	6.04e-07	1.106e-16
chr6:13395758-13395858	2.775e-07	1.335e-16
chr2:173465590-173465690	9.503e-08	2.153e-18
chr1:206785747-206785847	2.013e-08	2.481e-17
chr22:19109840-19109940	2.744e-09	7.568e-18
chr14:94759801-94759901	9.643e-10	1.251e-16
chr12:110149198-110149298	1.27e-08	4.297e-15
chr3:73304810-73304910	9.466e-09	8.106e-17
chr17:1620859-1620959	2.914e-07	7.214e-16
chr16:28937135-28937235	4.987e-08	2.283e-14
chr7:86781441-86781541	1.039e-06	3.915e-21
chr4:1126951-1127051	6.709e-08	7.96e-17
chr2:220436801-220436901	1.478e-07	3.459e-18
chr17:15394151-15394251	7.854e-07	1.88e-15
chr7:10843455-10843555	4.51e-08	7.677e-17
chr6:31940136-31940236	3.466e-08	1.178e-15
chr16:29335258-29335358	2.828e-08	4.395e-13
chr16:17107586-17107686	6.043e-08	1.404e-15
chr7:150776461-150776561	6.51e-07	9.697e-22
chr19:6061154-6061254	4.533e-09	4.246e-16
chr1:118080321-118080421	3.001e-08	5.39e-17
chr21:35013353-35013453	4.028e-08	1.3e-15
chr1:20834313-20834413	9.814e-07	2.452e-16
chr2:103038502-103038602	2.008e-09	2.255e-16
chr21:39461928-39462028	4.083e-09	2.77e-18
chr11:119027907-119028007	8.024e-08	2.901e-17
chr3:10362697-10362797	7.941e-09	9.513e-18
chr18:20262098-20262198	5.972e-08	7.237e-16
chr16:1273997-1274097	5.464e-08	4.418e-15
chr2:236864464-236864564	9.421e-09	2.056e-14
chr11:329563-329663	3.483e-08	7.399e-19
chr12:116784661-116784761	3.493e-07	6.807e-13
chr15:43810097-43810197	1.612e-08	1.249e-19
chr2:220386153-220386253	3.376e-10	2.098e-19
chr2:97538925-97539025	3.061e-06	7.618e-18
chr19:45143901-45144001	1.461e-08	6.879e-16
chr1:5347389-5347489	8.75e-07	8.302e-17
chr8:124027253-124027353	2.901e-08	4.587e-15
chr7:128379177-128379277	4.813e-09	4.592e-15
chr2:47367455-47367555	4.318e-09	2.629e-15
chr22:43403734-43403834	1.125e-07	4.586e-14
chr17:48943612-48943712	1.017e-08	2.521e-19
chr1:171712454-171712554	2.18e-08	3.553e-19
chr2:171853007-171853107	1.914e-06	1.087e-19
chr10:81806808-81806908	3.669e-09	6.428e-17
chr16:69364593-69364693	6.58e-09	2.101e-18
chr8:100150223-100150323	1.895e-06	1.306e-19
chr6:3324539-3324639	6.281e-08	3.148e-19
chr5:179127605-179127705	3.458e-08	1.183e-16
chr1:212048256-212048356	3.172e-10	3.551e-14
chr4:75260613-75260713	4.801e-08	1.323e-16
chr17:75922389-75922489	3.207e-08	5.8e-15
chr19:42628081-42628181	2.308e-09	5.852e-17
chr8:142322574-142322674	3.928e-08	1.142e-17
chr17:36860042-36860142	6.792e-07	1.288e-18
chr8:27335471-27335571	1.698e-09	2.737e-15
chr3:69841149-69841249	4.59e-07	1.584e-17
chr17:25660223-25660323	2.031e-09	6.413e-17
chr13:77206960-77207060	6.331e-09	2.345e-19
chr10:108785582-108785682	3.237e-09	9.783e-16
chr15:101743399-101743499	5.822e-09	4.192e-20
chr22:19395868-19395968	1.754e-09	2.086e-18
chr17:40575227-40575327	4.003e-07	5.698e-20
chr17:17444059-17444159	2.874e-06	2.732e-17
chr9:94909743-94909843	4.585e-07	1.507e-16
chr5:95448528-95448628	1.581e-08	4.401e-18
chr6:4942057-4942157	2.597e-08	6.79e-20
chr1:235096672-235096772	3.417e-10	3.232e-14
chr8:59272205-59272305	2.662e-06	8.527e-18
chr16:80637976-80638076	2.287e-06	8.147e-20
chr12:57946189-57946289	7.639e-09	1.991e-15
chr11:73849803-73849903	8.092e-08	4.742e-13
chr20:29546902-29547002	5.331e-10	1.482e-17
chr6:13361059-13361159	2.745e-08	3.062e-15
chr9:138277029-138277129	6.315e-07	1.329e-15
chr14:81740442-81740542	7.293e-09	2.872e-16
chr15:83471407-83471507	2.258e-08	4.408e-18
chr1:231274932-231275032	1.315e-06	4.622e-20
chr19:15740235-15740335	6.704e-10	5.424e-22
chr1:201123024-201123124	3.543e-08	5.79e-17
chr1:46886050-46886150	4.22e-08	9.613e-16
chr19:13209142-13209242	1.616e-07	1.673e-14
chr12:56121460-56121560	5.439e-07	8.952e-16
chr12:50377793-50377893	3.799e-09	6.6e-19
chr11:20470519-20470619	4.621e-07	6.361e-14
chr17:73343149-73343249	4.465e-07	1.002e-15
chr14:97115153-97115253	2.464e-06	1.999e-14
chr12:31868309-31868409	1.477e-08	8.252e-15
chr10:74856523-74856623	1.551e-08	4.032e-19
chr12:127610501-127610601	6e-05	8.723e-15
chr2:119560682-119560782	2.341e-07	1.665e-20
chr6:31458386-31458486	1.227e-06	3.674e-16
chr2:16675221-16675321	1.849e-06	2.409e-19
chr8:95731979-95732079	7.272e-08	7.327e-19
chr16:15980418-15980518	8.254e-08	1.569e-15
chr8:15440227-15440327	1.788e-07	3.765e-19
chr6:16224786-16224886	7.552e-09	1.717e-14
chr8:144293883-144293983	3.557e-09	3.361e-15
chr18:55250651-55250751	5.685e-08	2.935e-15
chr2:197104531-197104631	4.241e-10	4.136e-12
chr1:19235595-19235695	5.812e-09	1.377e-14
chr3:71553693-71553793	2.816e-08	1.582e-20
chr11:72893931-72894031	2.142e-08	6.39e-16
chr2:70741003-70741103	1.773e-08	1.407e-17
chr6:36318641-36318741	3.652e-09	1.112e-17
chr3:93692734-93692834	3.652e-09	1.112e-17
chr1:4047049-4047149	4.17e-06	1.521e-17
chr4:164108630-164108730	7.715e-09	2.445e-19
chr15:27372977-27373077	1.863e-08	1.109e-18
chr1:44951457-44951557	1.081e-08	4.62e-17
chr9:90425727-90425827	2.057e-08	7.637e-19
chr3:46977044-46977144	5.479e-10	2.343e-16
chr1:180991922-180992022	1.054e-07	9.555e-21
chr9:35824535-35824635	2.668e-07	3.717e-06
chr21:42862403-42862503	5.11e-09	4.669e-14
chr1:10003508-10003608	1.476e-07	3.328e-16
chr22:19109334-19109434	2.925e-07	1.128e-16
chr4:159963481-159963581	1.143e-07	2.127e-18
chr18:3485656-3485756	2.126e-08	2.046e-17
chr16:50288125-50288225	6.793e-11	3.252e-17
chrX:70351543-70351643	1.771e-06	5.568e-21
chr6:126439343-126439443	4.458e-08	2.291e-18
chr4:105958282-105958382	1.165e-07	9.131e-20
chr3:44559872-44559972	4.066e-06	2.935e-14
chr2:47403544-47403644	1.288e-08	4.12e-15
chr2:24165204-24165304	2.824e-06	6.855e-17
chr9:4855464-4855564	2.312e-06	4.504e-13
chr11:67007481-67007581	2.995e-10	5.387e-22
chr6:83870049-83870149	9.56e-07	2.084e-21
chr6:117975319-117975419	2.083e-08	8.146e-19
chrX:40943797-40943897	1.711e-09	1.448e-16
chr16:84764162-84764262	3.608e-08	1.107e-16
chr7:127032682-127032782	6.158e-08	1.457e-15
chr14:61000356-61000456	2.256e-08	4.44e-17
chr5:126852861-126852961	0.000145	1.386e-14
chr2:153763711-153763811	1.937e-08	9.356e-18
chr20:49255247-49255347	4.27e-08	7.212e-18
chr14:23633534-23633634	7.955e-09	7.049e-17
chr13:114145347-114145447	1.806e-08	2.258e-17
chr1:43290822-43290922	4.048e-09	1.436e-18
chr11:47965651-47965751	7.353e-07	2.412e-19
chr9:131069670-131069770	3.677e-08	3.129e-17
chr15:81391566-81391666	3.712e-07	6.408e-21
chr7:75932966-75933066	2.173e-07	9.669e-18
chr19:3682847-3682947	0.0001911	3.055e-16
chr11:43942311-43942411	4.778e-09	9.085e-16
chr19:48928189-48928289	3.219e-07	3.73e-18
chr1:151646041-151646141	1.123e-07	3.543e-13
chr22:44301708-44301808	2.297e-08	1.42e-17
chr14:67008493-67008593	4.32e-07	4.065e-17
chr6:27860839-27860939	0.0003741	2.857e-17
chr3:141741407-141741507	1.873e-07	3.802e-17
chr12:4262871-4262971	2.622e-09	2.94e-19
chr7:105128396-105128496	6.535e-08	1.197e-17
chr1:160979531-160979631	2.881e-06	4.549e-19
chr3:45146007-45146107	1.464e-09	9.956e-18
chr8:53499986-53500086	6.336e-09	1.833e-18
chr6:40965347-40965447	1.625e-08	1.861e-15
chr19:2739156-2739256	9.756e-06	2.348e-17
chr4:160116722-160116822	8.857e-08	3.419e-17
chr1:221986683-221986783	6.349e-05	5.339e-19
chr8:38068297-38068397	1.846e-08	8.441e-16
chr9:98173990-98174090	8.186e-09	1.817e-18
chr3:129336607-129336707	2.41e-09	1.473e-16
chr2:234130114-234130214	4.818e-07	2.804e-17
chr12:48171633-48171733	7.139e-08	4.102e-16
chr1:53662284-53662384	0.000118	7.233e-12
chr21:43352797-43352897	8.135e-07	8.144e-15
chr11:70266137-70266237	5.74e-07	1.126e-20
chr3:5468204-5468304	5.132e-09	2.56e-18
chr12:56498096-56498196	8.692e-08	5.19e-18
chr2:16467215-16467315	4.989e-06	1.208e-17
chr1:206833252-206833352	3.045e-08	1.566e-15
chr6:28650519-28650619	2.387e-07	3.23e-18
chr1:206846987-206847087	2.836e-09	5.639e-18
chr11:66849036-66849136	4.068e-08	6.215e-15
chr1:27693073-27693173	2.539e-05	1.112e-21
chr8:144376100-144376200	2.565e-08	2.431e-17
chr10:11220641-11220741	1.976e-08	3.233e-17
chr5:149879214-149879314	1.273e-07	1.801e-16
chr20:4654461-4654561	7.506e-08	2.444e-17
chr3:154897481-154897581	1.86e-07	1.766e-18
chr2:183989584-183989684	1.967e-08	8.886e-20
chr22:27028675-27028775	7.017e-08	6.304e-18
chr4:8087525-8087625	1.547e-07	4.388e-18
chr11:125402724-125402824	4.767e-08	3.156e-18
chr7:142954133-142954233	0.001068	1.001e-16
chr8:1382014-1382114	7.086e-09	1.905e-17
chr10:23336378-23336478	2.313e-07	2.82e-14
chr14:75407012-75407112	1.358e-06	4.224e-17
chr19:14607062-14607162	4.016e-08	6.928e-19
chr3:148951286-148951386	1.255e-06	1.147e-18
chr5:169230182-169230282	0.002292	2.206e-16
chr5:38922336-38922436	1.494e-07	3.048e-14
chr14:23624581-23624681	3.171e-08	8.576e-19
chr5:145234339-145234439	4.712e-08	4.316e-18
chr6:85474559-85474659	9.329e-09	5.503e-20
chr6:26124414-26124514	1.001e-06	1.514e-15
chr4:170928401-170928501	5.344e-09	5.994e-20
chr8:67837716-67837816	7.011e-05	1.416e-19
chr7:100877342-100877442	1.132e-08	2.017e-16
chr16:25228255-25228355	5.93e-09	1.571e-17
chr11:7083924-7084024	5.355e-09	8.996e-14
chr7:2149734-2149834	1.371e-06	3.705e-15
chr2:38978402-38978502	0.0001051	1.996e-16
chr20:35203195-35203295	1.724e-07	6.609e-20
chrX:100645967-100646067	9.055e-08	9.209e-17
chr18:3526711-3526811	0.0002562	1.192e-18
chr4:81164943-81165043	2.128e-09	2.438e-17
chrX:129728494-129728594	2.16e-06	3.566e-19
chr14:65346628-65346728	0.006851	5.29e-16
chr18:11951624-11951724	3.227e-06	2.208e-18
chr1:53745912-53746012	1.976e-08	1.783e-18
chr4:110069880-110069980	4.983e-08	8.635e-16
chr12:110173083-110173183	1.301e-07	1.76e-17
chr1:110438596-110438696	2.663e-08	1.222e-18
chr1:226839209-226839309	9.449e-06	1.325e-19
chr10:73620280-73620380	3.208e-09	8.16e-19
chr1:211871961-211872061	1.245e-09	1.395e-18
chr19:50373017-50373117	2.16e-08	4.423e-18
chr6:37137051-37137151	2.292e-07	5.214e-18
chr22:47150015-47150115	1.005e-05	2.528e-14
chr11:6655918-6656018	3.868e-11	3.088e-15
chr10:88124562-88124662	0.0003797	3.879e-16
chr11:46722304-46722404	6.07e-08	5.663e-13
chr8:86290421-86290521	1.577e-05	2.558e-17
chr15:93713707-93713807	1.231e-06	1.471e-18
chr17:1394269-1394369	1.006e-06	1.02e-15
chr10:112631412-112631512	1.161e-06	4.187e-19
chr7:139935074-139935174	2.457e-08	1.317e-15
chr5:148186133-148186233	2.679e-08	1.62e-18
chr9:100533409-100533509	7.917e-09	4.434e-21
chr11:68445000-68445100	7.933e-08	7.635e-16
chr2:66708458-66708558	1.179e-08	1.823e-18
chr1:55638120-55638220	2.09e-07	2.466e-21
chr20:9129823-9129923	1.495e-06	9.215e-16
chr22:43011374-43011474	0.0002063	1.331e-17
chr17:43472512-43472612	1.522e-07	2.556e-11
chr14:23775967-23776067	7.481e-06	2.009e-17
chr12:53191035-53191135	4.125e-06	1.181e-14
chr2:24680746-24680846	2.008e-07	5.361e-19
chr2:201990536-201990636	1.162e-06	2.901e-17
chr17:73092417-73092517	3.206e-07	5.99e-17
chr10:74451872-74451972	2.104e-09	3.58e-18
chr12:93964605-93964705	3.122e-08	1.034e-18
chr12:131795841-131795941	8.419e-07	5.475e-16
chr6:30923426-30923526	8.711e-07	8.173e-16
chr1:54842894-54842994	2.947e-07	9.926e-17
chr3:20106858-20106958	4.313e-08	1.023e-21
chr3:6582816-6582916	7.096e-09	3.768e-21
chr10:117943373-117943473	1.058e-06	1.744e-15
chr2:101869209-101869309	1.614e-06	7.968e-19
chr15:64211180-64211280	4.779e-09	1.164e-19
chr11:73727485-73727585	2.725e-06	3.28e-21
chr19:50393364-50393464	3.999e-09	1.413e-11
chr19:1568508-1568608	3.931e-09	3.03e-14
chr8:142036908-142037008	2.038e-09	1.637e-19
chr19:45582423-45582523	2.768e-06	9.745e-18
chrX:120387537-120387637	7.379e-10	2.888e-18
chr3:12598403-12598503	2.955e-06	1.869e-17
chr2:178107308-178107408	3.329e-08	4.183e-21
chr7:104654492-104654592	4.273e-08	1.616e-13
chr18:43303060-43303160	6.761e-08	1.431e-19
chr2:2778865-2778965	2.346e-08	4.652e-19
chr2:111748161-111748261	5.941e-08	1.094e-09
chr2:120448863-120448963	6.087e-07	1.132e-19
chr4:27114320-27114420	9.586e-09	5.645e-16
chr9:110771988-110772088	7.038e-05	3.916e-19
chr1:213298020-213298120	1.851e-06	2.258e-15
chr22:25798554-25798654	8.659e-09	2.51e-17
chr10:112063606-112063706	9.51e-08	6.3e-17
chr9:130764170-130764270	7.303e-09	3.429e-15
chr17:45955104-45955204	7.167e-07	1.846e-16
chr2:160353854-160353954	1.303e-07	5.731e-16
chr1:23671113-23671213	5.409e-08	4.837e-12
chr11:85780873-85780973	6.079e-05	2.998e-16
chr13:33365084-33365184	8.49e-09	1.15e-15
chr1:155013275-155013375	1.253e-07	4.532e-15
chr5:107884894-107884994	5.269e-09	3.97e-17
chr20:46364535-46364635	4.958e-09	9.2e-16
chr8:23385406-23385506	2.579e-08	5.694e-18
chr16:49385153-49385253	1.525e-06	3.945e-21
chr2:86161383-86161483	2.171e-09	7.236e-16
chr3:58512010-58512110	0.0003999	1.001e-17
chr1:151588359-151588459	6.322e-09	1.484e-17
chr8:124960155-124960255	2.832e-07	4.827e-15
chr10:112534226-112534326	1.056e-08	2.06e-20
chr6:31658606-31658706	8.159e-09	1.172e-16
chr10:17477332-17477432	3.559e-08	8.086e-20
chr12:57946597-57946697	8.209e-08	7.564e-14
chr12:58129889-58129989	5.06e-05	3.415e-16
chr3:167453496-167453596	1.057e-06	6.584e-19
chr7:117432317-117432417	2.666e-08	7.949e-18
chr3:47523352-47523452	1.097e-07	6.907e-16
chr1:212851053-212851153	4.034e-09	2.19e-16
chr19:44120590-44120690	1.132e-09	2.585e-19
chr1:59808600-59808700	5.274e-09	7.015e-15
chr6:15299944-15300044	2.459e-08	7.354e-20
chr17:75118072-75118172	1.381e-09	1.235e-16
chr14:76006292-76006392	1.878e-08	2.951e-14
chr10:43892824-43892924	8.516e-08	6.169e-19
chr19:40242070-40242170	1.021e-09	2.294e-14
chr10:71075474-71075574	1.387e-08	4.301e-20
chr2:24684709-24684809	1.149e-08	5.546e-15
chr7:107953635-107953735	3.529e-07	2.274e-17
chr6:44030679-44030779	1.31e-08	2.561e-16
chr1:150480439-150480539	1.872e-07	2.686e-16
chr1:17222949-17223049	0.0001445	4.351e-17
chr18:9009193-9009293	2.137e-07	5.498e-15
chr20:45849978-45850078	2.359e-06	8.402e-18
chr14:50040357-50040457	4.67e-06	5.457e-15
chr2:23862556-23862656	2.033e-06	3.108e-17
chr6:12072352-12072452	1.56e-07	1.637e-16
chr15:65588430-65588530	3.093e-08	7.116e-18
chr10:17071762-17071862	4.923e-07	3.864e-19
chr8:128813049-128813149	7.079e-09	4.109e-18
chr11:19366318-19366418	4.036e-09	6.526e-15
chr11:108094331-108094431	2.096e-08	1.189e-20
chr6:136748323-136748423	5.268e-09	7.804e-14
chr5:148018882-148018982	5.994e-08	1.063e-19
chr20:62289555-62289655	5.356e-10	1.811e-18
chr10:61666124-61666224	9.253e-07	4.417e-18
chr15:89455134-89455234	1.29e-06	2.636e-19
chr19:36207943-36208043	1.661e-08	6.634e-19
chr1:32503523-32503623	6.418e-09	8.89e-16
chrX:48937167-48937267	2.3e-08	6.267e-16
chr4:26783992-26784092	1.266e-08	2.218e-16
chr7:100743583-100743683	1.221e-08	1.18e-13
chr4:123621445-123621545	6.605e-08	1.016e-15
chr11:12747962-12748062	1.997e-08	5.173e-17
chr1:90354172-90354272	2.947e-07	1.102e-19
chr1:33560748-33560848	1.343e-09	1.115e-18
chr4:1787018-1787118	5.709e-08	4.156e-12
chr11:69264629-69264729	1.077e-08	1.815e-13
chr3:155052765-155052865	1.799e-08	5.67e-19
chr2:47464772-47464872	6.396e-07	2.68e-17
chr22:23898387-23898487	7.227e-10	5.923e-16
chr12:12000650-12000750	2.306e-07	5.187e-18
chr16:22309732-22309832	9.32e-06	2.704e-17
chr6:28303922-28304022	6.699e-08	1.315e-13
chr10:99171342-99171442	9.383e-09	2.928e-16
chr6:34576618-34576718	6.801e-07	3.966e-16
chr11:35133320-35133420	7.692e-09	2.562e-19
chr1:18646780-18646880	4.826e-10	1.666e-18
chr8:91658703-91658803	9.837e-07	2.226e-19
chr20:40167538-40167638	4.875e-07	1.711e-16
chr13:29425713-29425813	2.823e-08	2.306e-14
chr5:72640786-72640886	4.615e-08	1.749e-15
chr19:47839059-47839159	4.36e-07	6.507e-21
chr19:18475816-18475916	7.832e-07	1.109e-18
chr9:90131322-90131422	3.966e-08	3.923e-19
